DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-05-23 00:00:00;12;6;17;10;5;5;4
2020-05-23 00:15:00;26;9;33;8;5;6;2
2020-05-23 00:30:00;19;10;21;10;2;3;3
2020-05-23 00:45:00;17;14;19;4;5;3;6
2020-05-23 01:00:00;13;6;16;10;2;1;2
2020-05-23 01:15:00;8;4;24;3;3;3;3
2020-05-23 01:30:00;19;14;12;6;3;3;2
2020-05-23 01:45:00;12;5;14;4;6;2;2
2020-05-23 02:00:00;6;3;10;1;4;6;4
2020-05-23 02:15:00;10;7;10;5;5;3;1
2020-05-23 02:30:00;5;2;9;4;2;2;6
2020-05-23 02:45:00;3;2;4;2;2;2;4
2020-05-23 03:00:00;9;2;7;3;2;9;5
2020-05-23 03:15:00;7;6;5;2;3;5;2
2020-05-23 03:30:00;4;0;10;2;5;5;5
2020-05-23 03:45:00;12;4;6;4;2;5;2
2020-05-23 04:00:00;7;3;7;4;6;5;5
2020-05-23 04:15:00;5;4;7;0;2;3;2
2020-05-23 04:30:00;4;1;10;2;1;1;1
2020-05-23 04:45:00;10;8;7;1;0;0;1
2020-05-23 05:00:00;12;3;11;3;0;0;0
2020-05-23 05:15:00;8;9;15;0;2;1;1
2020-05-23 05:30:00;13;6;26;7;0;1;1
2020-05-23 05:45:00;20;16;17;3;3;1;1
2020-05-23 06:00:00;15;12;21;1;1;1;0
2020-05-23 06:15:00;20;14;30;4;2;1;0
2020-05-23 06:30:00;16;13;29;9;1;1;0
2020-05-23 06:45:00;19;21;34;10;4;1;0
2020-05-23 07:00:00;30;20;28;11;3;1;0
2020-05-23 07:15:00;39;21;41;18;3;1;1
2020-05-23 07:30:00;52;28;36;9;2;0;1
2020-05-23 07:45:00;50;35;64;23;1;1;0
2020-05-23 08:00:00;41;19;50;16;7;2;1
2020-05-23 08:15:00;46;25;69;31;5;3;0
2020-05-23 08:30:00;66;38;72;27;3;3;3
2020-05-23 08:45:00;88;50;95;34;2;4;2
2020-05-23 09:00:00;55;36;80;36;6;2;0
2020-05-23 09:15:00;83;52;115;51;2;1;0
2020-05-23 09:30:00;91;65;129;49;6;1;0
2020-05-23 09:45:00;125;95;125;88;8;2;0
2020-05-23 10:00:00;113;85;114;62;5;1;1
2020-05-23 10:15:00;132;84;147;74;11;1;1
2020-05-23 10:30:00;123;110;165;77;12;1;0
2020-05-23 10:45:00;135;126;144;64;12;1;4
2020-05-23 11:00:00;142;108;153;72;13;1;2
2020-05-23 11:15:00;147;119;157;94;13;1;2
2020-05-23 11:30:00;139;77;135;59;6;1;1
2020-05-23 11:45:00;142;102;170;90;3;1;2
2020-05-23 12:00:00;124;109;169;90;6;0;0
2020-05-23 12:15:00;145;100;174;89;10;4;1
2020-05-23 12:30:00;124;95;146;81;9;3;1
2020-05-23 12:45:00;137;106;178;94;10;2;0
2020-05-23 13:00:00;118;110;141;76;9;2;1
2020-05-23 13:15:00;136;114;148;86;11;1;0
2020-05-23 13:30:00;133;107;154;84;11;3;0
2020-05-23 13:45:00;149;112;184;110;11;1;0
2020-05-23 14:00:00;124;93;166;104;11;1;0
2020-05-23 14:15:00;150;103;150;92;13;0;1
2020-05-23 14:30:00;128;85;152;90;4;1;0
2020-05-23 14:45:00;144;115;190;99;12;1;1
2020-05-23 15:00:00;129;110;138;79;10;2;1
2020-05-23 15:15:00;130;100;154;88;9;0;1
2020-05-23 15:30:00;127;82;142;72;6;0;0
2020-05-23 15:45:00;123;100;170;81;14;0;0
2020-05-23 16:00:00;122;82;128;61;7;2;0
2020-05-23 16:15:00;124;99;163;86;8;2;0
2020-05-23 16:30:00;109;87;129;73;9;0;0
2020-05-23 16:45:00;118;91;145;73;3;0;1
2020-05-23 17:00:00;102;73;122;71;2;0;0
2020-05-23 17:15:00;142;81;136;78;3;1;1
2020-05-23 17:30:00;110;80;115;65;4;0;2
2020-05-23 17:45:00;119;75;139;64;11;1;0
2020-05-23 18:00:00;120;88;106;57;4;0;0
2020-05-23 18:15:00;101;79;141;62;3;0;0
2020-05-23 18:30:00;92;77;98;48;3;1;1
2020-05-23 18:45:00;101;70;129;56;4;1;0
2020-05-23 19:00:00;88;61;111;51;5;1;0
2020-05-23 19:15:00;78;56;101;36;3;1;0
2020-05-23 19:30:00;71;49;93;31;4;0;0
2020-05-23 19:45:00;63;60;93;35;3;0;0
2020-05-23 20:00:00;59;52;84;42;3;1;1
2020-05-23 20:15:00;63;51;90;39;2;0;0
2020-05-23 20:30:00;55;43;64;20;5;2;0
2020-05-23 20:45:00;54;33;76;33;2;1;0
2020-05-23 21:00:00;40;28;49;24;3;1;0
2020-05-23 21:15:00;36;33;56;20;1;0;0
2020-05-23 21:30:00;43;26;55;12;2;0;0
2020-05-23 21:45:00;37;40;41;12;2;0;0
2020-05-23 22:00:00;31;21;49;21;4;0;0
2020-05-23 22:15:00;31;21;49;9;0;0;0
2020-05-23 22:30:00;34;20;41;13;1;0;1
2020-05-23 22:45:00;39;18;42;13;1;0;0
2020-05-23 23:00:00;18;21;37;12;0;0;0
2020-05-23 23:15:00;28;21;30;11;4;0;0
2020-05-23 23:30:00;17;13;31;11;0;1;0
2020-05-23 23:45:00;21;10;29;12;1;0;0
