DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-12-25 00:00:00;1;3;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0
2020-12-25 00:15:00;0;1;1;0;1;1;1;4;0;1;0;2;0;0;0;0;0;0
2020-12-25 00:30:00;2;2;0;0;0;0;1;1;3;2;3;3;0;0;0;0;0;0
2020-12-25 00:45:00;1;2;1;0;1;0;0;0;4;0;2;3;0;0;0;0;0;0
2020-12-25 01:00:00;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0
2020-12-25 01:15:00;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-12-25 01:30:00;0;0;2;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0
2020-12-25 01:45:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-25 02:00:00;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-12-25 02:15:00;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-12-25 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:00:00;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:15:00;0;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0
2020-12-25 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:45:00;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
2020-12-25 04:00:00;4;8;1;0;1;1;0;0;0;6;0;3;0;0;0;0;0;0
2020-12-25 04:15:00;0;0;0;0;0;1;2;3;2;6;3;0;0;0;0;0;0;0
2020-12-25 04:30:00;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-25 04:45:00;1;2;1;0;1;0;0;0;2;3;1;2;0;0;0;0;0;0
2020-12-25 05:00:00;1;4;1;0;1;2;1;1;10;0;0;3;0;0;0;0;0;0
2020-12-25 05:15:00;1;3;3;1;3;1;0;3;5;0;1;1;0;0;0;0;0;0
2020-12-25 05:30:00;10;12;2;0;2;1;1;0;4;1;4;9;0;0;0;0;0;0
2020-12-25 05:45:00;2;2;1;2;1;2;1;3;4;1;3;2;0;0;0;0;0;0
2020-12-25 06:00:00;1;4;1;1;2;2;3;2;4;0;11;3;0;0;0;0;0;0
2020-12-25 06:15:00;5;5;3;1;3;3;2;4;8;1;2;2;0;0;0;0;0;0
2020-12-25 06:30:00;13;12;1;1;1;2;3;3;3;0;2;4;0;0;0;0;0;0
2020-12-25 06:45:00;0;1;1;1;2;1;0;1;1;0;2;1;0;0;0;0;0;0
2020-12-25 07:00:00;2;3;0;2;0;4;2;4;11;0;12;10;0;0;0;0;0;0
2020-12-25 07:15:00;3;3;0;2;1;3;3;4;3;2;4;3;0;0;0;0;0;0
2020-12-25 07:30:00;2;3;1;3;2;2;1;2;0;0;0;0;0;0;0;0;0;0
2020-12-25 07:45:00;4;7;3;2;4;3;1;4;2;0;2;3;0;0;0;0;0;0
2020-12-25 08:00:00;1;2;2;0;2;2;4;5;3;0;4;1;0;0;0;0;0;0
2020-12-25 08:15:00;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0
2020-12-25 08:30:00;0;3;2;0;2;2;7;8;0;0;0;0;0;0;0;0;0;0
2020-12-25 08:45:00;4;6;0;0;0;0;2;4;2;2;2;2;0;0;0;0;0;0
2020-12-25 09:00:00;0;0;0;0;0;0;4;6;3;0;1;0;0;0;0;0;0;0
2020-12-25 09:15:00;3;6;0;2;2;4;3;5;1;2;1;2;0;0;0;0;0;0
2020-12-25 09:30:00;4;7;1;7;1;11;7;9;4;1;4;2;0;0;0;0;0;0
2020-12-25 09:45:00;3;6;0;3;2;3;4;9;3;1;3;1;0;0;0;0;0;0
2020-12-25 10:00:00;1;2;0;4;0;4;9;11;7;1;5;2;0;0;0;0;0;0
2020-12-25 10:15:00;3;6;4;3;5;4;9;5;1;0;1;1;0;0;0;0;0;0
2020-12-25 10:30:00;3;6;3;3;3;8;14;16;1;0;1;1;0;0;0;0;0;0
2020-12-25 10:45:00;4;9;6;6;9;8;6;11;8;3;9;5;1;0;0;0;0;0
2020-12-25 11:00:00;0;5;5;3;5;3;7;11;4;2;5;1;0;0;0;0;0;0
2020-12-25 11:15:00;5;6;1;2;2;6;16;15;3;1;3;1;0;0;0;1;0;0
2020-12-25 11:30:00;3;12;5;5;8;8;10;11;7;0;7;2;0;0;0;0;0;1
2020-12-25 11:45:00;5;9;4;6;4;8;16;15;3;0;3;3;0;0;0;0;0;0
2020-12-25 12:00:00;2;10;1;6;1;8;17;16;6;2;6;5;0;0;0;0;0;0
2020-12-25 12:15:00;6;9;2;7;3;11;12;18;10;2;9;4;0;0;0;0;0;3
2020-12-25 12:30:00;8;16;6;2;5;7;14;11;5;2;5;4;0;1;0;0;0;0
2020-12-25 12:45:00;8;8;2;2;3;5;21;12;7;2;6;2;0;0;0;0;0;0
2020-12-25 13:00:00;1;12;2;3;2;3;13;16;1;0;1;3;0;0;0;0;0;0
2020-12-25 13:15:00;10;16;0;6;3;6;11;7;5;2;3;5;0;0;0;0;0;0
2020-12-25 13:30:00;6;18;1;0;2;3;15;18;1;3;2;5;0;3;0;0;0;0
2020-12-25 13:45:00;5;13;4;6;5;6;11;9;5;2;6;5;0;0;0;0;0;0
