DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-09-25 00:00:00;10;5;1;2;4;10;4
2019-09-25 00:15:00;9;3;1;1;7;17;1
2019-09-25 00:30:00;17;6;0;3;6;8;5
2019-09-25 00:45:00;6;3;0;2;3;8;3
2019-09-25 01:00:00;9;5;2;3;5;14;3
2019-09-25 01:15:00;5;1;0;0;1;11;4
2019-09-25 01:30:00;3;4;0;2;3;7;2
2019-09-25 01:45:00;10;6;1;3;5;8;2
2019-09-25 02:00:00;4;2;0;1;1;9;4
2019-09-25 02:15:00;9;7;1;1;2;4;1
2019-09-25 02:30:00;5;4;0;2;2;5;1
2019-09-25 02:45:00;3;0;0;4;5;7;1
2019-09-25 03:00:00;4;3;1;2;4;12;3
2019-09-25 03:15:00;6;4;0;2;2;10;2
2019-09-25 03:30:00;6;5;1;1;2;10;1
2019-09-25 03:45:00;6;5;0;0;0;10;3
2019-09-25 04:00:00;9;9;1;3;4;10;4
2019-09-25 04:15:00;13;7;0;1;1;9;1
2019-09-25 04:30:00;20;16;0;3;6;17;10
2019-09-25 05:00:00;34;28;4;11;15;92;69
2019-09-25 05:15:00;28;23;0;9;11;119;108
2019-09-25 05:30:00;58;50;1;17;20;139;131
2019-09-25 05:45:00;105;67;3;16;24;121;117
2019-09-25 06:00:00;137;93;1;16;19;148;137
2019-09-25 06:15:00;126;95;6;12;33;147;141
2019-09-25 06:30:00;104;93;2;12;37;193;197
2019-09-25 06:45:00;82;94;6;21;44;155;173
2019-09-25 07:00:00;73;72;5;20;40;170;183
2019-09-25 07:15:00;68;93;5;19;46;182;206
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;87;78;7;23;54;158;186
2019-09-25 08:00:00;73;85;5;26;52;159;163
2019-09-25 08:15:00;81;75;4;11;24;124;156
2019-09-25 08:30:00;87;90;6;26;40;136;172
2019-09-25 08:45:00;85;66;5;17;30;125;151
2019-09-25 09:00:00;100;74;8;9;36;126;135
2019-09-25 09:15:00;92;79;5;15;34;102;99
2019-09-25 09:30:00;78;77;4;15;23;107;97
2019-09-25 09:45:00;118;61;5;11;26;107;105
2019-09-25 10:00:00;110;67;5;8;20;79;92
2019-09-25 10:15:00;89;70;9;18;38;100;94
2019-09-25 10:30:00;114;66;7;12;32;88;78
2019-09-25 10:45:00;106;75;3;16;20;89;89
2019-09-25 11:00:00;105;66;13;14;25;69;69
2019-09-25 11:15:00;101;76;5;18;28;68;84
2019-09-25 11:30:00;108;72;7;18;35;77;84
2019-09-25 11:45:00;108;92;3;21;29;88;78
2019-09-25 12:00:00;100;81;6;16;36;75;77
2019-09-25 12:15:00;124;80;5;23;32;77;73
2019-09-25 12:30:00;111;86;9;19;37;82;73
2019-09-25 12:45:00;118;88;3;17;28;91;111
2019-09-25 13:00:00;115;89;7;17;29;85;86
2019-09-25 13:15:00;130;86;7;14;38;143;140
2019-09-25 13:30:00;131;94;5;33;51;132;170
2019-09-25 13:45:00;136;106;9;20;32;103;128
2019-09-25 14:00:00;141;114;5;14;36;115;108
2019-09-25 14:15:00;199;160;5;18;43;82;88
2019-09-25 14:30:00;202;158;9;14;29;89;108
2019-09-25 14:45:00;205;157;11;24;30;70;93
2019-09-25 15:00:00;178;164;11;17;52;84;89
2019-09-25 15:15:00;207;176;9;30;45;89;105
2019-09-25 15:30:00;184;195;6;19;63;84;113
2019-09-25 15:45:00;204;185;6;7;41;92;108
2019-09-25 16:00:00;191;202;9;30;47;80;87
2019-09-25 16:15:00;183;165;7;32;54;95;97
2019-09-25 16:30:00;213;211;6;25;44;99;115
2019-09-25 16:45:00;190;178;13;27;48;112;103
2019-09-25 17:00:00;171;185;9;28;52;114;94
2019-09-25 17:15:00;197;156;9;20;51;96;119
2019-09-25 17:30:00;161;169;14;21;44;99;110
2019-09-25 17:45:00;165;182;10;19;37;96;104
2019-09-25 18:00:00;166;172;10;28;48;85;96
2019-09-25 18:15:00;126;127;5;36;52;88;94
2019-09-25 18:30:00;108;103;11;21;45;93;81
2019-09-25 18:45:00;124;107;8;23;43;81;72
2019-09-25 19:00:00;112;85;6;20;51;83;50
2019-09-25 19:15:00;111;63;1;24;34;66;64
2019-09-25 19:30:00;74;55;6;19;40;63;67
2019-09-25 19:45:00;74;50;4;17;28;53;49
2019-09-25 20:00:00;56;53;7;9;24;53;48
2019-09-25 20:15:00;66;56;6;5;21;55;42
2019-09-25 20:30:00;59;36;5;13;23;59;50
2019-09-25 20:45:00;56;35;3;17;20;60;44
2019-09-25 21:00:00;71;29;7;15;22;102;105
2019-09-25 21:15:00;39;24;4;8;17;82;84
2019-09-25 21:30:00;34;30;5;13;24;58;47
2019-09-25 21:45:00;90;77;12;9;27;32;24
2019-09-25 22:00:00;154;108;7;11;28;40;18
2019-09-25 22:15:00;111;86;7;9;20;38;28
2019-09-25 22:30:00;49;27;6;13;15;37;17
2019-09-25 22:45:00;32;19;0;6;15;26;14
2019-09-25 23:00:00;27;13;1;4;16;27;11
2019-09-25 23:15:00;18;10;1;7;16;21;12
2019-09-25 23:30:00;9;11;3;3;10;17;10
2019-09-25 23:45:00;12;6;0;7;11;23;8
