DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-12-16 00:00:00;10;10;0;5;15;3;2;0;0;0;0;0;0;0
2019-12-16 00:15:00;9;10;0;11;11;0;2;3;2;0;0;0;0;0
2019-12-16 00:30:00;7;11;0;5;6;4;0;0;1;0;0;0;0;0
2019-12-16 00:45:00;11;11;0;0;2;1;1;4;1;0;0;0;0;0
2019-12-16 01:00:00;3;8;0;3;8;2;1;1;0;0;0;0;0;0
2019-12-16 01:15:00;5;10;0;3;10;1;0;1;0;0;0;0;0;0
2019-12-16 01:30:00;3;5;0;1;4;3;0;1;0;0;0;0;0;0
2019-12-16 01:45:00;2;3;0;6;7;1;0;2;1;0;0;0;0;0
2019-12-16 02:00:00;3;4;0;4;8;0;0;1;0;0;0;0;0;0
2019-12-16 02:15:00;3;5;0;5;6;3;0;0;0;0;0;0;0;0
2019-12-16 02:30:00;2;6;0;3;3;0;0;1;0;0;0;0;0;0
2019-12-16 02:45:00;1;7;0;4;7;1;0;0;0;0;0;0;0;0
2019-12-16 03:00:00;0;4;0;2;2;0;1;1;0;0;0;0;0;0
2019-12-16 03:15:00;4;3;0;3;4;1;0;0;0;0;0;0;0;0
2019-12-16 03:30:00;3;3;0;3;6;0;1;1;0;0;0;0;0;0
2019-12-16 03:45:00;6;3;0;7;9;0;0;1;0;0;0;0;0;0
2019-12-16 04:00:00;5;11;0;5;7;0;0;0;0;0;0;0;0;0
2019-12-16 04:15:00;10;15;0;14;20;3;0;0;0;0;0;0;0;0
2019-12-16 04:30:00;17;15;0;12;14;3;2;2;0;0;0;0;0;0
2019-12-16 04:45:00;20;17;0;14;16;1;1;1;1;0;0;0;0;0
2019-12-16 05:00:00;29;33;0;11;35;1;1;0;0;0;0;0;0;0
2019-12-16 05:15:00;74;78;0;21;47;3;0;0;0;0;0;0;0;0
2019-12-16 05:30:00;99;135;1;35;55;4;0;4;0;0;0;0;0;0
2019-12-16 05:45:00;95;133;0;21;42;8;2;3;1;1;0;0;0;0
2019-12-16 06:00:00;81;101;0;38;53;15;2;3;1;2;0;0;0;0
2019-12-16 06:15:00;109;140;0;57;69;25;4;6;3;5;0;0;0;0
2019-12-16 06:30:00;158;193;3;68;87;36;4;20;2;5;0;0;0;0
2019-12-16 06:45:00;156;193;0;80;95;37;6;19;5;5;0;0;1;0
2019-12-16 07:00:00;150;195;0;83;96;57;4;16;1;3;1;0;0;0
2019-12-16 07:15:00;160;178;0;109;111;86;23;40;9;24;0;0;4;0
2019-12-16 07:30:00;43;50;0;33;25;44;11;12;4;9;0;31;0;0
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
2019-12-16 08:45:00;
2019-12-16 09:00:00;21;29;0;19;20;15;5;6;2;0;0;0;0;0
2019-12-16 09:15:00;123;172;0;76;100;77;18;30;9;12;0;1;0;1
2019-12-16 09:30:00;119;160;0;96;93;69;22;30;17;12;0;0;5;0
2019-12-16 09:45:00;120;190;5;103;112;60;19;32;22;14;2;6;4;0
2019-12-16 10:00:00;103;156;4;85;114;84;17;28;9;21;0;1;25;0
2019-12-16 10:15:00;112;168;2;105;120;82;19;35;17;13;0;0;16;0
2019-12-16 10:30:00;125;180;7;112;125;78;21;40;12;4;0;2;3;0
2019-12-16 10:45:00;133;177;1;99;119;64;25;28;16;9;2;1;1;3
2019-12-16 11:00:00;113;171;2;89;122;72;25;45;22;7;4;0;18;2
2019-12-16 11:15:00;112;160;2;109;108;72;27;47;24;13;2;0;0;3
2019-12-16 11:30:00;101;142;1;101;127;54;29;38;15;6;4;0;0;2
2019-12-16 11:45:00;118;166;3;112;117;74;20;34;13;6;4;0;7;6
2019-12-16 12:00:00;99;156;2;110;128;57;17;32;13;6;3;5;1;3
2019-12-16 12:15:00;87;150;0;109;138;55;21;43;21;5;16;4;3;2
2019-12-16 12:30:00;118;173;2;104;127;61;26;36;17;10;4;0;19;28
2019-12-16 12:45:00;119;184;4;105;113;91;22;34;16;7;1;0;1;0
2019-12-16 13:00:00;123;169;3;118;148;67;36;46;23;14;18;19;6;7
2019-12-16 13:15:00;124;169;3;116;115;79;30;51;26;7;5;0;6;11
2019-12-16 13:30:00;135;154;0;99;113;63;26;42;7;9;11;1;0;0
2019-12-16 13:45:00;141;173;2;115;124;72;30;46;21;4;13;10;8;1
2019-12-16 14:00:00;111;166;4;133;136;76;28;55;32;8;20;20;6;5
2019-12-16 14:15:00;109;157;7;144;151;93;15;38;11;10;3;0;13;3
2019-12-16 14:30:00;126;166;0;120;117;109;25;28;17;7;1;4;5;2
2019-12-16 14:45:00;106;149;1;110;116;114;19;34;16;8;1;1;4;13
2019-12-16 15:00:00;140;164;1;121;114;102;26;38;13;4;0;3;3;2
2019-12-16 15:15:00;117;154;2;116;105;122;31;49;14;19;4;0;6;4
2019-12-16 15:30:00;133;160;1;117;99;115;31;43;18;7;0;6;16;0
2019-12-16 15:45:00;132;157;0;96;90;114;32;41;16;6;0;9;3;2
2019-12-16 16:00:00;156;184;1;124;114;111;33;43;16;6;4;0;6;3
2019-12-16 16:15:00;121;139;0;109;91;123;34;49;15;8;4;1;19;1
2019-12-16 16:30:00;158;169;0;107;88;113;26;44;14;10;4;0;11;1
2019-12-16 16:45:00;125;126;2;100;83;127;31;58;16;10;1;0;21;65
2019-12-16 17:00:00;129;149;0;115;106;127;42;43;14;15;9;8;14;10
2019-12-16 17:15:00;155;134;2;81;63;118;37;40;11;15;1;0;11;5
2019-12-16 17:30:00;163;110;0;93;91;95;34;37;15;9;6;0;16;9
2019-12-16 17:45:00;146;134;2;109;84;118;28;40;20;21;6;57;18;0
2019-12-16 18:00:00;115;135;1;121;106;138;30;43;17;11;3;0;16;4
2019-12-16 18:15:00;94;142;0;121;112;123;36;48;9;12;11;0;2;0
2019-12-16 18:30:00;85;141;2;88;114;79;25;40;15;8;1;0;46;0
2019-12-16 18:45:00;96;147;0;95;116;85;30;46;11;8;2;1;8;0
2019-12-16 19:00:00;84;140;2;87;100;56;27;35;13;11;0;3;5;1
2019-12-16 19:15:00;64;131;0;92;95;49;26;31;13;3;4;149;2;18
2019-12-16 19:30:00;61;95;2;66;79;40;16;22;13;4;0;0;0;0
2019-12-16 19:45:00;56;105;0;90;88;43;20;18;5;0;0;2;0;0
2019-12-16 20:00:00;67;89;0;78;94;45;19;34;10;1;5;0;4;0
2019-12-16 20:15:00;54;80;3;70;93;30;23;20;9;0;1;1;3;0
2019-12-16 20:30:00;50;81;0;51;76;31;12;23;9;3;3;0;0;1
2019-12-16 20:45:00;49;82;2;40;56;25;16;25;10;2;11;0;0;1
2019-12-16 21:00:00;75;117;0;44;57;28;11;29;9;2;0;0;0;0
2019-12-16 21:15:00;77;125;0;37;56;18;19;22;9;1;2;0;0;3
2019-12-16 21:30:00;57;115;1;26;51;14;21;29;8;0;1;0;0;0
2019-12-16 21:45:00;52;105;0;47;69;6;24;29;9;2;0;0;1;0
2019-12-16 22:00:00;37;82;0;70;86;13;15;24;5;2;1;0;0;24
2019-12-16 22:15:00;31;63;0;55;65;21;13;14;6;7;0;0;0;0
2019-12-16 22:30:00;23;34;0;36;45;8;8;17;5;0;0;0;0;0
2019-12-16 22:45:00;24;30;0;24;34;10;6;6;3;0;0;0;0;0
2019-12-16 23:00:00;20;36;1;26;35;8;4;9;0;0;0;0;0;2
2019-12-16 23:15:00;14;24;0;10;24;8;2;1;2;0;0;0;0;0
2019-12-16 23:30:00;7;28;0;16;18;9;6;6;3;0;0;0;0;0
