DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-07-23 00:00:00;4;10;5;2;3;1;6;10;11;1;0;0;0;0;0;0;0
2020-07-23 00:15:00;3;3;9;4;6;3;2;4;4;4;2;0;0;0;0;0;0
2020-07-23 00:30:00;3;3;3;2;2;0;3;3;3;2;1;0;0;0;0;0;0
2020-07-23 00:45:00;1;6;1;1;1;0;2;3;3;0;0;0;0;0;0;0;0
2020-07-23 01:00:00;0;3;4;1;4;2;3;3;3;1;2;0;0;0;0;0;0
2020-07-23 01:15:00;0;0;2;0;2;0;3;2;2;0;0;0;0;0;0;0;0
2020-07-23 01:30:00;1;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-07-23 01:45:00;0;0;1;1;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-07-23 02:00:00;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0
2020-07-23 02:15:00;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-07-23 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:45:00;1;2;1;0;1;0;1;2;2;1;2;0;0;0;0;0;0
2020-07-23 03:00:00;2;2;2;1;2;0;3;3;3;2;2;0;0;0;0;0;0
2020-07-23 03:15:00;0;3;0;0;0;0;4;4;5;0;0;0;0;0;0;0;0
2020-07-23 03:30:00;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 04:00:00;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
2020-07-23 04:15:00;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-07-23 04:30:00;0;0;0;0;0;0;5;4;4;0;0;0;0;0;0;0;0
2020-07-23 04:45:00;0;0;0;0;0;0;3;5;5;0;0;0;0;0;0;0;0
2020-07-23 05:00:00;0;0;1;1;0;0;5;11;10;0;0;0;0;0;0;0;0
2020-07-23 05:15:00;2;1;0;0;0;0;9;15;16;0;0;0;0;0;0;0;0
2020-07-23 05:30:00;9;6;1;1;1;1;11;21;21;0;0;0;0;0;0;0;0
2020-07-23 05:45:00;33;17;0;0;0;0;7;16;18;0;0;0;0;0;0;0;0
2020-07-23 06:00:00;43;23;1;0;1;0;5;11;11;0;0;0;0;0;0;0;0
2020-07-23 06:15:00;18;14;4;3;1;1;11;16;14;0;0;0;0;0;0;0;0
2020-07-23 06:30:00;14;12;3;6;3;6;12;23;26;0;0;0;0;0;0;0;0
2020-07-23 06:45:00;23;14;6;4;3;2;11;18;17;0;0;0;0;0;0;0;0
2020-07-23 07:00:00;31;20;2;4;1;2;19;28;29;0;0;0;0;0;0;0;0
2020-07-23 07:15:00;38;16;7;7;2;4;21;25;26;1;1;0;0;0;0;0;0
2020-07-23 07:30:00;48;15;4;4;5;1;27;40;41;2;1;0;0;0;0;0;0
2020-07-23 07:45:00;46;18;4;4;6;4;40;44;49;1;1;0;0;0;1;0;0
2020-07-23 08:00:00;56;42;8;6;6;6;17;30;32;2;1;0;0;0;3;0;0
2020-07-23 08:15:00;35;34;12;8;5;6;28;35;38;2;2;0;0;0;0;0;0
2020-07-23 08:30:00;49;35;5;8;6;6;19;38;39;3;1;0;0;0;0;0;0
2020-07-23 08:45:00;50;41;12;8;8;7;22;34;31;4;5;0;0;0;1;0;0
2020-07-23 09:00:00;41;34;17;11;10;3;21;40;41;2;4;0;0;0;0;0;0
2020-07-23 09:15:00;41;52;14;15;8;11;38;44;42;3;5;2;0;0;0;0;0
2020-07-23 09:30:00;54;57;22;11;9;7;29;38;41;5;4;2;0;0;2;0;0
2020-07-23 09:45:00;52;54;29;13;15;8;33;41;46;0;0;1;0;0;5;0;0
2020-07-23 10:00:00;59;54;39;20;8;10;31;38;41;8;6;3;0;0;3;0;0
2020-07-23 10:15:00;38;46;38;12;10;11;38;51;51;10;3;2;0;0;4;0;0
2020-07-23 10:30:00;48;43;42;17;12;12;40;54;50;20;14;0;0;0;0;0;0
2020-07-23 10:45:00;55;41;40;20;13;12;35;51;51;10;5;4;0;0;1;0;0
2020-07-23 11:00:00;47;31;36;16;12;11;32;44;45;11;11;0;0;0;3;0;0
2020-07-23 11:15:00;52;43;31;15;14;9;36;48;47;12;3;0;0;0;0;0;0
2020-07-23 11:30:00;47;45;47;17;19;12;35;48;48;13;4;1;0;0;5;0;0
2020-07-23 11:45:00;46;50;48;22;18;13;37;55;52;8;5;3;0;0;1;0;0
2020-07-23 12:00:00;52;58;46;22;14;13;42;56;53;11;6;0;0;0;2;0;0
2020-07-23 12:15:00;44;49;54;27;15;13;46;62;55;14;10;2;0;0;1;0;0
