DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-03-09 00:00:00;1;3;2;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 00:15:00;2;2;2;4;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 00:30:00;2;2;1;2;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 00:45:00;2;0;1;1;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 01:00:00;0;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 01:15:00;1;1;2;4;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 01:30:00;5;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 01:45:00;0;0;1;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 02:00:00;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 02:15:00;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 02:30:00;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 03:00:00;1;2;1;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 03:15:00;1;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 03:30:00;1;2;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 03:45:00;1;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 04:00:00;1;3;2;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 04:15:00;2;3;3;1;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 04:30:00;4;3;5;0;3;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 04:45:00;2;3;3;3;11;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 05:00:00;6;10;7;4;34;10;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 05:15:00;8;14;14;7;60;21;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 05:30:00;11;23;5;5;82;26;9;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 05:45:00;15;31;25;6;78;40;10;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 06:00:00;11;20;22;14;39;15;13;1;0;4;0;3;0;2;0;0;0;1;2;0;0;0
2020-03-09 06:15:00;27;32;30;16;89;40;15;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 06:30:00;21;30;36;13;132;36;11;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 06:45:00;18;40;37;22;146;43;19;5;0;10;0;0;0;1;3;0;0;0;0;0;0;0
2020-03-09 07:00:00;31;44;30;19;119;44;25;4;0;13;0;0;0;0;2;0;0;0;1;0;0;0
2020-03-09 07:15:00;23;53;82;28;143;40;24;6;0;15;0;0;0;0;0;0;0;1;0;0;0;0
2020-03-09 07:30:00;46;72;92;38;101;54;60;7;0;16;0;0;0;1;1;0;0;3;0;0;0;0
2020-03-09 07:45:00;43;76;65;39;166;31;61;13;0;22;0;0;0;1;0;0;0;3;1;0;0;0
2020-03-09 08:00:00;39;55;53;35;139;43;39;7;0;20;0;0;0;2;0;0;3;0;0;0;0;0
2020-03-09 08:15:00;34;50;39;33;115;28;24;10;0;16;0;0;0;0;0;0;0;0;0;1;1;0
2020-03-09 08:30:00;31;60;29;22;117;39;29;8;0;8;0;0;0;1;0;0;0;0;6;0;0;0
2020-03-09 08:45:00;26;43;38;32;73;23;34;8;0;10;0;0;0;0;0;0;0;0;1;0;0;0
2020-03-09 09:00:00;20;38;30;22;77;23;36;8;0;9;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 09:15:00;21;33;36;26;74;23;29;5;0;13;0;3;0;3;3;0;0;1;3;0;0;0
2020-03-09 09:30:00;21;39;36;22;69;27;43;10;0;11;0;0;0;2;0;0;0;0;0;0;0;0
2020-03-09 09:45:00;35;40;32;28;68;18;37;6;0;12;0;1;20;1;18;0;0;0;0;0;0;0
2020-03-09 10:00:00;21;38;27;26;61;20;39;9;0;12;0;0;6;3;8;0;0;0;3;0;0;0
2020-03-09 10:15:00;37;37;38;32;68;22;38;5;0;15;0;0;3;0;0;0;0;0;0;0;0;0
2020-03-09 10:30:00;25;41;25;28;70;19;40;2;0;19;0;1;0;4;2;0;0;0;0;0;10;0
2020-03-09 10:45:00;33;43;36;24;68;25;33;4;0;18;0;2;0;5;0;0;0;0;0;2;4;0
2020-03-09 11:00:00;29;31;29;18;63;18;46;4;0;14;0;2;6;1;0;0;0;0;0;0;0;0
2020-03-09 11:15:00;36;42;29;19;60;22;47;5;0;15;0;4;1;1;2;0;0;1;6;1;0;0
2020-03-09 11:30:00;26;27;30;33;71;23;52;7;0;15;0;2;2;2;4;0;0;1;0;3;7;0
2020-03-09 11:45:00;31;44;31;30;78;7;40;8;0;20;0;4;0;2;1;1;0;2;1;1;0;0
2020-03-09 12:00:00;30;41;31;29;76;15;53;10;0;20;0;1;0;3;0;0;0;0;0;0;0;0
2020-03-09 12:15:00;32;42;35;37;54;19;51;10;0;20;0;2;7;3;7;0;0;0;0;0;0;0
2020-03-09 12:30:00;26;40;45;33;77;23;43;10;0;16;0;2;1;4;0;0;0;1;0;0;0;0
2020-03-09 12:45:00;28;39;28;27;88;26;59;9;0;14;0;0;0;2;1;0;0;0;0;1;0;1
2020-03-09 13:00:00;42;45;36;37;71;16;66;11;0;19;0;3;4;0;0;0;0;1;3;1;0;0
2020-03-09 13:15:00;30;44;38;28;89;14;68;8;0;13;0;0;1;3;38;0;0;1;1;0;0;0
2020-03-09 13:30:00;29;32;30;26;104;20;32;7;0;10;0;5;1;8;37;0;0;0;0;0;0;0
2020-03-09 13:45:00;43;49;44;31;60;15;43;8;0;19;0;4;3;2;3;0;0;0;0;0;0;0
2020-03-09 14:00:00;41;47;27;40;78;16;39;7;0;14;0;7;5;2;14;0;0;0;0;0;0;0
2020-03-09 14:15:00;59;79;54;35;64;12;45;5;0;19;0;3;3;2;0;0;0;0;0;0;1;0
2020-03-09 14:30:00;75;80;35;47;70;18;44;9;0;24;0;0;2;4;0;0;0;0;0;1;0;0
2020-03-09 14:45:00;61;61;42;30;91;24;33;5;0;19;0;0;0;1;0;0;0;0;0;3;4;0
2020-03-09 15:00:00;52;62;34;34;88;19;61;5;0;15;0;2;10;1;0;0;0;0;0;4;9;0
2020-03-09 15:15:00;64;90;34;44;81;18;53;4;0;27;0;1;2;1;2;0;0;0;0;3;0;0
2020-03-09 15:30:00;67;77;43;38;80;13;56;6;0;21;0;10;0;1;2;0;0;0;0;2;15;0
2020-03-09 15:45:00;75;73;45;45;78;15;86;7;0;17;0;9;0;1;5;1;0;1;0;0;0;0
2020-03-09 16:00:00;69;86;44;43;114;18;74;8;0;25;0;1;0;0;0;0;0;0;0;4;4;0
2020-03-09 16:15:00;79;77;30;41;88;25;63;7;0;21;0;0;2;0;0;0;0;1;0;2;0;2
2020-03-09 16:30:00;78;88;40;42;90;13;70;8;0;24;0;2;7;0;0;0;0;1;1;2;4;0
2020-03-09 16:45:00;94;83;46;59;107;16;59;7;0;20;0;1;2;0;0;0;0;2;3;1;0;0
2020-03-09 17:00:00;68;78;40;42;100;14;44;5;0;29;0;1;0;3;2;0;0;3;1;0;0;0
2020-03-09 17:15:00;69;73;43;45;109;19;59;1;0;20;0;2;7;2;2;0;2;0;0;0;0;0
2020-03-09 17:30:00;49;59;26;34;92;9;43;4;0;20;0;7;3;4;21;0;0;0;0;1;0;0
2020-03-09 17:45:00;56;62;54;44;87;11;41;4;0;23;0;1;4;3;0;0;0;0;0;0;0;0
2020-03-09 18:00:00;41;55;37;47;54;9;33;4;0;20;0;1;0;1;0;0;0;5;4;0;0;0
2020-03-09 18:15:00;31;42;33;32;67;11;37;7;0;15;0;5;2;1;3;0;0;0;0;1;0;0
2020-03-09 18:30:00;22;40;23;23;68;7;35;2;0;9;0;0;1;0;0;0;0;0;0;0;0;1
2020-03-09 18:45:00;22;37;31;26;57;13;30;2;0;8;0;1;0;1;0;0;0;0;0;0;0;0
