DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-09-18 00:00:00;11;4;11;4;3;0;2
2020-09-18 00:15:00;25;7;8;4;4;12;2
2020-09-18 00:30:00;14;8;7;4;3;2;3
2020-09-18 00:45:00;11;4;8;1;2;2;4
2020-09-18 01:00:00;16;7;11;3;2;1;2
2020-09-18 01:15:00;3;4;8;2;3;1;4
2020-09-18 01:30:00;5;2;7;4;5;3;1
2020-09-18 01:45:00;9;2;9;4;3;2;6
2020-09-18 02:00:00;6;8;6;1;6;6;2
2020-09-18 02:15:00;10;2;12;1;2;2;2
2020-09-18 02:30:00;4;2;14;2;0;4;3
2020-09-18 02:45:00;2;2;8;1;4;4;3
2020-09-18 03:00:00;9;2;5;1;3;7;1
2020-09-18 03:15:00;4;2;6;1;4;3;3
2020-09-18 03:30:00;6;2;10;2;2;5;2
2020-09-18 03:45:00;10;4;8;1;3;2;4
2020-09-18 04:00:00;7;6;12;0;3;4;5
2020-09-18 04:15:00;3;3;13;6;2;0;2
2020-09-18 04:30:00;8;3;21;3;1;1;1
2020-09-18 04:45:00;26;13;41;10;2;1;1
2020-09-18 05:00:00;18;11;67;15;3;1;1
2020-09-18 05:15:00;37;14;92;32;2;3;0
2020-09-18 05:30:00;47;29;89;45;1;2;2
2020-09-18 05:45:00;60;44;98;61;3;0;0
2020-09-18 06:00:00;59;52;96;40;0;0;0
2020-09-18 06:15:00;81;46;146;67;5;1;0
2020-09-18 06:30:00;96;52;136;67;5;0;0
2020-09-18 06:45:00;101;88;145;88;6;0;1
2020-09-18 07:00:00;146;58;142;92;8;0;1
2020-09-18 07:15:00;179;103;153;105;7;0;0
2020-09-18 07:30:00;213;108;178;103;21;1;1
2020-09-18 07:45:00;168;108;203;111;12;2;2
2020-09-18 08:00:00;148;93;148;83;10;1;0
2020-09-18 08:15:00;121;90;133;80;8;1;1
2020-09-18 08:30:00;128;91;127;79;7;1;1
2020-09-18 08:45:00;111;100;155;80;13;2;0
2020-09-18 09:00:00;100;70;124;62;7;1;0
2020-09-18 09:15:00;119;74;151;77;6;0;0
2020-09-18 09:30:00;118;96;127;68;6;3;1
2020-09-18 09:45:00;119;94;138;73;12;2;1
2020-09-18 10:00:00;137;83;160;86;12;1;2
2020-09-18 10:15:00;142;103;151;86;14;2;5
2020-09-18 10:30:00;131;102;157;66;15;3;1
2020-09-18 10:45:00;152;100;159;73;10;1;1
2020-09-18 11:00:00;113;99;147;83;13;5;1
2020-09-18 11:15:00;133;99;174;87;6;2;0
2020-09-18 11:30:00;149;112;205;117;10;4;3
2020-09-18 11:45:00;154;88;190;110;6;1;2
2020-09-18 12:00:00;152;104;181;90;16;4;1
2020-09-18 12:15:00;185;132;169;88;17;3;0
2020-09-18 12:30:00;173;137;166;88;19;8;3
2020-09-18 12:45:00;193;135;176;95;19;1;4
2020-09-18 13:00:00;170;123;224;127;15;1;5
2020-09-18 13:15:00;173;126;217;136;9;2;1
2020-09-18 13:30:00;199;124;186;110;12;6;5
2020-09-18 13:45:00;179;124;204;114;13;2;0
2020-09-18 14:00:00;175;121;179;102;9;3;2
2020-09-18 14:15:00;175;130;199;98;12;2;2
2020-09-18 14:30:00;181;133;186;115;10;2;6
2020-09-18 14:45:00;176;132;204;105;12;3;2
2020-09-18 15:00:00;195;131;184;98;14;2;5
2020-09-18 15:15:00;162;136;180;106;14;3;2
2020-09-18 15:30:00;155;120;194;108;9;4;2
2020-09-18 15:45:00;180;140;189;95;12;2;2
2020-09-18 16:00:00;172;128;186;109;5;2;2
2020-09-18 16:15:00;159;127;199;127;5;1;2
2020-09-18 16:30:00;189;122;188;107;9;3;1
2020-09-18 16:45:00;178;132;209;118;10;4;1
2020-09-18 17:00:00;182;121;195;112;5;2;5
2020-09-18 17:15:00;191;128;189;102;17;3;1
2020-09-18 17:30:00;160;119;192;105;3;1;2
2020-09-18 17:45:00;151;119;182;102;12;3;2
2020-09-18 18:00:00;154;115;196;110;9;6;2
2020-09-18 18:15:00;146;124;152;91;5;3;2
2020-09-18 18:30:00;163;117;152;108;9;3;2
2020-09-18 18:45:00;144;97;141;81;9;2;3
2020-09-18 19:00:00;119;80;164;81;12;5;0
2020-09-18 19:15:00;133;92;123;64;4;1;2
2020-09-18 19:30:00;111;66;139;67;3;0;2
2020-09-18 19:45:00;92;68;109;58;1;4;4
2020-09-18 20:00:00;101;78;95;46;3;3;5
2020-09-18 20:15:00;105;84;111;54;3;3;2
2020-09-18 20:30:00;96;69;102;45;1;0;0
2020-09-18 20:45:00;93;52;125;52;4;1;1
2020-09-18 21:00:00;71;51;103;50;3;1;4
2020-09-18 21:15:00;72;52;88;46;9;2;3
2020-09-18 21:30:00;62;41;70;35;5;0;0
2020-09-18 21:45:00;71;49;74;35;5;1;0
2020-09-18 22:00:00;85;65;66;28;6;3;0
2020-09-18 22:15:00;61;56;74;26;4;2;0
2020-09-18 22:30:00;53;39;64;24;4;0;1
2020-09-18 22:45:00;48;31;75;24;3;3;1
2020-09-18 23:00:00;51;29;51;21;0;2;3
2020-09-18 23:15:00;49;24;55;20;3;0;2
2020-09-18 23:30:00;27;17;39;19;6;1;2
2020-09-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
