DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-06-19 00:00:00;5;2;2;4;0;1;4;4;2;4;0;0;1;0;0;0;0
2020-06-19 00:15:00;8;4;5;10;0;2;2;2;4;4;0;0;0;0;0;0;0
2020-06-19 00:30:00;4;2;1;2;0;0;1;0;2;2;0;0;0;0;0;0;0
2020-06-19 00:45:00;7;2;1;3;1;2;6;3;4;4;0;0;1;0;0;0;0
2020-06-19 01:00:00;5;4;2;4;3;1;2;6;4;3;0;0;0;0;0;0;0
2020-06-19 01:15:00;1;0;1;8;1;1;5;6;3;2;0;0;0;0;0;0;0
2020-06-19 01:30:00;6;3;0;2;1;2;4;3;0;1;0;0;0;0;0;0;0
2020-06-19 01:45:00;6;0;1;0;0;0;1;2;2;3;0;0;0;0;0;0;0
2020-06-19 02:00:00;4;2;2;0;0;2;1;2;5;4;0;0;0;0;0;0;0
2020-06-19 02:15:00;4;0;0;1;0;1;1;2;2;1;0;0;0;0;0;0;0
2020-06-19 02:30:00;0;0;1;2;1;2;2;3;1;1;0;0;0;0;0;0;0
2020-06-19 02:45:00;3;1;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0
2020-06-19 03:00:00;4;0;0;0;0;2;4;4;1;0;0;0;0;0;0;0;0
2020-06-19 03:15:00;1;2;1;1;0;1;0;1;0;3;0;0;0;0;0;0;0
2020-06-19 03:30:00;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2020-06-19 03:45:00;4;2;0;0;0;1;4;1;1;4;0;0;0;0;0;0;0
2020-06-19 04:00:00;1;0;0;0;1;1;2;3;3;2;0;0;0;0;0;0;0
2020-06-19 04:15:00;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-06-19 04:30:00;7;3;1;1;1;1;1;1;5;6;0;0;0;0;0;0;0
2020-06-19 04:45:00;9;2;0;1;0;0;1;4;6;5;0;0;0;0;0;0;0
2020-06-19 05:00:00;19;6;6;6;0;2;4;7;9;7;0;0;0;0;0;0;0
2020-06-19 05:15:00;30;3;8;17;1;2;8;9;6;4;0;0;0;0;0;0;0
2020-06-19 05:30:00;31;8;17;23;3;3;15;8;22;11;0;0;0;0;0;0;0
2020-06-19 05:45:00;36;4;13;15;4;3;10;24;27;31;0;0;0;0;0;0;0
2020-06-19 06:00:00;37;12;9;11;3;2;11;19;22;22;0;0;0;0;0;0;0
2020-06-19 06:15:00;44;13;22;25;9;6;10;15;21;16;0;0;0;0;0;0;0
2020-06-19 06:30:00;46;13;27;29;8;7;32;26;28;36;0;0;0;0;0;0;0
2020-06-19 06:45:00;59;10;27;33;6;9;29;32;27;28;0;0;0;0;0;0;0
2020-06-19 07:00:00;47;15;25;27;10;10;19;17;22;19;0;0;1;0;0;0;0
2020-06-19 07:15:00;50;15;39;39;8;9;19;46;40;25;0;0;0;5;2;0;0
2020-06-19 07:30:00;55;23;50;56;13;16;25;39;39;25;0;0;0;0;0;0;0
2020-06-19 07:45:00;72;24;46;52;15;11;22;29;28;23;0;0;0;0;0;0;0
2020-06-19 08:00:00;47;23;27;31;11;10;21;30;27;24;0;1;0;0;0;0;0
2020-06-19 08:15:00;48;22;33;32;8;15;27;36;38;22;0;0;2;0;0;0;0
2020-06-19 08:30:00;48;22;27;19;13;16;27;27;28;21;0;0;1;0;1;1;0
2020-06-19 08:45:00;48;26;14;27;15;8;16;22;27;26;1;0;0;0;1;0;0
2020-06-19 09:00:00;36;31;20;18;12;18;27;25;33;23;0;0;0;0;0;0;0
2020-06-19 09:15:00;46;33;27;17;13;18;18;28;28;22;16;0;2;3;0;0;0
2020-06-19 09:30:00;43;22;19;16;20;22;20;29;31;18;0;0;0;0;0;1;0
2020-06-19 09:45:00;42;33;20;19;16;19;20;36;31;24;0;0;2;0;0;0;0
2020-06-19 10:00:00;39;29;18;25;14;13;17;27;28;26;0;0;2;1;1;0;0
