DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-07-10 00:00:00;3;1;0;6;0;10;0;0;0
2020-07-10 00:15:00;9;4;0;6;0;14;1;0;0
2020-07-10 00:30:00;9;1;0;6;0;12;1;0;0
2020-07-10 00:45:00;8;2;0;6;0;13;1;0;0
2020-07-10 01:00:00;3;3;0;8;0;12;0;0;0
2020-07-10 01:15:00;6;2;0;7;0;14;1;0;0
2020-07-10 01:30:00;3;0;0;4;0;12;1;0;0
2020-07-10 01:45:00;4;1;0;2;0;14;1;0;0
2020-07-10 02:00:00;5;0;0;2;0;12;1;0;0
2020-07-10 02:15:00;5;0;0;3;0;14;1;0;0
2020-07-10 02:30:00;3;1;0;2;0;12;0;0;0
2020-07-10 02:45:00;3;0;0;2;0;13;1;0;0
2020-07-10 03:00:00;2;0;0;3;0;12;1;0;0
2020-07-10 03:15:00;2;3;0;4;0;14;1;0;0
2020-07-10 03:30:00;4;2;0;4;0;12;1;0;0
2020-07-10 03:45:00;4;1;0;3;0;14;0;0;0
2020-07-10 04:00:00;4;3;0;5;0;12;1;0;0
2020-07-10 04:15:00;4;5;1;9;0;13;1;0;0
2020-07-10 04:30:00;10;1;2;12;0;12;1;0;0
2020-07-10 04:45:00;23;4;0;9;0;14;1;0;0
2020-07-10 05:00:00;72;14;0;26;0;9;0;0;0
2020-07-10 05:15:00;125;12;2;48;0;11;1;0;0
2020-07-10 05:30:00;100;11;0;91;0;9;0;0;0
2020-07-10 05:45:00;117;36;5;178;0;11;1;0;0
2020-07-10 06:00:00;95;21;3;94;0;9;1;0;0
2020-07-10 06:15:00;85;9;0;93;0;11;0;0;0
2020-07-10 06:30:00;107;13;5;104;0;9;1;0;0
2020-07-10 06:45:00;95;24;4;128;0;10;1;0;0
2020-07-10 07:00:00;81;20;7;115;0;10;0;0;0
2020-07-10 07:15:00;91;21;9;149;0;10;1;0;0
2020-07-10 07:30:00;86;23;10;165;9;10;0;0;0
2020-07-10 07:45:00;93;33;3;134;0;10;1;0;0
2020-07-10 08:00:00;103;16;9;130;0;10;1;0;0
