DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-05-26 00:00:00;0;0;2;0;0;0;0;0
2020-05-26 00:15:00;0;0;0;0;0;0;0;0
2020-05-26 00:30:00;0;2;1;2;0;0;0;0
2020-05-26 00:45:00;1;2;1;0;0;0;0;0
2020-05-26 01:00:00;0;0;0;0;0;0;0;0
2020-05-26 01:15:00;0;0;0;0;0;0;0;0
2020-05-26 01:30:00;0;0;0;1;0;0;0;0
2020-05-26 01:45:00;0;0;0;0;0;0;0;0
2020-05-26 02:00:00;1;0;0;0;0;0;0;0
2020-05-26 02:15:00;0;0;0;0;0;0;0;0
2020-05-26 02:30:00;0;0;1;0;0;0;0;0
2020-05-26 02:45:00;0;3;1;0;0;0;0;0
2020-05-26 03:00:00;0;0;0;0;0;0;0;0
2020-05-26 03:15:00;0;0;0;0;0;0;0;0
2020-05-26 03:30:00;0;0;0;0;0;0;0;0
2020-05-26 03:45:00;0;0;0;0;0;0;0;0
2020-05-26 04:00:00;0;0;0;0;0;0;0;0
2020-05-26 04:15:00;0;0;1;0;0;0;0;0
2020-05-26 04:30:00;0;1;0;1;0;0;0;0
2020-05-26 04:45:00;0;3;1;0;0;0;0;0
2020-05-26 05:00:00;1;3;12;3;0;0;0;0
2020-05-26 05:15:00;3;9;17;4;5;0;0;0
2020-05-26 05:30:00;5;11;29;9;2;0;0;0
2020-05-26 05:45:00;0;5;38;4;3;0;0;0
2020-05-26 06:00:00;0;10;26;2;18;0;0;0
2020-05-26 06:15:00;1;9;46;3;3;0;0;0
2020-05-26 06:30:00;5;18;79;3;261;0;0;0
2020-05-26 06:45:00;11;28;84;8;5;0;0;0
2020-05-26 07:00:00;2;17;46;6;265;0;0;0
2020-05-26 07:15:00;2;12;42;4;6;0;0;0
2020-05-26 07:30:00;5;16;47;11;12;0;0;0
2020-05-26 07:45:00;2;29;57;8;10;0;0;0
2020-05-26 08:00:00;2;13;39;8;7;0;0;0
2020-05-26 08:15:00;2;11;30;5;9;0;2;0
2020-05-26 08:30:00;1;20;35;6;10;0;0;0
2020-05-26 08:45:00;6;14;22;5;9;0;0;0
2020-05-26 09:00:00;0;8;13;6;7;0;0;0
2020-05-26 09:15:00;1;15;15;2;6;0;0;0
2020-05-26 09:30:00;1;10;11;2;3;0;0;0
2020-05-26 09:45:00;4;12;14;5;7;0;0;0
2020-05-26 10:00:00;2;8;11;2;4;0;0;0
2020-05-26 10:15:00;6;15;14;8;4;0;0;0
2020-05-26 10:30:00;2;13;11;4;6;0;0;0
2020-05-26 10:45:00;1;15;8;3;2;0;0;0
2020-05-26 11:00:00;4;16;15;4;6;0;0;0
2020-05-26 11:15:00;1;20;19;5;5;0;0;0
2020-05-26 11:30:00;3;13;6;2;7;0;0;0
2020-05-26 11:45:00;4;18;13;6;6;0;0;0
2020-05-26 12:00:00;5;25;16;3;12;0;0;0
2020-05-26 12:15:00;3;15;15;6;5;0;0;0
2020-05-26 12:30:00;3;19;13;4;8;0;0;0
2020-05-26 12:45:00;3;23;19;6;9;0;0;0
2020-05-26 13:00:00;2;23;18;2;4;0;0;0
2020-05-26 13:15:00;5;22;22;4;3;0;0;0
2020-05-26 13:30:00;3;36;35;11;5;0;0;0
2020-05-26 13:45:00;2;34;20;6;11;0;0;0
2020-05-26 14:00:00;11;73;48;7;10;0;0;0
2020-05-26 14:15:00;3;44;27;8;14;0;1;0
2020-05-26 14:30:00;2;31;16;3;15;0;0;0
2020-05-26 14:45:00;4;36;23;2;8;0;0;0
2020-05-26 15:00:00;5;63;30;2;6;0;0;0
2020-05-26 15:15:00;10;105;11;2;8;0;0;0
2020-05-26 15:30:00;4;33;13;2;8;0;0;0
2020-05-26 15:45:00;5;48;15;3;8;0;0;0
2020-05-26 16:00:00;4;41;17;4;14;0;0;0
2020-05-26 16:15:00;2;40;12;0;7;0;0;0
2020-05-26 16:30:00;2;41;17;2;6;0;0;0
2020-05-26 16:45:00;3;35;14;4;3;0;0;0
2020-05-26 17:00:00;3;52;11;6;8;0;0;0
2020-05-26 17:15:00;4;28;14;1;5;0;0;0
2020-05-26 17:30:00;2;19;5;2;3;0;0;0
2020-05-26 17:45:00;1;19;2;1;1;0;0;0
2020-05-26 18:00:00;1;25;11;4;2;0;0;0
2020-05-26 18:15:00;3;29;8;4;0;0;0;0
2020-05-26 18:30:00;5;22;10;2;4;0;0;0
2020-05-26 18:45:00;2;17;1;1;7;0;0;0
2020-05-26 19:00:00;0;14;7;1;1;0;0;0
2020-05-26 19:15:00;0;13;5;1;1;0;0;0
2020-05-26 19:30:00;0;13;6;1;1;0;0;0
2020-05-26 19:45:00;0;7;8;1;0;0;0;0
2020-05-26 20:00:00;0;3;3;0;0;0;0;0
2020-05-26 20:15:00;1;6;7;2;2;0;0;0
2020-05-26 20:30:00;2;12;9;1;2;0;0;0
2020-05-26 20:45:00;0;3;6;0;1;0;0;0
2020-05-26 21:00:00;0;11;8;6;1;0;0;0
2020-05-26 21:15:00;0;11;6;1;1;0;0;0
2020-05-26 21:30:00;1;21;7;0;3;0;0;0
2020-05-26 21:45:00;1;30;7;2;6;0;0;0
2020-05-26 22:00:00;2;51;22;0;9;0;0;0
2020-05-26 22:15:00;0;13;13;2;9;0;0;0
2020-05-26 22:30:00;0;2;0;0;1;0;0;0
2020-05-26 22:45:00;1;3;2;1;1;0;0;0
2020-05-26 23:00:00;0;2;0;0;0;0;0;0
2020-05-26 23:15:00;0;1;0;0;0;0;0;0
2020-05-26 23:30:00;0;1;0;0;0;0;0;0
