DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-11-26 00:00:00;1;1;8;0;0;5;0;0;0;0;0;0
2019-11-26 00:15:00;2;2;12;0;5;6;0;0;0;0;0;0
2019-11-26 00:30:00;1;2;14;0;0;6;0;0;0;0;0;0
2019-11-26 00:45:00;0;2;10;0;1;3;0;0;0;0;0;0
2019-11-26 01:00:00;2;3;13;0;0;5;0;0;0;0;0;0
2019-11-26 01:15:00;1;1;6;0;0;3;0;0;0;0;0;0
2019-11-26 01:30:00;1;2;5;0;0;0;0;0;0;0;0;0
2019-11-26 01:45:00;0;2;11;0;0;1;0;0;0;0;0;0
2019-11-26 02:00:00;0;2;7;0;0;2;0;0;0;0;0;0
2019-11-26 02:15:00;2;2;6;0;0;0;0;0;0;0;0;0
2019-11-26 02:30:00;1;5;5;0;0;1;0;0;0;0;0;0
2019-11-26 02:45:00;1;4;6;0;0;1;0;0;0;0;0;0
2019-11-26 03:00:00;0;1;3;0;0;0;0;0;0;0;0;0
2019-11-26 03:15:00;0;1;5;2;0;3;0;0;0;0;0;0
2019-11-26 03:30:00;1;2;5;2;0;3;0;0;0;0;0;0
2019-11-26 03:45:00;2;2;5;0;0;1;0;0;0;0;0;0
2019-11-26 04:00:00;0;1;5;0;0;1;0;0;0;0;0;0
2019-11-26 04:15:00;1;0;6;0;0;1;0;0;0;0;0;0
2019-11-26 04:30:00;1;3;3;0;0;0;0;0;0;0;0;0
2019-11-26 04:45:00;4;4;6;0;0;3;0;0;0;0;0;0
2019-11-26 05:00:00;5;6;10;0;0;4;1;0;0;0;0;0
2019-11-26 05:15:00;5;7;8;1;0;2;0;0;0;0;0;0
2019-11-26 05:30:00;9;10;12;0;3;4;1;0;0;0;0;0
2019-11-26 05:45:00;16;16;23;2;4;15;0;0;0;0;0;0
2019-11-26 06:00:00;10;26;39;3;8;18;0;0;0;0;0;0
2019-11-26 06:15:00;24;33;64;8;6;37;0;0;0;0;0;0
2019-11-26 06:30:00;29;35;54;16;9;39;0;0;0;0;0;0
2019-11-26 06:45:00;36;53;71;28;7;39;1;0;0;0;0;0
2019-11-26 07:00:00;48;74;80;48;9;52;0;0;0;0;0;0
2019-11-26 07:15:00;61;133;102;68;8;48;0;0;0;0;0;0
2019-11-26 07:30:00;85;154;117;86;15;79;0;9;0;0;0;0
2019-11-26 07:45:00;90;152;145;58;11;99;2;0;0;0;0;0
2019-11-26 08:00:00;85;112;126;35;10;61;0;1;0;0;0;0
2019-11-26 08:15:00;54;83;120;26;9;58;1;0;0;0;0;0
2019-11-26 08:30:00;54;62;100;25;9;64;0;0;1;0;0;0
2019-11-26 08:45:00;45;64;87;16;6;60;0;0;5;0;0;0
2019-11-26 11:45:00;14;19;28;6;5;18;1;0;0;0;0;0
2019-11-26 12:00:00;27;53;93;23;6;71;0;0;1;0;0;0
2019-11-26 12:15:00;25;45;111;29;7;81;0;0;0;0;0;0
2019-11-26 12:30:00;27;39;71;17;8;54;0;0;1;0;0;0
2019-11-26 12:45:00;45;61;68;47;7;57;0;0;5;0;0;0
2019-11-26 13:00:00;40;51;99;41;4;64;0;0;0;0;0;0
2019-11-26 13:15:00;27;52;78;31;17;56;0;0;0;0;0;0
2019-11-26 13:30:00;49;49;106;15;8;80;0;5;1;0;0;0
2019-11-26 13:45:00;40;45;91;25;7;73;0;0;0;0;0;0
2019-11-26 14:00:00;35;58;97;32;8;77;0;0;0;0;0;0
2019-11-26 14:15:00;38;49;104;44;6;76;0;0;57;0;0;0
2019-11-26 14:30:00;34;54;108;35;10;95;0;0;0;0;0;0
2019-11-26 14:45:00;31;57;92;37;8;102;0;0;0;0;0;0
2019-11-26 15:00:00;39;55;120;62;10;90;1;0;5;0;0;0
2019-11-26 15:15:00;40;59;94;30;7;84;2;0;0;0;0;0
2019-11-26 15:30:00;36;58;114;56;11;111;1;0;1;1;0;0
2019-11-26 15:45:00;53;61;138;72;8;116;1;0;0;0;0;0
2019-11-26 16:00:00;41;61;149;72;13;146;1;0;0;0;0;0
2019-11-26 16:15:00;53;60;172;39;7;161;0;0;0;0;0;0
2019-11-26 16:30:00;45;66;141;51;9;129;0;0;5;1;0;0
2019-11-26 16:45:00;42;62;131;39;5;135;0;0;0;0;0;0
2019-11-26 17:00:00;52;64;101;51;11;139;1;0;6;0;0;0
2019-11-26 17:15:00;56;65;97;51;7;135;0;0;1;0;0;0
2019-11-26 17:30:00;50;51;152;33;10;135;8;1;1;0;0;0
2019-11-26 17:45:00;49;66;138;49;6;119;0;0;0;0;0;0
2019-11-26 18:00:00;61;61;133;37;11;101;0;0;1;0;0;0
2019-11-26 18:15:00;48;58;121;32;5;85;1;2;0;0;0;0
2019-11-26 18:30:00;47;63;109;27;10;74;0;0;6;0;0;0
2019-11-26 18:45:00;39;51;85;28;8;57;0;0;0;0;0;0
2019-11-26 19:00:00;32;43;87;24;7;56;1;0;2;0;0;0
2019-11-26 19:15:00;30;43;75;18;9;54;0;0;0;0;0;0
2019-11-26 19:30:00;21;28;65;25;7;42;0;0;0;0;0;0
2019-11-26 19:45:00;21;28;68;12;3;47;0;0;2;0;0;0
2019-11-26 20:00:00;12;19;47;8;6;36;0;2;0;0;0;0
2019-11-26 20:15:00;12;23;58;16;5;30;0;0;0;0;0;0
2019-11-26 20:30:00;11;21;40;18;6;21;0;0;0;0;0;0
2019-11-26 20:45:00;11;14;38;25;2;19;0;0;0;0;0;0
2019-11-26 21:00:00;8;13;47;33;5;29;0;0;0;0;0;0
2019-11-26 21:15:00;7;15;52;25;1;27;1;0;0;0;0;0
2019-11-26 21:30:00;7;7;42;9;1;29;0;0;0;0;0;0
2019-11-26 21:45:00;12;11;64;4;1;54;0;0;0;0;0;0
2019-11-26 22:00:00;5;14;84;19;4;68;0;0;0;0;0;0
2019-11-26 22:15:00;4;6;39;6;2;28;0;0;0;0;0;0
2019-11-26 22:30:00;6;10;41;2;3;33;0;0;0;0;0;0
2019-11-26 22:45:00;8;10;31;3;1;22;0;0;0;0;0;0
2019-11-26 23:00:00;6;9;25;1;4;21;0;0;0;0;0;0
2019-11-26 23:15:00;3;10;24;0;1;17;0;0;0;0;0;0
2019-11-26 23:30:00;3;8;18;1;1;11;0;0;0;0;0;0
