DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2019-09-09 00:00:00;22;5;0;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:15:00;34;19;0;11;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:30:00;14;3;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:45:00;19;8;0;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:00:00;15;10;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:15:00;17;11;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:30:00;10;5;0;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:45:00;11;5;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:00:00;14;6;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:15:00;7;2;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:30:00;15;10;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:45:00;7;5;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:00:00;12;5;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:15:00;10;8;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:30:00;13;8;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:45:00;9;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:00:00;12;6;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:15:00;13;9;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:30:00;28;14;0;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:45:00;44;27;0;10;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 05:00:00;76;67;1;10;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 05:15:00;120;107;0;23;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 05:30:00;140;119;0;23;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 05:45:00;91;97;0;17;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 06:00:00;121;125;0;50;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 06:15:00;127;141;0;42;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 06:30:00;177;197;0;63;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 06:45:00;157;151;0;62;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 07:00:00;188;202;2;74;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 07:15:00;167;185;2;99;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
