DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2019-12-27 00:00:00;1;5;1;0;0;9;0;0;8;0;0;1;0;0;0;0;0
2019-12-27 00:15:00;2;7;5;1;1;7;2;0;8;2;2;1;0;0;0;0;0
2019-12-27 00:30:00;0;8;3;0;2;5;1;1;5;0;0;0;0;0;0;0;0
2019-12-27 00:45:00;0;6;7;1;1;2;1;1;3;0;0;0;0;0;0;0;0
2019-12-27 01:00:00;2;5;5;29;1;7;1;1;7;1;2;0;0;0;0;0;0
2019-12-27 01:15:00;0;2;2;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2019-12-27 01:30:00;1;1;0;0;0;7;0;0;8;0;0;0;0;0;0;0;0
2019-12-27 01:45:00;0;3;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2019-12-27 02:00:00;0;3;1;0;0;8;0;0;6;0;0;0;0;0;0;0;0
2019-12-27 02:15:00;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2019-12-27 02:30:00;0;6;7;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2019-12-27 02:45:00;0;2;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2019-12-27 03:00:00;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2019-12-27 03:15:00;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2019-12-27 03:30:00;0;2;0;0;0;2;0;0;2;1;1;1;0;0;0;0;0
2019-12-27 03:45:00;0;5;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0
2019-12-27 04:00:00;1;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2019-12-27 04:15:00;0;4;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2019-12-27 04:30:00;0;2;0;0;0;6;0;0;5;1;0;0;0;0;0;0;0
2019-12-27 04:45:00;0;2;1;0;0;5;0;0;4;1;0;1;0;0;0;0;0
2019-12-27 05:00:00;0;6;3;0;0;6;0;0;7;0;0;0;0;0;0;0;0
2019-12-27 05:15:00;2;7;4;1;0;11;1;0;14;0;0;1;0;0;0;0;0
2019-12-27 05:30:00;0;15;5;1;1;19;2;0;18;1;2;5;0;0;0;0;0
2019-12-27 05:45:00;7;17;11;0;0;19;0;0;18;0;0;1;0;0;0;0;0
2019-12-27 06:00:00;1;16;6;4;3;18;4;0;18;2;1;0;0;0;0;0;0
2019-12-27 06:15:00;1;14;3;0;0;27;0;0;24;1;2;2;0;0;0;0;0
2019-12-27 06:30:00;1;18;3;0;1;22;1;1;28;0;3;3;0;0;0;0;0
2019-12-27 06:45:00;2;20;8;1;1;36;2;0;39;0;1;0;0;0;0;0;0
2019-12-27 07:00:00;2;11;5;1;2;39;2;1;43;2;1;1;0;0;0;0;0
2019-12-27 07:15:00;2;33;23;1;3;50;1;3;52;4;1;0;0;0;0;0;0
2019-12-27 07:30:00;2;28;11;2;0;41;3;0;41;2;1;1;0;0;0;0;0
2019-12-27 07:45:00;1;26;15;3;2;41;3;1;39;3;5;4;0;0;0;0;0
2019-12-27 08:00:00;2;25;16;1;1;58;1;1;58;3;5;2;0;0;0;0;0
2019-12-27 08:15:00;3;30;12;3;1;45;3;1;40;5;4;4;0;0;0;0;0
2019-12-27 08:30:00;4;41;18;1;0;60;2;0;62;2;1;4;0;0;0;0;0
2019-12-27 08:45:00;3;40;20;1;0;43;1;0;43;2;2;2;0;0;0;0;0
2019-12-27 09:00:00;5;49;25;1;0;42;2;2;41;1;0;5;0;0;0;0;0
2019-12-27 09:15:00;4;42;22;7;3;59;12;0;54;12;3;5;4;0;0;0;0
2019-12-27 09:30:00;5;68;22;5;2;60;6;3;65;2;5;14;0;0;0;0;0
2019-12-27 09:45:00;3;60;37;5;1;56;8;1;53;4;4;9;0;0;0;0;0
2019-12-27 10:00:00;5;73;46;8;3;62;259;3;62;4;8;8;2;0;0;0;0
2019-12-27 10:15:00;6;60;42;0;0;68;3;0;63;4;5;7;0;0;0;0;0
2019-12-27 10:30:00;4;69;48;1;3;66;8;2;61;3;6;2;0;0;0;0;0
2019-12-27 10:45:00;8;83;58;4;5;67;8;2;75;5;4;7;0;0;0;0;0
2019-12-27 11:00:00;6;73;44;3;0;71;3;1;68;3;5;3;5;0;0;0;0
2019-12-27 11:15:00;12;97;56;4;2;66;5;2;78;7;7;8;3;0;0;0;0
2019-12-27 11:30:00;8;91;62;6;4;64;5;3;72;4;4;7;0;0;0;0;0
2019-12-27 11:45:00;9;104;55;4;2;62;8;2;65;5;7;7;1;0;0;0;0
2019-12-27 12:00:00;10;84;76;4;39;65;5;1;65;3;10;9;0;0;0;0;0
2019-12-27 12:15:00;5;82;58;3;1;59;6;1;64;3;7;4;0;0;0;0;0
2019-12-27 12:30:00;10;90;64;6;5;66;7;4;70;6;9;7;0;0;0;0;0
2019-12-27 12:45:00;8;94;56;5;2;54;5;0;58;3;8;9;0;0;0;0;0
2019-12-27 13:00:00;13;84;59;7;3;60;8;1;64;6;11;6;2;0;0;0;0
2019-12-27 13:15:00;9;98;46;6;4;68;4;4;70;5;8;7;1;0;0;0;0
2019-12-27 13:30:00;6;96;61;1;2;81;1;1;83;3;6;8;3;0;0;0;0
2019-12-27 13:45:00;7;79;72;6;1;69;16;2;80;6;9;8;1;0;0;0;0
