DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-07-30 00:00:00;31;2;3;0;3;1;11;0;0;0
2020-07-30 00:15:00;29;1;2;0;6;0;8;0;0;0
2020-07-30 00:30:00;42;2;1;0;3;4;8;0;0;0
2020-07-30 00:45:00;36;3;1;0;1;1;8;0;0;0
2020-07-30 01:00:00;38;3;2;0;5;6;4;0;0;0
2020-07-30 01:15:00;27;3;2;0;2;1;2;0;0;0
2020-07-30 01:30:00;27;4;1;0;7;1;6;0;0;0
2020-07-30 01:45:00;20;1;0;0;3;5;8;0;0;0
2020-07-30 02:00:00;22;5;1;0;0;3;2;0;0;0
2020-07-30 02:15:00;31;4;1;0;2;2;1;0;0;0
2020-07-30 02:30:00;34;2;1;0;2;2;7;0;0;0
2020-07-30 02:45:00;31;2;2;0;2;2;5;0;0;0
2020-07-30 03:00:00;36;1;0;0;2;2;5;0;0;0
2020-07-30 03:15:00;31;2;1;0;0;3;12;0;0;0
2020-07-30 03:30:00;49;3;0;0;1;3;4;0;0;0
2020-07-30 03:45:00;37;1;0;0;2;3;2;0;0;0
2020-07-30 04:00:00;46;2;3;0;3;1;12;0;0;0
2020-07-30 04:15:00;42;4;0;0;3;2;8;0;0;0
2020-07-30 04:30:00;57;2;1;0;1;0;6;0;0;0
2020-07-30 04:45:00;38;9;2;0;4;5;24;0;0;0
2020-07-30 05:00:00;47;13;27;0;6;16;20;0;0;0
2020-07-30 05:15:00;57;42;71;0;6;27;30;4;0;0
2020-07-30 05:30:00;91;39;46;0;9;23;30;1;0;0
2020-07-30 05:45:00;117;31;39;0;20;19;46;0;0;0
2020-07-30 06:00:00;96;21;26;0;23;20;40;0;0;0
2020-07-30 06:15:00;86;43;46;0;6;13;46;0;0;0
2020-07-30 06:30:00;96;42;60;0;8;27;44;0;0;0
2020-07-30 06:45:00;123;41;52;0;22;18;43;0;1;0
2020-07-30 07:00:00;119;27;45;0;31;20;46;0;0;0
2020-07-30 07:15:00;133;38;50;0;14;20;45;0;0;0
2020-07-30 07:30:00;152;41;62;0;13;26;55;0;1;0
2020-07-30 07:45:00;146;28;45;0;20;17;63;0;0;0
2020-07-30 08:00:00;119;38;47;0;18;19;44;0;1;0
2020-07-30 08:15:00;138;37;42;0;12;22;59;0;1;0
2020-07-30 08:30:00;121;36;44;0;20;20;41;2;0;0
2020-07-30 08:45:00;122;16;30;0;8;13;45;2;0;0
2020-07-30 09:00:00;151;24;25;0;18;12;47;0;0;0
2020-07-30 09:15:00;158;25;39;0;17;17;57;0;0;0
2020-07-30 09:30:00;144;36;31;0;17;17;55;0;0;0
2020-07-30 09:45:00;161;21;30;0;22;11;57;0;0;0
2020-07-30 10:00:00;126;21;20;0;19;21;66;0;0;0
2020-07-30 10:15:00;124;22;23;0;22;12;62;0;0;0
2020-07-30 10:30:00;123;25;19;0;16;14;71;0;0;0
2020-07-30 10:45:00;105;18;21;0;27;22;61;0;0;0
2020-07-30 11:00:00;127;29;28;0;21;15;74;0;0;0
2020-07-30 11:15:00;107;22;24;0;20;18;62;0;0;0
2020-07-30 11:30:00;128;21;22;0;27;16;70;0;0;0
2020-07-30 11:45:00;120;22;15;0;32;19;76;1;1;0
2020-07-30 12:00:00;115;21;31;0;18;14;45;1;0;0
2020-07-30 12:15:00;124;20;25;0;19;7;74;0;0;0
2020-07-30 12:30:00;97;16;18;0;15;18;76;0;0;0
2020-07-30 12:45:00;120;26;28;0;20;16;66;1;0;0
2020-07-30 13:00:00;118;33;45;0;12;26;65;1;0;0
2020-07-30 13:15:00;101;34;46;0;19;17;63;1;0;0
2020-07-30 13:30:00;132;49;55;0;25;25;52;0;0;0
2020-07-30 13:45:00;157;48;45;0;24;22;49;1;0;0
2020-07-30 14:00:00;158;32;33;0;51;12;52;1;0;0
2020-07-30 14:15:00;181;38;42;0;35;17;41;1;1;0
2020-07-30 14:30:00;180;25;17;0;32;19;63;0;0;0
2020-07-30 14:45:00;119;22;19;0;27;23;39;0;0;0
2020-07-30 15:00:00;152;32;35;0;33;10;45;0;0;0
2020-07-30 15:15:00;157;24;38;0;32;7;47;0;0;0
2020-07-30 15:30:00;156;18;19;0;23;17;50;0;0;0
2020-07-30 15:45:00;149;28;33;0;30;9;38;0;0;0
2020-07-30 16:00:00;140;25;27;0;32;2;58;0;0;0
2020-07-30 16:15:00;164;24;36;0;26;15;44;6;0;0
2020-07-30 16:30:00;171;38;33;0;26;13;55;0;0;0
2020-07-30 16:45:00;158;29;36;0;20;11;41;0;1;0
2020-07-30 17:00:00;147;32;29;0;30;17;35;0;0;0
