DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-07-10 00:00:00;6;4;0;1;1;3;0;0;0;0;0;0;0;0;0
2020-07-10 00:15:00;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-10 00:30:00;7;5;0;5;5;2;0;5;5;0;0;0;0;0;0
2020-07-10 00:45:00;3;3;0;2;2;2;0;1;1;0;0;0;0;0;0
2020-07-10 01:00:00;4;4;0;3;3;2;0;1;1;0;0;0;0;0;0
2020-07-10 01:15:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-10 01:30:00;3;0;0;0;0;3;0;1;1;0;0;0;0;0;0
2020-07-10 01:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10 02:00:00;2;3;0;1;1;3;0;2;2;0;0;0;0;0;0
2020-07-10 02:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10 02:30:00;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0
2020-07-10 02:45:00;5;3;0;1;1;3;0;1;1;0;0;0;0;0;0
2020-07-10 03:00:00;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-07-10 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10 03:30:00;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-10 03:45:00;3;1;0;1;1;1;0;2;1;0;0;0;0;0;0
2020-07-10 04:00:00;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-07-10 04:15:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10 04:30:00;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-10 04:45:00;2;3;0;3;3;4;0;6;6;0;0;0;0;0;0
2020-07-10 05:00:00;6;5;0;4;4;16;0;4;5;0;0;0;0;0;0
2020-07-10 05:15:00;27;4;0;6;6;21;0;9;9;0;0;0;0;0;0
2020-07-10 05:30:00;32;18;1;19;16;18;0;15;16;0;0;0;0;0;0
2020-07-10 05:45:00;52;23;0;20;19;27;0;10;10;0;0;0;0;0;0
2020-07-10 06:00:00;45;20;1;23;21;27;0;10;13;0;0;0;0;0;0
2020-07-10 06:15:00;42;15;3;14;14;30;0;10;9;0;0;0;0;0;0
2020-07-10 06:30:00;41;34;0;34;29;35;0;26;26;0;0;0;0;0;0
2020-07-10 06:45:00;44;28;1;27;25;30;0;20;18;1;1;1;0;1;0
2020-07-10 07:00:00;53;44;1;39;36;38;0;17;20;0;0;4;0;0;0
2020-07-10 07:15:00;36;33;2;28;24;36;0;39;25;0;0;0;0;0;0
2020-07-10 07:30:00;58;49;4;45;37;53;0;23;22;0;0;0;16;0;0
2020-07-10 07:45:00;51;59;1;55;40;31;0;25;25;1;0;17;0;0;0
2020-07-10 08:00:00;46;33;2;32;27;27;0;22;35;6;2;21;14;2;0
2020-07-10 08:15:00;38;46;3;43;34;23;0;24;20;0;2;0;0;0;0
2020-07-10 08:30:00;41;49;4;47;39;19;0;18;18;0;0;0;0;0;0
2020-07-10 08:45:00;39;29;2;27;26;24;0;10;14;1;0;0;0;0;0
2020-07-10 09:00:00;44;43;2;44;29;16;0;20;17;0;0;0;0;0;0
2020-07-10 09:15:00;43;29;4;29;26;27;0;23;20;0;1;1;0;0;1
2020-07-10 09:30:00;52;31;3;30;26;17;0;19;22;0;1;0;1;0;0
2020-07-10 09:45:00;53;38;0;39;35;29;0;19;16;3;0;0;0;1;0
2020-07-10 10:00:00;52;36;4;35;28;14;0;20;17;0;0;0;0;0;0
2020-07-10 10:15:00;64;35;10;34;30;28;0;14;22;0;0;0;0;0;0
2020-07-10 10:30:00;59;31;2;26;19;24;0;27;20;0;1;0;37;0;0
2020-07-10 10:45:00;52;35;3;33;28;23;0;21;24;0;0;0;0;0;0
2020-07-10 11:00:00;57;30;2;33;29;22;0;29;26;0;0;0;0;0;0
2020-07-10 11:15:00;63;36;3;35;30;24;0;26;33;0;1;1;0;13;0
2020-07-10 11:30:00;72;40;4;37;32;32;0;19;28;3;2;7;0;0;0
2020-07-10 11:45:00;67;30;0;27;25;27;0;32;30;0;0;0;0;0;0
2020-07-10 12:00:00;75;38;3;36;32;26;0;22;27;0;1;0;0;0;0
2020-07-10 12:15:00;74;35;2;35;27;21;0;33;23;1;0;0;0;0;0
2020-07-10 12:30:00;56;34;0;33;28;23;0;26;27;0;0;0;0;0;0
2020-07-10 12:45:00;66;46;1;45;39;35;0;29;21;0;0;0;0;0;0
2020-07-10 13:00:00;79;32;2;27;24;33;0;30;24;2;1;0;0;0;0
2020-07-10 13:15:00;82;43;1;34;32;33;0;24;25;0;0;0;0;1;0
2020-07-10 13:30:00;64;35;2;33;26;32;0;23;23;2;1;0;0;0;0
2020-07-10 13:45:00;71;40;7;38;32;26;0;18;15;0;0;1;0;0;0
2020-07-10 14:00:00;89;50;1;47;37;30;0;31;26;1;0;0;0;0;0
2020-07-10 14:15:00;73;37;0;37;48;23;0;29;22;0;0;0;0;0;0
2020-07-10 14:30:00;73;48;2;46;48;42;0;22;17;0;0;0;0;0;0
2020-07-10 14:45:00;72;56;3;51;46;34;0;21;21;0;1;0;0;3;0
2020-07-10 15:00:00;85;44;1;44;37;29;0;17;19;0;0;0;0;0;0
2020-07-10 15:15:00;75;37;3;33;27;30;0;23;20;0;0;0;0;0;0
2020-07-10 15:30:00;68;43;3;38;32;35;0;20;17;2;1;0;0;0;0
2020-07-10 15:45:00;81;40;0;35;30;40;0;33;26;0;0;0;0;0;0
2020-07-10 16:00:00;79;59;0;54;36;30;0;18;16;0;0;0;0;0;0
2020-07-10 16:15:00;74;29;0;26;25;22;0;25;18;0;0;0;0;0;0
2020-07-10 16:30:00;64;37;2;35;31;36;0;21;20;0;0;0;0;0;0
2020-07-10 16:45:00;58;31;1;30;28;38;0;23;18;4;0;0;0;0;0
2020-07-10 17:00:00;68;36;1;34;32;29;0;21;19;0;0;0;0;0;0
2020-07-10 17:15:00;59;34;3;30;28;25;0;17;14;0;0;0;0;0;0
2020-07-10 17:30:00;72;39;1;34;29;24;0;26;22;2;1;0;0;0;0
2020-07-10 17:45:00;64;39;3;35;38;31;0;16;17;2;0;0;0;0;0
2020-07-10 18:00:00;71;36;1;32;31;33;0;24;23;1;0;0;0;0;0
2020-07-10 18:15:00;45;26;0;24;22;19;0;16;13;0;0;0;0;0;0
2020-07-10 18:30:00;49;29;2;27;28;28;0;28;29;1;0;0;0;0;0
2020-07-10 18:45:00;40;31;0;29;29;24;0;21;17;0;1;0;0;1;16
2020-07-10 19:00:00;42;39;1;32;32;18;0;8;9;0;0;0;1;0;0
2020-07-10 19:15:00;46;17;2;15;15;19;0;9;8;0;0;1;0;0;0
2020-07-10 19:30:00;45;23;1;17;18;11;0;7;7;1;1;3;0;2;0
2020-07-10 19:45:00;36;24;0;22;20;15;0;6;6;1;1;0;0;0;0
2020-07-10 20:00:00;37;19;1;14;13;11;0;10;11;0;0;0;0;0;0
2020-07-10 20:15:00;40;19;2;14;15;21;0;12;12;1;0;0;0;0;0
2020-07-10 20:30:00;30;18;0;17;16;19;0;12;8;1;0;0;0;0;0
2020-07-10 20:45:00;23;12;0;11;11;10;0;14;17;0;0;0;0;0;0
2020-07-10 21:00:00;31;19;0;17;17;11;0;11;12;0;0;0;0;0;0
2020-07-10 21:15:00;36;16;1;18;16;13;0;10;10;0;0;0;0;0;0
2020-07-10 21:30:00;31;15;0;13;13;17;0;9;9;0;4;0;0;0;0
2020-07-10 21:45:00;27;15;0;12;10;7;0;7;6;0;0;0;0;0;0
2020-07-10 22:00:00;35;13;0;9;11;18;0;9;9;0;0;0;0;0;0
2020-07-10 22:15:00;27;13;0;10;11;7;0;2;3;0;2;0;0;0;0
2020-07-10 22:30:00;32;14;0;8;8;11;0;4;3;0;0;0;0;0;0
2020-07-10 22:45:00;23;8;0;7;7;5;0;11;9;0;0;0;0;0;0
2020-07-10 23:00:00;27;11;1;8;7;6;0;9;7;0;0;0;0;0;0
2020-07-10 23:15:00;19;9;0;6;6;5;0;5;5;0;0;0;0;0;0
2020-07-10 23:30:00;23;11;0;7;7;6;0;3;3;0;0;0;0;0;0
2020-07-10 23:45:00;20;9;0;3;3;3;0;3;2;0;0;0;0;0;0
