DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-11-06 00:00:00;1;4;2;0;1;5;0;0
2020-11-06 00:15:00;3;2;0;0;1;4;0;0
2020-11-06 00:30:00;4;3;1;0;5;1;0;0
2020-11-06 00:45:00;0;2;0;0;2;3;0;0
2020-11-06 01:00:00;4;3;0;0;3;4;0;0
2020-11-06 01:15:00;1;3;0;0;2;4;0;0
2020-11-06 01:30:00;0;1;0;0;3;0;0;0
2020-11-06 01:45:00;3;3;0;0;4;2;0;0
2020-11-06 02:00:00;2;3;0;0;1;2;0;0
2020-11-06 02:15:00;1;3;0;0;1;1;0;0
2020-11-06 02:30:00;1;1;0;0;1;1;0;0
2020-11-06 02:45:00;3;3;1;0;1;2;0;0
2020-11-06 03:00:00;1;1;0;0;3;0;0;0
2020-11-06 03:15:00;4;4;0;0;0;4;0;0
2020-11-06 03:30:00;2;0;0;0;1;2;0;0
2020-11-06 03:45:00;1;2;0;0;4;2;0;0
2020-11-06 04:00:00;2;2;0;0;1;3;0;0
2020-11-06 04:15:00;4;1;0;0;4;6;0;0
2020-11-06 04:30:00;3;6;0;0;7;6;0;0
2020-11-06 04:45:00;7;2;0;0;20;18;2;0
2020-11-06 05:00:00;5;19;1;0;35;53;15;2
2020-11-06 05:15:00;13;27;3;0;95;121;16;1
2020-11-06 05:30:00;27;48;5;0;95;101;17;5
2020-11-06 05:45:00;70;119;8;0;68;54;6;13
2020-11-06 06:00:00;82;125;1;0;42;31;6;17
2020-11-06 06:15:00;44;66;4;0;53;38;4;17
2020-11-06 06:30:00;30;71;2;0;58;53;31;2
2020-11-06 06:45:00;26;69;0;0;54;36;13;0
2020-11-06 07:00:00;19;30;4;0;39;44;10;0
2020-11-06 07:15:00;22;44;5;0;31;40;5;3
2020-11-06 07:30:00;30;59;4;0;40;41;18;0
2020-11-06 07:45:00;21;38;5;0;49;36;13;0
2020-11-06 08:00:00;18;45;7;0;38;41;6;2
2020-11-06 08:15:00;21;31;5;0;28;26;7;1
2020-11-06 08:30:00;32;37;9;0;35;32;8;1
2020-11-06 08:45:00;35;50;5;0;32;22;2;1
2020-11-06 09:00:00;22;31;8;0;27;31;1;1
2020-11-06 09:15:00;23;36;8;0;28;25;0;0
2020-11-06 09:30:00;27;35;13;0;38;19;9;0
2020-11-06 09:45:00;29;57;9;0;35;21;4;2
2020-11-06 10:00:00;20;36;7;0;22;23;1;4
2020-11-06 10:15:00;22;34;10;0;27;25;3;0
2020-11-06 10:30:00;25;44;11;0;38;18;1;5
2020-11-06 10:45:00;31;32;5;0;32;26;6;7
2020-11-06 11:00:00;21;47;4;0;34;29;0;5
2020-11-06 11:15:00;23;30;6;0;47;30;0;2
2020-11-06 11:30:00;21;50;6;0;39;30;4;10
2020-11-06 11:45:00;27;52;8;0;25;25;1;8
2020-11-06 12:00:00;36;60;6;0;50;30;0;12
2020-11-06 12:15:00;31;58;8;0;35;35;2;5
2020-11-06 12:30:00;38;52;8;0;47;35;9;11
2020-11-06 12:45:00;51;50;10;0;44;44;1;28
2020-11-06 13:00:00;35;48;8;0;60;62;18;5
2020-11-06 13:15:00;40;57;9;0;76;79;17;7
2020-11-06 13:30:00;47;54;6;0;70;97;7;17
2020-11-06 13:45:00;62;76;14;0;88;99;15;5
2020-11-06 14:00:00;95;103;9;0;79;79;5;25
2020-11-06 14:15:00;114;170;12;0;56;44;0;28
2020-11-06 14:30:00;102;136;8;0;70;41;0;19
2020-11-06 14:45:00;54;63;6;0;45;36;0;20
2020-11-06 15:00:00;44;73;7;0;66;37;0;15
2020-11-06 15:15:00;40;45;7;0;76;48;0;17
2020-11-06 15:30:00;34;47;7;0;40;44;6;9
2020-11-06 15:45:00;29;40;9;0;40;24;1;6
2020-11-06 16:00:00;32;35;6;0;36;30;0;6
2020-11-06 16:15:00;35;45;6;0;45;28;0;8
2020-11-06 16:30:00;27;44;7;0;43;26;0;3
2020-11-06 16:45:00;28;37;6;0;38;26;0;4
2020-11-06 17:00:00;28;44;3;0;46;24;0;3
2020-11-06 17:15:00;32;32;5;0;40;20;0;2
2020-11-06 17:30:00;25;40;3;0;35;21;1;5
2020-11-06 17:45:00;26;29;6;0;25;18;0;1
2020-11-06 18:00:00;12;24;8;0;30;17;0;0
2020-11-06 18:15:00;18;28;14;0;27;16;0;0
2020-11-06 18:30:00;20;19;3;0;23;15;0;1
2020-11-06 18:45:00;20;23;2;0;23;13;0;0
2020-11-06 19:00:00;14;13;1;0;22;11;0;0
2020-11-06 19:15:00;12;19;1;0;10;10;1;5
2020-11-06 19:30:00;13;16;2;0;18;16;0;0
2020-11-06 19:45:00;12;28;2;0;10;10;0;0
2020-11-06 20:00:00;13;15;1;0;14;13;0;0
2020-11-06 20:15:00;16;17;4;0;19;12;0;1
2020-11-06 20:30:00;9;12;2;0;15;25;2;0
2020-11-06 20:45:00;11;19;2;0;28;38;10;4
2020-11-06 21:00:00;7;23;3;0;49;66;18;2
2020-11-06 21:15:00;13;18;4;0;57;80;22;2
2020-11-06 21:30:00;19;21;4;0;31;71;18;18
2020-11-06 21:45:00;45;75;7;0;27;28;3;31
2020-11-06 22:00:00;65;88;5;0;33;33;0;19
2020-11-06 22:15:00;17;32;2;0;11;6;4;2
2020-11-06 22:30:00;9;7;2;0;5;7;0;0
2020-11-06 22:45:00;4;12;1;0;4;7;0;0
2020-11-06 23:00:00;7;8;0;0;2;2;0;1
2020-11-06 23:15:00;7;7;0;0;4;7;0;0
2020-11-06 23:30:00;4;7;0;0;0;4;0;0
2020-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
