DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-01-13 00:00:00;12;6;0;0;0;6;1;0;0
2020-01-13 00:15:00;10;4;0;0;0;11;10;0;0
2020-01-13 00:30:00;8;2;0;0;0;6;3;0;0
2020-01-13 00:45:00;12;3;0;0;0;12;6;0;2
2020-01-13 01:00:00;7;3;0;0;0;2;2;0;0
2020-01-13 01:15:00;4;4;0;0;0;11;5;0;0
2020-01-13 01:30:00;3;4;0;0;0;8;3;0;0
2020-01-13 01:45:00;10;7;0;0;0;3;1;0;0
2020-01-13 02:00:00;5;2;0;0;0;2;5;0;0
2020-01-13 02:15:00;9;3;0;0;0;7;1;0;0
2020-01-13 02:30:00;10;1;0;0;0;6;6;0;0
2020-01-13 02:45:00;8;3;0;0;0;7;0;0;0
2020-01-13 03:00:00;4;3;1;0;0;9;2;0;0
2020-01-13 03:15:00;1;5;0;0;0;4;0;0;0
2020-01-13 03:30:00;3;2;0;0;0;7;6;0;0
2020-01-13 03:45:00;7;5;0;0;0;6;3;0;0
2020-01-13 04:00:00;9;1;1;0;0;13;4;0;0
2020-01-13 04:15:00;20;7;0;0;0;13;8;0;0
2020-01-13 04:30:00;22;8;0;0;0;31;14;0;0
2020-01-13 04:45:00;31;22;2;0;0;71;32;0;2
2020-01-13 05:00:00;38;21;0;0;0;90;57;0;0
2020-01-13 05:15:00;55;38;2;1;3;196;146;0;6
2020-01-13 05:30:00;47;68;1;0;2;178;133;0;6
2020-01-13 05:45:00;65;46;3;0;3;189;151;0;4
2020-01-13 06:00:00;87;93;0;0;2;183;152;0;5
2020-01-13 06:15:00;91;88;5;0;4;248;205;0;10
2020-01-13 06:30:00;82;84;2;6;10;269;239;0;7
2020-01-13 06:45:00;87;107;8;2;10;203;240;24;13
2020-01-13 07:00:00;75;76;4;14;13;237;252;1;17
2020-01-13 07:15:00;98;97;10;10;12;227;261;1;20
2020-01-13 07:30:00;103;119;3;11;12;263;280;1;14
2020-01-13 07:45:00;131;144;8;13;13;233;254;18;6
2020-01-13 08:00:00;116;112;6;14;20;226;260;3;4
2020-01-13 08:15:00;100;121;8;14;15;230;249;10;5
2020-01-13 08:30:00;111;106;4;13;9;189;204;21;4
2020-01-13 08:45:00;85;93;10;13;20;177;211;3;1
2020-01-13 09:00:00;120;77;7;14;10;130;159;10;6
2020-01-13 09:15:00;183;73;6;16;23;151;181;7;4
2020-01-13 09:30:00;163;75;9;24;14;121;151;1;3
2020-01-13 09:45:00;169;81;17;22;17;138;175;7;1
2020-01-13 10:00:00;160;77;13;22;14;111;131;9;0
2020-01-13 10:15:00;174;91;16;25;13;102;139;5;0
2020-01-13 10:30:00;176;91;12;29;21;125;135;5;2
2020-01-13 10:45:00;158;84;15;21;16;87;119;13;0
2020-01-13 11:00:00;190;111;25;20;20;102;126;5;0
2020-01-13 11:15:00;147;125;15;35;16;106;127;2;3
2020-01-13 11:30:00;142;144;14;31;14;103;133;3;2
2020-01-13 11:45:00;125;118;14;34;21;133;154;5;0
2020-01-13 12:00:00;139;170;8;40;14;122;127;6;0
2020-01-13 12:15:00;143;173;17;26;28;124;135;6;0
2020-01-13 12:30:00;125;141;9;25;15;105;115;11;0
2020-01-13 12:45:00;131;181;9;25;26;118;138;6;1
2020-01-13 13:00:00;145;175;9;26;21;138;156;21;0
2020-01-13 13:15:00;160;180;21;24;17;186;192;87;1
2020-01-13 13:30:00;156;176;14;25;17;184;183;13;3
2020-01-13 13:45:00;144;168;13;21;21;152;157;8;4
2020-01-13 14:00:00;195;221;13;22;9;132;155;9;0
2020-01-13 14:15:00;268;274;14;19;11;128;124;11;2
2020-01-13 14:30:00;255;249;16;28;15;122;162;12;2
2020-01-13 14:45:00;209;236;16;27;19;100;150;5;2
2020-01-13 15:00:00;222;233;13;28;17;116;139;11;3
2020-01-13 15:15:00;234;253;13;22;18;132;154;26;1
2020-01-13 15:30:00;232;250;14;30;16;108;146;6;3
2020-01-13 15:45:00;261;280;20;20;15;126;147;6;1
2020-01-13 16:00:00;260;270;10;35;20;120;152;22;3
2020-01-13 16:15:00;293;279;16;28;19;132;135;6;2
2020-01-13 16:30:00;269;271;18;27;11;122;154;2;4
2020-01-13 16:45:00;246;241;14;25;15;114;131;8;7
2020-01-13 17:00:00;238;246;6;27;16;139;190;6;7
2020-01-13 17:15:00;248;258;7;21;17;130;156;24;4
2020-01-13 17:30:00;272;273;16;14;12;120;144;8;5
2020-01-13 17:45:00;214;242;15;24;11;120;133;2;4
2020-01-13 18:00:00;210;222;10;25;20;109;144;4;1
2020-01-13 18:15:00;184;202;5;20;6;115;134;4;2
2020-01-13 18:30:00;165;163;8;20;4;87;113;3;9
2020-01-13 18:45:00;155;156;9;20;6;95;104;16;7
2020-01-13 19:00:00;136;154;2;22;5;80;83;3;2
2020-01-13 19:15:00;103;100;3;10;0;74;76;0;7
2020-01-13 19:30:00;96;97;6;5;2;60;70;0;11
2020-01-13 19:45:00;87;76;1;2;0;67;54;2;2
2020-01-13 20:00:00;92;91;1;1;1;63;53;5;0
2020-01-13 20:15:00;84;78;1;1;1;63;59;0;3
2020-01-13 20:30:00;60;56;1;1;1;56;40;0;5
2020-01-13 20:45:00;58;61;0;1;0;96;51;0;5
2020-01-13 21:00:00;57;51;1;0;0;121;73;0;0
2020-01-13 21:15:00;63;57;1;2;1;146;108;0;0
2020-01-13 21:30:00;58;66;2;2;0;103;70;0;3
2020-01-13 21:45:00;123;112;0;1;1;74;40;0;0
2020-01-13 22:00:00;175;162;1;1;1;48;23;0;3
2020-01-13 22:15:00;121;98;2;0;0;43;32;0;0
2020-01-13 22:30:00;44;38;0;2;1;35;30;0;0
2020-01-13 22:45:00;47;34;0;0;0;29;22;0;0
2020-01-13 23:00:00;23;18;1;0;1;24;10;0;2
2020-01-13 23:15:00;25;14;0;0;0;29;15;0;1
2020-01-13 23:30:00;14;18;1;0;0;14;9;0;0
2020-01-13 23:45:00;13;12;0;1;1;9;10;0;0
