DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-05-12 00:00:00;3;14;0;5;5;1;0;0;1;0;0;0;0;0
2020-05-12 00:15:00;9;10;0;6;7;0;0;1;2;0;0;0;0;0
2020-05-12 00:30:00;6;8;0;6;8;0;0;0;0;0;0;0;0;0
2020-05-12 00:45:00;6;6;0;3;5;0;0;0;0;0;0;0;0;0
2020-05-12 01:00:00;6;9;0;3;2;0;0;1;1;0;0;0;0;0
2020-05-12 01:15:00;2;4;0;2;9;0;0;1;0;0;0;0;0;0
2020-05-12 01:30:00;1;2;0;7;7;1;0;0;0;0;0;0;0;0
2020-05-12 01:45:00;0;4;0;5;6;0;1;0;0;0;0;0;0;0
2020-05-12 02:00:00;3;4;0;5;8;2;0;0;0;0;0;0;0;0
2020-05-12 02:15:00;3;3;0;4;7;1;0;0;0;0;0;0;0;0
2020-05-12 02:30:00;4;2;0;4;3;1;0;0;0;0;0;0;0;0
2020-05-12 02:45:00;5;6;0;4;9;0;1;1;0;0;0;0;0;0
2020-05-12 03:00:00;3;4;0;3;7;2;1;1;0;0;0;0;0;0
2020-05-12 03:15:00;0;6;0;5;4;1;0;0;0;0;0;0;0;0
2020-05-12 03:30:00;3;3;0;1;4;3;0;0;1;0;0;0;0;0
2020-05-12 03:45:00;5;6;0;1;9;1;0;0;0;0;0;0;0;0
2020-05-12 04:00:00;2;9;0;8;6;1;0;0;0;0;0;0;0;0
2020-05-12 04:15:00;5;5;0;9;15;1;1;0;0;0;0;0;0;0
2020-05-12 04:30:00;4;10;0;10;15;2;2;1;0;0;0;0;0;0
2020-05-12 04:45:00;15;20;0;11;19;0;0;0;0;0;1;0;0;0
2020-05-12 05:00:00;19;29;0;29;62;4;0;0;0;0;0;0;0;0
2020-05-12 05:15:00;60;74;0;36;70;6;1;3;0;0;0;0;0;0
2020-05-12 05:30:00;81;94;0;37;52;3;1;2;2;2;0;0;0;0
2020-05-12 05:45:00;71;105;0;18;32;11;0;0;2;0;0;0;0;0
2020-05-12 06:00:00;53;65;0;33;45;9;0;3;1;5;0;0;0;0
2020-05-12 06:15:00;76;126;0;42;68;34;0;7;3;1;0;0;0;0
2020-05-12 06:30:00;125;153;0;46;82;34;2;13;4;5;0;2;0;0
2020-05-12 06:45:00;119;154;1;60;82;45;4;26;4;1;0;0;0;0
2020-05-12 07:00:00;129;165;1;61;77;42;5;17;1;1;0;0;5;0
2020-05-12 07:15:00;127;175;0;51;100;65;17;20;7;25;0;3;0;0
2020-05-12 07:30:00;143;177;0;76;96;89;16;31;6;31;0;0;7;0
2020-05-12 07:45:00;126;166;0;82;98;70;18;23;11;18;4;2;15;0
2020-05-12 08:00:00;116;138;1;56;92;62;11;24;8;17;3;1;0;2
2020-05-12 08:15:00;98;128;0;60;74;68;8;14;10;9;0;0;5;0
2020-05-12 08:30:00;85;126;0;62;84;46;9;20;9;10;0;11;6;0
2020-05-12 08:45:00;104;143;1;75;94;54;9;16;15;11;0;15;0;0
2020-05-12 09:00:00;78;115;1;71;68;42;14;16;7;14;0;6;9;0
2020-05-12 09:15:00;62;110;0;64;81;47;6;27;9;20;1;0;8;1
2020-05-12 09:30:00;89;136;0;67;82;52;12;16;16;13;8;0;2;0
2020-05-12 09:45:00;93;138;1;85;89;48;15;28;11;10;1;0;11;1
2020-05-12 10:00:00;97;153;2;71;93;51;11;20;16;4;1;4;9;0
2020-05-12 10:15:00;76;135;1;80;99;42;12;21;11;4;1;10;1;1
2020-05-12 10:30:00;87;155;3;89;106;55;16;18;11;4;3;2;13;1
2020-05-12 10:45:00;82;155;3;83;107;55;8;14;9;5;7;0;7;11
2020-05-12 11:00:00;87;125;2;78;111;66;18;27;16;5;2;1;2;0
2020-05-12 11:15:00;83;122;1;88;104;55;22;26;17;9;9;8;2;6
2020-05-12 11:30:00;75;125;1;93;112;43;16;33;13;15;1;5;6;7
2020-05-12 11:45:00;85;138;3;95;106;33;19;32;17;1;0;0;13;0
2020-05-12 12:00:00;93;135;3;94;119;41;18;27;11;8;1;0;12;0
2020-05-12 12:15:00;80;127;2;86;102;37;16;22;9;3;2;0;6;1
2020-05-12 12:30:00;100;154;1;101;100;31;14;28;22;3;7;8;2;3
2020-05-12 12:45:00;90;148;2;94;107;61;19;37;12;12;2;1;3;1
2020-05-12 13:00:00;104;155;1;100;114;40;20;33;18;17;5;1;2;3
2020-05-12 13:15:00;90;148;0;86;121;48;13;25;17;9;10;2;14;4
2020-05-12 13:30:00;112;162;1;108;125;50;10;21;9;16;42;12;12;32
2020-05-12 13:45:00;117;158;0;109;136;44;14;17;9;13;2;0;3;2
2020-05-12 14:00:00;115;149;0;116;120;61;15;28;12;6;16;9;4;6
2020-05-12 14:15:00;103;147;0;112;129;47;8;29;18;7;15;5;0;3
2020-05-12 14:30:00;92;124;0;119;118;52;10;22;5;9;3;3;15;7
2020-05-12 14:45:00;87;148;0;124;121;68;9;25;14;15;3;2;15;6
2020-05-12 15:00:00;74;138;0;106;116;59;21;30;18;13;1;2;1;1
2020-05-12 15:15:00;102;150;2;116;130;60;17;34;6;10;5;2;19;4
2020-05-12 15:30:00;83;128;0;112;114;62;20;35;9;7;4;20;2;13
2020-05-12 15:45:00;93;144;2;122;118;73;24;36;11;15;6;33;8;11
2020-05-12 16:00:00;92;152;2;130;114;59;21;43;9;9;7;6;6;3
2020-05-12 16:15:00;126;179;3;114;131;62;16;43;15;11;6;0;3;1
2020-05-12 16:30:00;86;148;0;124;121;74;26;46;11;10;3;11;22;2
2020-05-12 16:45:00;106;149;2;121;121;59;17;34;13;19;8;1;9;23
2020-05-12 17:00:00;104;135;7;109;121;65;22;42;10;8;9;14;7;3
2020-05-12 17:15:00;144;159;2;124;108;76;19;33;16;13;9;10;6;2
2020-05-12 17:30:00;98;138;0;106;125;54;16;33;12;12;3;12;6;11
2020-05-12 17:45:00;105;158;1;122;129;49;18;26;15;8;6;7;10;5
2020-05-12 18:00:00;113;156;1;105;133;40;20;26;10;7;8;14;14;5
2020-05-12 18:15:00;87;125;0;104;114;41;16;32;12;6;5;28;9;2
2020-05-12 18:30:00;87;118;1;86;92;28;9;23;12;5;4;4;14;0
2020-05-12 18:45:00;85;114;0;80;93;37;11;14;11;5;2;5;4;8
2020-05-12 19:00:00;68;109;0;81;93;17;14;26;14;1;4;5;1;1
2020-05-12 19:15:00;73;98;0;63;75;33;5;16;8;3;0;0;0;0
2020-05-12 19:30:00;46;93;0;49;83;34;9;13;11;2;0;5;3;0
2020-05-12 19:45:00;56;74;0;41;57;28;8;17;7;12;2;58;6;2
2020-05-12 20:00:00;56;72;0;53;69;24;7;12;7;7;1;34;3;2
2020-05-12 20:15:00;47;74;0;49;61;18;1;9;8;0;9;1;0;0
2020-05-12 20:30:00;41;70;0;35;48;19;5;9;1;1;0;0;0;0
2020-05-12 20:45:00;37;67;0;34;45;8;7;5;2;0;0;0;2;1
2020-05-12 21:00:00;42;65;0;50;67;13;4;9;2;1;6;0;0;0
2020-05-12 21:15:00;43;81;0;40;53;7;2;10;1;0;0;0;0;0
2020-05-12 21:30:00;39;62;0;24;31;8;5;4;1;0;3;0;0;3
2020-05-12 21:45:00;22;34;0;23;30;10;0;5;2;2;0;0;0;0
2020-05-12 22:00:00;19;35;0;36;47;2;1;6;2;0;0;0;0;0
2020-05-12 22:15:00;16;22;0;19;39;6;2;4;1;0;1;0;0;0
2020-05-12 22:30:00;15;26;1;17;36;8;2;3;2;1;0;0;0;0
2020-05-12 22:45:00;12;14;0;7;25;9;0;3;0;0;0;0;0;0
2020-05-12 23:00:00;8;18;0;14;19;3;2;1;0;0;0;0;0;1
2020-05-12 23:15:00;14;15;0;5;11;5;1;2;0;0;0;0;0;0
2020-05-12 23:30:00;12;9;0;5;9;2;0;1;1;0;0;0;0;0
