DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-02-16 00:00:00;1;7;10;2;7;2;4;7;8;2;0;0;0;0;0;0;0
2020-02-16 00:15:00;4;6;20;9;9;7;9;6;7;0;0;0;0;0;0;0;0
2020-02-16 00:30:00;12;16;20;5;13;4;5;5;6;2;0;0;0;0;0;0;0
2020-02-16 00:45:00;5;5;14;5;7;4;3;3;4;0;0;0;0;0;0;0;0
2020-02-16 01:00:00;1;9;19;8;6;7;6;6;7;0;0;0;0;0;0;0;0
2020-02-16 01:15:00;4;6;12;8;8;6;6;12;13;1;1;0;0;0;0;0;0
2020-02-16 01:30:00;5;6;21;7;14;6;5;7;9;0;0;0;0;0;0;0;0
2020-02-16 01:45:00;7;8;8;3;4;3;6;7;9;1;0;0;0;0;0;0;0
2020-02-16 02:00:00;2;5;7;2;5;0;4;3;3;0;0;0;0;0;0;0;0
2020-02-16 02:15:00;1;4;13;4;3;1;5;2;2;0;0;0;0;0;0;0;0
2020-02-16 02:30:00;1;3;6;5;9;4;3;3;3;0;0;0;0;0;0;0;0
2020-02-16 02:45:00;1;1;10;3;6;3;4;4;6;0;0;0;0;0;0;0;0
2020-02-16 03:00:00;1;2;3;0;3;0;4;3;4;0;0;0;0;0;0;0;0
2020-02-16 03:15:00;2;2;6;1;4;2;4;5;5;0;0;0;0;0;0;0;0
2020-02-16 03:30:00;1;2;2;2;4;0;3;2;2;0;0;0;0;0;0;0;0
2020-02-16 03:45:00;0;2;3;0;3;0;2;3;3;1;0;0;0;0;0;0;0
2020-02-16 04:00:00;1;1;2;0;2;0;3;2;3;0;0;0;0;0;0;0;0
2020-02-16 04:15:00;1;1;5;2;5;2;2;2;2;0;0;0;0;0;0;0;0
2020-02-16 04:30:00;0;1;4;1;4;0;2;2;3;0;0;0;0;0;0;0;0
2020-02-16 04:45:00;1;0;3;2;3;0;2;2;2;0;0;0;0;0;0;0;0
2020-02-16 05:00:00;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
2020-02-16 05:15:00;1;1;3;1;2;1;4;5;5;0;0;0;0;0;0;0;0
2020-02-16 05:30:00;5;8;7;0;5;0;0;1;1;0;0;0;0;0;0;0;0
2020-02-16 05:45:00;6;6;2;1;1;0;2;2;2;0;0;0;0;0;0;0;0
2020-02-16 06:00:00;4;2;1;0;3;0;3;3;3;0;0;0;0;0;0;0;0
2020-02-16 06:15:00;0;1;1;0;1;0;2;3;3;0;0;0;0;0;0;0;0
2020-02-16 06:30:00;5;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-02-16 06:45:00;2;1;1;0;1;0;4;8;8;0;0;0;0;0;0;0;0
2020-02-16 07:00:00;2;1;1;1;1;0;3;2;2;0;0;0;0;0;0;0;0
2020-02-16 07:15:00;2;4;1;1;0;0;4;4;4;0;0;0;0;0;0;0;0
2020-02-16 07:30:00;4;3;1;1;1;1;1;3;3;0;0;0;0;0;0;0;0
2020-02-16 07:45:00;11;11;3;4;4;1;2;3;2;0;0;0;0;0;0;0;0
2020-02-16 08:00:00;0;17;0;1;0;1;2;2;4;0;0;0;0;0;0;0;0
2020-02-16 08:15:00;9;11;6;6;4;1;1;0;0;0;0;1;0;0;0;0;0
2020-02-16 08:30:00;
2020-02-16 08:45:00;
2020-02-16 09:00:00;7;22;6;5;2;3;4;6;6;0;0;0;0;0;0;0;0
2020-02-16 09:15:00;16;20;9;5;5;2;1;0;0;0;0;0;0;0;0;0;0
2020-02-16 09:30:00;16;17;5;12;5;5;5;11;11;0;0;0;0;0;0;0;0
2020-02-16 09:45:00;22;24;12;10;7;4;13;14;17;0;0;0;0;0;0;0;0
2020-02-16 10:00:00;22;20;14;10;11;4;8;10;10;2;2;0;0;0;0;0;0
2020-02-16 10:15:00;5;18;21;12;6;4;9;13;14;1;1;0;0;0;0;0;0
2020-02-16 10:30:00;18;16;19;14;8;8;11;16;18;0;0;0;0;0;0;0;0
2020-02-16 10:45:00;23;24;18;12;9;4;13;20;22;0;0;0;0;0;0;0;0
2020-02-16 11:00:00;19;20;11;10;7;4;18;24;25;0;0;0;0;0;0;0;0
2020-02-16 11:15:00;23;21;15;10;13;6;10;12;14;0;0;1;0;0;0;0;0
