DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-02-29 00:00:00;3;7;14;7;9;3;5;5;6;0;0;0;0;0;0;0;0
2020-02-29 00:15:00;13;13;21;8;11;7;9;8;8;0;0;0;0;0;0;0;0
2020-02-29 00:30:00;3;11;13;6;10;6;4;4;4;1;1;0;0;0;0;0;0
2020-02-29 00:45:00;1;4;10;5;9;3;9;9;9;0;0;0;0;0;0;0;0
2020-02-29 01:00:00;3;7;12;5;9;4;5;7;7;0;0;0;0;0;0;0;0
2020-02-29 01:15:00;4;4;15;4;10;1;6;7;6;1;0;0;0;0;0;0;0
2020-02-29 01:30:00;2;6;17;5;10;5;3;2;5;0;0;0;0;0;0;0;0
2020-02-29 01:45:00;4;6;15;2;10;1;3;3;3;0;0;0;0;0;0;0;0
2020-02-29 02:00:00;5;6;4;3;4;1;4;2;2;0;0;0;0;0;0;0;0
2020-02-29 02:15:00;5;10;5;2;4;0;2;2;2;0;0;0;0;0;0;0;0
2020-02-29 02:30:00;0;0;9;2;8;1;2;1;2;0;0;0;0;0;0;0;0
2020-02-29 02:45:00;1;2;2;2;3;4;6;3;5;0;0;0;0;0;0;0;0
2020-02-29 03:00:00;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-02-29 03:15:00;0;1;6;1;4;1;2;2;2;0;0;0;0;0;0;0;0
2020-02-29 03:30:00;1;4;2;2;5;0;0;0;0;1;2;0;0;0;0;0;0
2020-02-29 03:45:00;0;3;3;1;4;2;3;3;3;0;0;0;0;0;0;0;0
2020-02-29 04:00:00;0;0;2;0;2;0;3;2;3;0;0;0;0;0;0;0;0
2020-02-29 04:15:00;1;3;3;2;2;0;2;2;3;0;0;0;0;0;0;0;0
2020-02-29 04:30:00;1;1;1;0;2;0;3;2;3;0;0;0;0;0;0;0;0
2020-02-29 04:45:00;1;2;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
2020-02-29 05:00:00;1;3;0;0;0;0;4;3;3;1;0;0;0;0;0;0;0
2020-02-29 05:15:00;0;0;1;1;1;0;3;2;4;0;0;0;0;0;0;0;0
2020-02-29 05:30:00;12;9;1;1;0;0;6;6;7;0;0;0;0;0;0;0;0
2020-02-29 05:45:00;29;19;3;1;3;1;3;1;2;0;0;0;0;0;0;0;0
2020-02-29 06:00:00;14;8;2;2;1;1;7;7;7;0;0;0;0;0;0;0;0
2020-02-29 06:15:00;3;3;3;1;1;1;4;5;5;0;0;0;0;0;0;0;0
2020-02-29 06:30:00;10;3;6;3;4;4;5;5;5;0;0;0;0;0;0;0;0
2020-02-29 06:45:00;5;6;4;4;2;1;3;5;6;0;0;0;0;0;0;0;0
2020-02-29 07:00:00;4;7;2;2;0;2;3;5;5;0;0;0;0;0;0;0;0
2020-02-29 07:15:00;5;7;2;3;4;2;3;7;9;0;1;0;0;0;0;0;0
2020-02-29 07:30:00;10;7;1;1;3;3;6;6;7;1;1;0;0;0;0;0;0
2020-02-29 07:45:00;11;11;6;7;6;5;6;10;10;0;2;0;0;0;0;0;0
2020-02-29 08:00:00;20;16;7;9;5;5;12;19;19;2;2;0;0;0;0;0;0
2020-02-29 08:15:00;14;19;9;6;6;4;7;9;9;0;0;0;0;0;0;0;0
2020-02-29 08:30:00;27;28;12;11;6;8;10;20;19;1;2;0;0;0;3;0;0
2020-02-29 08:45:00;24;35;9;5;5;7;19;29;32;2;3;0;0;0;0;0;0
2020-02-29 09:00:00;26;55;13;7;6;6;19;28;26;0;1;0;0;0;0;0;0
2020-02-29 09:15:00;50;57;15;10;11;9;20;30;32;4;7;6;0;0;1;0;0
2020-02-29 09:30:00;45;49;24;11;17;13;18;36;36;4;3;1;0;0;0;0;0
2020-02-29 09:45:00;47;54;21;17;13;10;27;46;47;9;10;3;0;0;1;0;0
2020-02-29 10:00:00;35;55;28;17;10;12;31;37;41;13;8;5;0;0;9;0;0
2020-02-29 10:15:00;58;54;30;15;14;14;29;57;55;11;10;3;0;0;2;0;0
2020-02-29 10:30:00;57;54;41;24;13;15;44;64;61;16;6;3;0;0;0;0;0
2020-02-29 10:45:00;71;65;38;17;12;14;38;60;64;13;10;1;0;0;5;0;0
2020-02-29 11:00:00;75;74;63;26;22;19;33;66;59;19;15;3;0;0;5;0;0
2020-02-29 11:15:00;61;53;57;29;17;11;44;64;65;10;6;3;0;0;4;0;0
2020-02-29 11:30:00;66;66;73;33;18;17;35;77;80;18;11;5;0;0;4;0;0
2020-02-29 11:45:00;63;57;54;116;22;22;35;81;76;19;17;6;0;0;4;0;0
2020-02-29 12:00:00;75;70;59;33;16;13;26;60;56;21;11;6;0;0;2;0;0
2020-02-29 12:15:00;61;52;76;39;23;19;38;61;59;22;9;4;0;0;2;0;0
2020-02-29 12:30:00;59;68;75;40;18;19;36;58;56;25;14;2;0;0;9;0;0
2020-02-29 12:45:00;62;76;59;29;15;24;47;65;62;16;12;3;0;0;3;0;0
2020-02-29 13:00:00;62;64;76;36;26;20;40;79;73;31;18;10;0;0;7;0;0
2020-02-29 13:15:00;70;59;66;28;21;24;35;66;64;27;9;8;0;0;2;0;0
2020-02-29 13:30:00;67;71;63;36;19;19;46;59;57;22;10;7;0;0;5;0;0
2020-02-29 13:45:00;65;71;63;36;14;22;39;75;67;24;11;4;0;0;7;0;0
2020-02-29 14:00:00;62;72;72;35;18;23;37;72;74;26;14;7;0;0;5;0;0
2020-02-29 14:15:00;82;77;84;59;20;33;29;68;65;17;7;12;0;0;8;0;0
2020-02-29 14:30:00;70;73;70;36;19;21;37;70;67;23;10;7;0;0;6;0;0
2020-02-29 14:45:00;82;73;80;36;23;21;43;58;62;31;12;11;0;0;8;0;0
2020-02-29 15:00:00;71;73;79;41;19;21;46;78;74;24;9;3;0;0;11;0;0
2020-02-29 15:15:00;65;73;88;47;20;26;33;71;70;27;12;5;0;0;8;0;0
2020-02-29 15:30:00;75;75;65;41;18;20;38;70;70;22;16;8;0;0;2;0;0
2020-02-29 15:45:00;75;68;77;37;30;25;53;78;73;24;13;6;0;0;8;0;0
2020-02-29 16:00:00;69;72;96;43;20;15;48;73;68;24;14;8;0;0;16;0;0
2020-02-29 16:15:00;77;76;83;41;17;28;43;73;72;38;16;13;0;0;6;0;0
2020-02-29 16:30:00;67;66;83;41;21;22;46;88;86;30;19;6;0;0;7;0;0
2020-02-29 16:45:00;76;74;98;53;21;38;44;81;78;26;12;2;0;0;3;0;0
2020-02-29 17:00:00;72;77;92;53;17;27;55;69;63;30;22;1;0;0;6;0;0
2020-02-29 17:15:00;62;70;89;49;22;30;39;72;70;31;19;8;0;0;6;0;0
2020-02-29 17:30:00;62;66;93;39;22;24;38;64;62;21;15;4;0;0;12;0;0
2020-02-29 17:45:00;69;77;84;46;19;23;35;58;55;22;12;6;0;0;3;0;0
2020-02-29 18:00:00;65;76;81;51;16;22;36;72;64;39;26;8;0;0;5;0;0
2020-02-29 18:15:00;54;66;74;40;18;17;33;71;70;33;18;4;0;0;1;0;0
2020-02-29 18:30:00;42;68;83;44;18;20;32;65;64;21;12;3;0;0;4;0;0
2020-02-29 18:45:00;54;58;79;45;18;21;22;44;44;12;8;6;0;0;4;0;0
2020-02-29 19:00:00;44;55;83;45;15;25;37;63;59;28;17;10;0;0;6;0;0
2020-02-29 19:15:00;39;66;73;33;17;17;22;29;26;14;10;8;0;0;5;0;0
2020-02-29 19:30:00;37;59;98;38;15;24;19;35;34;21;8;4;0;0;4;0;0
2020-02-29 19:45:00;34;50;76;41;21;19;23;24;25;19;11;1;0;0;3;0;0
2020-02-29 20:00:00;36;44;74;50;17;28;17;23;25;13;9;2;0;0;0;0;0
2020-02-29 20:15:00;21;26;60;33;19;19;21;19;22;4;0;0;0;0;0;0;0
2020-02-29 20:30:00;23;24;48;24;16;15;12;16;18;2;2;0;0;0;1;0;0
2020-02-29 20:45:00;15;29;55;29;17;16;6;13;12;1;1;0;0;0;0;0;0
2020-02-29 21:00:00;17;18;32;17;14;8;8;11;12;0;1;2;0;0;0;0;0
2020-02-29 21:15:00;13;20;38;19;19;17;8;6;10;2;0;0;0;0;2;0;0
2020-02-29 21:30:00;6;17;32;15;14;7;9;11;13;3;2;0;0;0;0;0;0
2020-02-29 21:45:00;16;21;37;21;18;11;9;10;12;0;0;0;0;0;0;0;0
2020-02-29 22:00:00;11;12;35;19;21;13;14;14;18;1;1;0;0;0;0;0;0
2020-02-29 22:15:00;12;22;53;28;29;16;16;16;17;0;0;0;0;0;0;0;0
2020-02-29 22:30:00;18;20;45;24;23;16;22;17;21;3;1;0;0;0;0;0;0
2020-02-29 22:45:00;11;29;36;17;21;10;11;17;18;2;0;0;0;0;0;0;0
2020-02-29 23:00:00;15;24;32;21;22;17;11;11;12;2;0;0;0;0;0;0;0
2020-02-29 23:15:00;6;10;22;12;18;9;9;6;9;0;0;0;0;0;0;0;0
2020-02-29 23:30:00;8;15;23;8;15;4;8;9;10;0;0;0;0;0;0;0;0
2020-02-29 23:45:00;9;21;17;5;12;9;11;12;13;0;0;0;0;0;0;0;0
