DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-09-12 00:00:00;5;3;3;0;0;8;1;8;0;1;0
2019-09-12 00:15:00;4;2;2;0;0;6;1;6;0;0;0
2019-09-12 00:30:00;6;0;0;0;0;6;1;6;1;1;0
2019-09-12 00:45:00;6;3;3;0;0;7;1;7;2;1;0
2019-09-12 01:00:00;7;2;1;0;0;5;2;5;1;0;0
2019-09-12 01:15:00;3;1;1;0;0;3;2;3;0;0;0
2019-09-12 01:30:00;2;3;3;0;0;3;4;3;0;0;0
2019-09-12 01:45:00;7;1;1;0;0;2;2;2;1;1;0
2019-09-12 02:00:00;4;3;2;0;0;5;1;5;4;3;0
2019-09-12 02:15:00;5;2;1;0;0;4;2;4;0;0;0
2019-09-12 02:30:00;7;3;4;0;0;5;4;6;1;2;0
2019-09-12 02:45:00;6;2;1;0;0;4;3;4;0;1;0
2019-09-12 03:00:00;5;3;1;0;0;5;4;5;1;1;0
2019-09-12 03:15:00;6;3;0;0;0;2;1;2;0;1;0
2019-09-12 03:30:00;9;6;8;0;0;10;7;10;3;6;0
2019-09-12 03:45:00;6;2;3;1;0;0;4;0;1;1;0
2019-09-12 04:00:00;10;1;1;0;0;8;5;8;1;3;0
2019-09-12 04:15:00;6;2;1;0;0;10;2;10;0;2;0
2019-09-12 04:30:00;15;0;0;1;0;10;2;10;1;2;0
2019-09-12 04:45:00;24;4;1;0;0;6;3;6;0;5;0
2019-09-12 05:00:00;44;5;3;0;0;22;5;22;1;2;0
2019-09-12 05:15:00;47;3;1;0;0;32;4;32;1;1;0
2019-09-12 05:30:00;85;6;6;0;1;45;9;45;2;3;0
2019-09-12 05:45:00;88;6;6;0;0;42;13;42;6;9;0
2019-09-12 06:00:00;112;5;5;0;1;58;5;58;3;4;0
2019-09-12 06:15:00;140;7;3;0;2;64;11;64;3;9;0
2019-09-12 06:30:00;203;7;2;0;2;98;9;100;6;4;0
2019-09-12 06:45:00;231;6;3;1;3;98;10;97;2;4;0
2019-09-12 07:00:00;241;1;0;0;2;73;11;73;3;1;0
2019-09-12 07:15:00;303;3;1;0;2;85;22;85;10;11;0
2019-09-12 07:30:00;264;2;1;0;1;61;13;60;6;4;0
2019-09-12 07:45:00;297;2;0;0;1;78;11;77;4;8;0
2019-09-12 08:00:00;247;4;2;0;4;74;14;74;7;6;0
2019-09-12 08:15:00;194;3;2;0;2;79;26;79;10;8;0
2019-09-12 08:30:00;192;1;0;0;5;56;24;59;15;10;1
2019-09-12 08:45:00;164;3;2;1;2;90;22;89;16;7;1
2019-09-12 09:00:00;144;3;2;0;4;68;26;69;17;7;0
2019-09-12 09:15:00;130;2;2;1;2;70;12;71;12;5;0
2019-09-12 09:30:00;136;2;1;0;3;64;25;64;19;13;0
2019-09-12 09:45:00;101;2;2;0;5;91;25;92;20;12;2
2019-09-12 10:00:00;126;1;1;0;0;89;16;88;14;11;0
2019-09-12 10:15:00;98;2;1;0;2;81;32;83;23;10;0
2019-09-12 10:30:00;105;1;0;0;2;98;28;98;19;16;0
2019-09-12 10:45:00;88;3;0;0;0;86;32;85;19;7;0
2019-09-12 11:00:00;102;4;2;1;1;101;27;103;26;9;0
2019-09-12 11:15:00;115;0;0;0;0;85;28;84;21;13;0
2019-09-12 11:30:00;99;1;0;1;2;99;28;99;18;15;0
2019-09-12 11:45:00;90;2;1;0;1;106;34;106;16;12;0
2019-09-12 12:00:00;74;1;0;0;0;112;29;113;19;20;0
2019-09-12 12:15:00;105;2;2;1;2;104;36;103;21;10;0
2019-09-12 12:30:00;118;0;0;1;1;100;26;101;19;8;1
2019-09-12 12:45:00;115;8;7;0;4;108;29;107;27;14;0
2019-09-12 13:00:00;87;3;1;0;3;92;18;93;20;11;1
2019-09-12 13:15:00;124;4;2;0;0;148;26;147;18;11;0
2019-09-12 13:30:00;96;3;1;0;0;135;18;135;18;11;0
