DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-09-12 00:00:00;15;3;8;14;2;2
2019-09-12 00:15:00;24;4;6;10;2;2
2019-09-12 00:30:00;14;3;3;8;1;1
2019-09-12 00:45:00;15;4;3;2;0;0
2019-09-12 01:00:00;19;2;5;6;0;2
2019-09-12 01:15:00;7;3;5;6;0;0
2019-09-12 01:30:00;10;1;4;1;1;0
2019-09-12 01:45:00;11;1;3;2;0;0
2019-09-12 02:00:00;16;0;1;1;0;2
2019-09-12 02:15:00;4;2;4;6;0;1
2019-09-12 02:30:00;5;1;2;5;1;0
2019-09-12 02:45:00;12;2;4;3;0;1
2019-09-12 03:00:00;12;3;5;8;2;2
2019-09-12 03:15:00;7;3;3;3;1;1
2019-09-12 03:30:00;14;4;0;6;2;1
2019-09-12 03:45:00;14;2;3;7;2;0
2019-09-12 04:00:00;18;1;2;12;0;4
2019-09-12 04:15:00;15;3;6;6;1;6
2019-09-12 04:30:00;23;12;8;15;1;8
2019-09-12 04:45:00;34;11;8;17;0;6
2019-09-12 05:00:00;75;47;9;25;0;13
2019-09-12 05:15:00;95;78;16;25;0;12
2019-09-12 05:30:00;100;72;21;75;7;15
2019-09-12 05:45:00;114;95;42;94;5;8
2019-09-12 06:00:00;104;76;54;103;3;20
2019-09-12 06:15:00;134;123;45;96;8;14
2019-09-12 06:30:00;147;142;59;92;9;31
2019-09-12 06:45:00;136;158;63;118;7;15
2019-09-12 07:00:00;149;157;70;103;8;41
2019-09-12 07:15:00;179;185;100;123;13;39
2019-09-12 07:30:00;173;203;101;146;11;58
2019-09-12 07:45:00;177;200;73;165;14;67
2019-09-12 08:00:00;183;196;75;131;17;53
2019-09-12 08:15:00;165;179;87;130;17;39
2019-09-12 08:30:00;154;143;72;123;16;34
2019-09-12 08:45:00;162;155;80;143;19;44
2019-09-12 09:00:00;148;117;55;95;10;29
2019-09-12 09:15:00;160;125;75;119;15;50
2019-09-12 09:30:00;119;108;66;111;13;35
2019-09-12 09:45:00;153;120;71;124;13;30
2019-09-12 10:00:00;144;123;67;128;16;38
2019-09-12 10:15:00;147;115;86;113;20;39
2019-09-12 10:30:00;141;125;71;124;11;35
2019-09-12 10:45:00;154;125;81;133;8;30
2019-09-12 11:00:00;153;123;66;119;11;39
2019-09-12 11:15:00;148;141;77;107;7;48
2019-09-12 11:30:00;149;142;77;120;17;27
2019-09-12 11:45:00;162;131;90;133;21;44
2019-09-12 12:00:00;131;119;85;132;17;44
2019-09-12 12:15:00;162;118;89;140;21;42
2019-09-12 12:30:00;150;110;97;158;15;41
2019-09-12 12:45:00;156;116;85;147;12;38
2019-09-12 13:00:00;170;148;67;139;9;30
2019-09-12 13:15:00;164;179;88;172;21;36
2019-09-12 13:30:00;184;176;79;160;19;30
2019-09-12 13:45:00;167;161;92;145;15;38
2019-09-12 14:00:00;157;146;92;156;20;30
2019-09-12 14:15:00;151;134;115;210;15;40
2019-09-12 14:30:00;169;155;113;205;17;38
2019-09-12 14:45:00;176;142;111;193;14;38
2019-09-12 15:00:00;158;177;100;168;15;47
2019-09-12 15:15:00;168;186;129;214;27;57
2019-09-12 15:30:00;171;147;128;218;15;36
2019-09-12 15:45:00;178;151;119;223;18;40
2019-09-12 16:00:00;186;149;149;219;18;54
2019-09-12 16:15:00;183;175;144;224;28;43
2019-09-12 16:30:00;196;178;139;203;16;52
2019-09-12 16:45:00;183;168;180;255;25;46
2019-09-12 17:00:00;178;176;157;224;23;56
2019-09-12 17:15:00;190;200;131;217;24;67
2019-09-12 17:30:00;188;175;127;196;22;50
2019-09-12 17:45:00;183;169;138;201;19;60
2019-09-12 18:00:00;188;160;122;196;23;39
2019-09-12 18:15:00;165;151;110;171;24;49
2019-09-12 18:30:00;191;164;86;153;21;39
2019-09-12 18:45:00;180;143;93;131;17;46
2019-09-12 19:00:00;163;113;81;148;20;37
2019-09-12 19:15:00;145;116;74;119;19;38
2019-09-12 19:30:00;121;105;69;99;15;38
2019-09-12 19:45:00;124;87;62;82;11;36
2019-09-12 20:00:00;134;78;60;99;9;19
2019-09-12 20:15:00;119;66;58;90;5;11
2019-09-12 20:30:00;95;66;45;61;7;14
2019-09-12 20:45:00;116;58;49;72;6;12
2019-09-12 21:00:00;121;81;36;59;8;13
2019-09-12 21:15:00;120;69;40;53;3;13
2019-09-12 21:30:00;81;52;28;60;4;6
2019-09-12 21:45:00;77;34;64;95;1;6
2019-09-12 22:00:00;72;20;53;84;8;12
2019-09-12 22:15:00;62;29;46;86;11;9
2019-09-12 22:30:00;63;33;27;45;6;6
2019-09-12 22:45:00;51;24;15;43;7;8
2019-09-12 23:00:00;57;18;13;25;1;5
2019-09-12 23:15:00;39;13;14;33;7;7
2019-09-12 23:30:00;25;7;11;15;0;2
2019-09-12 23:45:00;22;3;18;21;3;3
