DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-10-03 00:00:00;0;38;38;4;4;2;13;1;0
2019-10-03 00:15:00;1;27;32;6;2;1;28;4;0
2019-10-03 00:30:00;0;27;30;6;6;2;17;0;0
2019-10-03 00:45:00;0;21;30;2;2;2;19;1;0
2019-10-03 01:00:00;0;22;23;1;1;2;14;0;0
2019-10-03 01:15:00;2;18;18;3;2;1;12;0;0
2019-10-03 01:30:00;0;10;11;2;3;0;6;0;0
2019-10-03 01:45:00;0;14;15;1;0;0;5;0;0
2019-10-03 02:00:00;0;11;14;0;0;0;6;0;0
2019-10-03 02:15:00;0;9;9;2;0;0;4;0;0
2019-10-03 02:30:00;0;17;15;2;0;0;6;0;0
2019-10-03 02:45:00;0;10;10;0;0;1;3;0;0
2019-10-03 03:00:00;0;6;6;1;1;0;4;0;0
2019-10-03 03:15:00;0;5;5;0;0;0;2;0;0
2019-10-03 03:30:00;0;9;8;0;1;0;9;0;0
2019-10-03 03:45:00;0;9;9;1;0;0;2;0;0
2019-10-03 04:00:00;0;2;2;2;0;0;1;0;0
2019-10-03 04:15:00;0;4;4;1;0;0;3;0;0
2019-10-03 04:30:00;0;6;6;0;0;0;2;0;0
2019-10-03 04:45:00;0;5;5;2;0;0;4;0;0
2019-10-03 05:00:00;0;5;5;2;0;0;1;0;0
2019-10-03 05:15:00;0;7;9;1;0;0;8;0;0
2019-10-03 05:30:00;0;13;15;5;3;0;6;0;0
2019-10-03 05:45:00;0;18;24;11;0;0;16;0;0
2019-10-03 06:00:00;0;29;31;13;0;0;15;0;0
2019-10-03 06:15:00;0;21;21;5;0;1;14;0;0
2019-10-03 06:30:00;0;10;11;6;0;0;8;0;0
2019-10-03 06:45:00;0;9;9;2;0;0;8;0;0
2019-10-03 07:00:00;0;22;21;3;0;2;12;0;0
2019-10-03 07:15:00;0;16;15;2;0;0;8;0;0
2019-10-03 07:30:00;0;15;16;1;0;0;11;0;0
2019-10-03 07:45:00;0;16;17;3;0;1;14;0;0
