DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-09-09 00:00:00;0;7;2;0;1;4;0;4;4;2;8;5;2
2019-09-09 00:15:00;0;7;4;1;3;6;2;6;4;1;8;4;2
2019-09-09 00:30:00;0;4;2;0;0;2;2;6;2;4;3;2;2
2019-09-09 00:45:00;0;7;2;0;1;4;1;4;5;2;4;1;2
2019-09-09 01:00:00;0;2;0;0;2;1;1;7;3;3;3;4;3
2019-09-09 01:15:00;0;7;5;0;3;3;0;4;5;1;4;5;7
2019-09-09 01:30:00;0;1;2;1;2;8;1;6;2;0;5;5;1
2019-09-09 01:45:00;0;1;3;0;1;3;0;1;0;0;3;3;4
2019-09-09 02:00:00;0;1;0;0;2;3;1;3;2;0;3;3;1
2019-09-09 02:15:00;0;1;0;0;1;0;0;4;0;1;5;2;1
2019-09-09 02:30:00;0;2;2;2;1;3;2;1;0;1;2;1;2
2019-09-09 02:45:00;0;2;0;0;0;2;0;3;1;1;2;2;1
2019-09-09 03:00:00;0;3;1;0;2;2;0;3;1;3;4;1;0
2019-09-09 03:15:00;0;2;0;0;2;1;0;2;1;1;2;1;1
2019-09-09 03:30:00;0;3;1;0;1;6;0;0;0;0;4;9;2
2019-09-09 03:45:00;0;2;1;0;0;1;0;4;2;1;4;3;1
2019-09-09 04:00:00;0;2;4;1;2;5;3;8;2;0;4;2;0
2019-09-09 04:15:00;0;4;3;0;1;6;0;6;1;0;9;5;0
2019-09-09 04:30:00;0;6;2;0;4;7;2;12;1;2;12;13;4
2019-09-09 04:45:00;0;13;3;0;0;9;4;15;5;3;23;22;7
2019-09-09 05:00:00;0;6;7;3;8;10;13;24;17;4;50;59;11
2019-09-09 05:15:00;0;16;12;1;9;21;6;49;27;3;62;80;23
2019-09-09 05:30:00;0;21;16;0;16;40;7;52;39;7;81;96;27
2019-09-09 05:45:00;0;17;9;6;16;21;13;55;49;5;61;70;19
2019-09-09 06:00:00;0;23;15;3;19;30;7;58;54;7;63;73;23
2019-09-09 06:15:00;0;26;15;2;16;48;17;83;84;4;76;83;23
2019-09-09 06:30:00;0;39;38;5;27;42;17;97;103;6;83;102;38
2019-09-09 06:45:00;0;42;33;1;38;52;21;128;133;5;86;92;34
2019-09-09 07:00:00;0;40;41;5;34;44;8;119;134;10;85;88;35
2019-09-09 07:15:00;0;41;38;4;57;66;13;110;136;17;99;108;42
2019-09-09 07:30:00;0;48;40;3;63;67;22;114;133;20;86;86;59
2019-09-09 07:45:00;0;57;46;2;45;67;19;119;122;17;87;90;60
2019-09-09 08:00:00;0;52;35;11;35;56;12;123;123;17;79;106;51
2019-09-09 08:15:00;0;55;41;6;52;62;23;101;101;21;87;106;56
2019-09-09 08:30:00;0;54;39;11;48;62;18;91;95;23;71;73;57
2019-09-09 08:45:00;0;52;44;7;52;70;25;95;98;21;69;86;43
2019-09-09 09:00:00;0;53;39;10;42;54;10;82;64;9;69;71;42
2019-09-09 09:15:00;0;47;32;10;50;54;20;89;65;12;78;65;47
2019-09-09 09:30:00;0;53;44;9;51;66;16;84;72;18;65;65;49
2019-09-09 09:45:00;0;68;39;5;43;54;21;85;60;24;70;74;54
2019-09-09 10:00:00;0;52;46;7;56;63;24;74;53;20;67;57;45
2019-09-09 10:15:00;0;64;52;9;50;65;21;65;61;19;68;77;41
2019-09-09 10:30:00;0;62;53;7;48;58;27;61;51;24;86;80;50
2019-09-09 10:45:00;0;73;46;14;49;73;20;93;62;27;75;77;49
2019-09-09 11:00:00;0;68;49;13;64;68;26;62;49;18;76;72;46
2019-09-09 11:15:00;0;74;63;14;54;53;29;76;49;29;79;54;49
2019-09-09 11:30:00;0;69;64;9;57;72;23;68;53;19;66;59;31
2019-09-09 11:45:00;0;75;59;13;57;64;23;58;48;21;86;74;44
2019-09-09 12:00:00;0;70;65;17;42;67;14;69;56;21;79;80;31
2019-09-09 12:15:00;0;73;65;14;50;67;22;75;49;19;73;70;59
2019-09-09 12:30:00;0;76;64;16;49;67;21;79;56;22;72;75;48
2019-09-09 12:45:00;0;70;55;8;49;64;24;79;51;30;73;79;41
2019-09-09 13:00:00;0;72;60;6;49;58;27;69;52;15;83;98;49
2019-09-09 13:15:00;0;69;74;8;59;77;30;82;57;24;105;108;42
2019-09-09 13:30:00;0;74;64;8;50;59;26;86;53;22;100;111;49
2019-09-09 13:45:00;0;68;65;11;51;61;37;81;57;25;102;106;46
2019-09-09 14:00:00;0;82;74;10;74;85;29;77;56;28;73;75;50
2019-09-09 14:15:00;0;100;87;13;61;83;27;72;57;23;73;84;38
2019-09-09 14:30:00;0;105;110;12;88;106;29;78;61;23;63;90;43
2019-09-09 14:45:00;0;108;125;15;73;103;25;85;48;22;84;100;60
2019-09-09 15:00:00;0;99;99;8;77;124;39;81;49;22;64;69;38
2019-09-09 15:15:00;0;104;126;15;80;109;29;89;59;26;85;78;45
2019-09-09 15:30:00;0;128;141;10;75;95;26;77;48;21;75;84;45
2019-09-09 15:45:00;0;124;120;18;68;92;36;85;68;17;114;107;58
2019-09-09 16:00:00;0;132;157;14;81;101;37;98;69;27;85;94;42
2019-09-09 16:15:00;0;146;164;15;67;98;36;80;63;27;104;104;51
2019-09-09 16:30:00;0;148;184;18;83;91;33;88;72;20;91;107;42
2019-09-09 16:45:00;0;125;138;11;90;98;37;84;50;27;113;97;59
2019-09-09 17:00:00;0;129;190;10;88;96;49;93;75;29;88;104;52
2019-09-09 17:15:00;0;121;158;9;78;88;34;89;68;21;113;114;60
2019-09-09 17:30:00;0;112;120;17;75;93;41;78;53;20;92;88;53
2019-09-09 17:45:00;0;94;89;9;58;93;42;92;72;21;92;95;41
2019-09-09 18:00:00;0;81;81;17;71;86;30;88;51;37;83;85;47
2019-09-09 18:15:00;0;81;85;14;60;85;35;67;57;16;88;91;49
2019-09-09 18:30:00;0;71;78;6;60;79;23;63;41;25;77;61;36
2019-09-09 18:45:00;0;61;57;7;47;59;22;62;40;20;78;76;35
2019-09-09 19:00:00;0;58;54;10;41;55;23;61;42;10;61;68;29
2019-09-09 19:15:00;0;44;37;6;41;51;19;55;37;10;51;64;25
2019-09-09 19:30:00;0;38;34;7;42;51;18;60;32;10;56;49;26
2019-09-09 19:45:00;0;45;44;4;32;50;29;51;33;18;49;42;47
2019-09-09 20:00:00;0;42;33;6;41;45;22;59;26;13;51;40;31
