DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-09-14 00:00:00;3;0;1;2;1;0;3;0;0;0
2020-09-14 00:15:00;3;2;0;3;2;1;1;0;0;0
2020-09-14 00:30:00;1;2;1;3;0;1;1;0;0;0
2020-09-14 00:45:00;2;0;0;4;3;1;1;0;0;0
2020-09-14 01:00:00;2;3;1;2;1;2;2;0;0;0
2020-09-14 01:15:00;5;1;1;2;1;2;0;0;0;0
2020-09-14 01:30:00;1;0;0;3;2;4;1;0;0;0
2020-09-14 01:45:00;1;4;1;1;1;4;2;0;0;0
2020-09-14 02:00:00;1;1;1;1;0;0;1;0;0;0
2020-09-14 02:15:00;1;0;0;1;1;2;1;0;0;0
2020-09-14 02:30:00;0;0;0;0;2;1;2;0;0;0
2020-09-14 02:45:00;2;3;2;1;2;1;1;0;0;0
2020-09-14 03:00:00;1;0;0;2;0;2;1;0;0;0
2020-09-14 03:15:00;6;4;0;0;0;1;1;0;0;0
2020-09-14 03:30:00;3;1;0;0;0;0;1;0;0;0
2020-09-14 03:45:00;3;1;0;1;0;1;2;0;0;0
2020-09-14 04:00:00;4;3;2;2;3;0;1;0;0;0
2020-09-14 04:15:00;3;3;4;0;1;1;0;0;0;0
2020-09-14 04:30:00;5;4;5;5;5;2;4;0;0;0
2020-09-14 04:45:00;10;10;13;8;3;13;4;0;0;0
2020-09-14 05:00:00;11;18;31;18;3;17;24;0;0;0
2020-09-14 05:15:00;35;51;70;39;6;37;28;0;0;0
2020-09-14 05:30:00;44;59;77;36;4;49;36;5;0;0
2020-09-14 05:45:00;46;32;40;45;9;36;34;1;0;0
2020-09-14 06:00:00;44;20;34;52;11;30;35;0;0;0
2020-09-14 06:15:00;38;37;46;32;8;29;32;0;1;0
2020-09-14 06:30:00;54;45;74;53;13;28;39;0;0;0
2020-09-14 06:45:00;71;61;91;70;15;32;52;0;0;0
2020-09-14 07:00:00;94;49;64;56;14;34;58;0;0;0
2020-09-14 07:15:00;103;59;97;66;12;29;57;0;0;0
2020-09-14 07:30:00;110;44;74;68;8;37;81;5;0;0
2020-09-14 07:45:00;103;38;49;90;12;34;65;0;0;0
2020-09-14 08:00:00;90;45;60;77;16;37;53;2;1;0
2020-09-14 08:15:00;84;32;47;63;19;33;53;0;0;0
2020-09-14 08:30:00;84;26;37;55;14;29;72;0;0;0
2020-09-14 08:45:00;80;33;36;50;21;38;64;0;0;0
2020-09-14 09:00:00;89;32;27;43;22;30;106;0;0;0
2020-09-14 09:15:00;92;22;25;33;8;23;44;0;0;0
2020-09-14 09:30:00;104;31;33;32;12;21;47;0;0;0
2020-09-14 09:45:00;82;26;20;34;13;29;75;0;0;0
2020-09-14 10:00:00;94;27;23;39;27;31;50;0;0;0
2020-09-14 10:15:00;80;32;29;37;17;27;94;0;0;0
2020-09-14 10:30:00;101;23;22;40;8;34;73;0;0;0
2020-09-14 10:45:00;74;19;25;47;26;34;50;0;1;0
2020-09-14 11:00:00;59;17;30;51;17;19;49;0;0;0
2020-09-14 11:15:00;80;23;27;40;13;20;87;0;0;0
2020-09-14 11:30:00;68;30;22;57;21;41;99;0;0;0
2020-09-14 11:45:00;59;27;23;45;24;33;49;0;0;0
2020-09-14 12:00:00;75;23;22;59;25;36;77;0;0;0
2020-09-14 12:15:00;61;19;21;57;16;24;55;0;0;0
2020-09-14 12:30:00;57;23;26;55;12;49;66;0;0;0
2020-09-14 12:45:00;64;23;25;48;23;31;59;0;0;0
2020-09-14 13:00:00;69;23;33;77;15;33;54;0;0;0
2020-09-14 13:15:00;60;32;50;70;23;38;55;0;0;0
2020-09-14 13:30:00;82;59;73;88;20;50;53;0;0;0
2020-09-14 13:45:00;111;57;73;89;29;48;56;0;0;0
2020-09-14 14:00:00;134;49;59;127;38;45;66;0;1;0
2020-09-14 14:15:00;158;29;31;189;49;39;49;0;2;0
2020-09-14 14:30:00;139;38;22;103;22;40;65;0;1;0
