DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-05-24 00:00:00;14;8;1;4;0;8;5;2;3;10;3
2020-05-24 00:15:00;12;17;5;1;1;9;3;0;0;7;5
2020-05-24 00:30:00;10;8;3;6;4;13;10;4;0;3;0
2020-05-24 00:45:00;20;6;3;4;4;7;3;1;5;6;4
2020-05-24 01:00:00;10;8;1;7;1;10;6;2;1;5;2
2020-05-24 01:15:00;8;7;0;3;2;9;9;3;2;1;0
2020-05-24 01:30:00;7;5;0;5;4;12;10;2;2;2;1
2020-05-24 01:45:00;11;12;2;3;0;3;4;1;0;5;1
2020-05-24 02:00:00;6;6;0;3;1;6;6;2;1;0;0
2020-05-24 02:15:00;9;6;0;2;0;11;7;2;0;1;1
2020-05-24 02:30:00;3;4;1;1;0;4;0;0;1;2;0
2020-05-24 02:45:00;7;7;1;4;3;8;7;0;0;0;1
2020-05-24 03:00:00;4;5;1;0;0;4;3;0;0;0;0
2020-05-24 03:15:00;5;2;0;2;2;4;3;0;1;2;0
2020-05-24 03:30:00;4;3;0;0;0;2;1;0;0;0;0
2020-05-24 03:45:00;4;2;0;2;1;5;3;0;1;1;0
2020-05-24 04:00:00;7;5;1;0;0;4;4;0;1;1;0
2020-05-24 04:15:00;5;6;2;2;0;2;3;2;0;2;0
2020-05-24 04:30:00;5;4;0;2;0;4;3;0;0;1;1
2020-05-24 04:45:00;3;4;0;2;2;2;3;1;2;4;2
2020-05-24 05:00:00;9;0;0;4;4;5;6;0;1;2;2
2020-05-24 05:15:00;11;8;4;3;1;10;6;3;0;3;2
2020-05-24 05:30:00;13;10;1;10;4;9;7;3;3;4;0
2020-05-24 05:45:00;13;12;1;8;3;11;6;1;3;6;1
2020-05-24 06:00:00;11;3;4;7;5;8;6;1;2;3;1
2020-05-24 06:15:00;11;9;2;7;5;7;3;1;1;3;2
2020-05-24 06:30:00;22;6;4;4;1;3;2;0;3;8;4
2020-05-24 06:45:00;15;9;4;8;3;10;5;0;4;8;3
2020-05-24 07:00:00;21;7;4;8;2;8;2;3;3;9;0
2020-05-24 07:15:00;11;10;5;6;6;11;7;2;4;21;10
2020-05-24 07:30:00;21;13;7;4;1;4;1;1;4;8;4
2020-05-24 07:45:00;7;4;8;49;5;5;1;1;4;10;3
2020-05-24 08:00:00;12;6;4;17;6;8;2;1;3;10;6
2020-05-24 08:15:00;12;12;5;13;0;11;4;1;2;11;3
2020-05-24 08:30:00;17;8;1;13;2;14;7;5;6;11;2
2020-05-24 08:45:00;22;10;9;16;4;7;7;5;5;7;3
2020-05-24 09:00:00;26;16;7;22;9;17;11;8;11;17;8
2020-05-24 09:15:00;24;12;8;25;6;20;7;5;7;22;4
2020-05-24 09:30:00;3;7;2;6;0;9;6;2;2;5;0
2020-05-24 09:45:00;
2020-05-24 10:00:00;
2020-05-24 10:15:00;
2020-05-24 10:30:00;
2020-05-24 10:45:00;
2020-05-24 11:00:00;22;21;7;16;7;23;12;5;7;21;6
2020-05-24 11:15:00;49;32;13;19;7;33;12;7;12;16;5
2020-05-24 11:30:00;36;35;9;32;11;34;22;5;16;37;14
2020-05-24 11:45:00;37;36;15;31;14;36;27;10;14;27;5
2020-05-24 12:00:00;50;52;13;28;13;38;19;7;12;34;7
2020-05-24 12:15:00;43;43;13;33;9;33;23;5;6;33;14
2020-05-24 12:30:00;41;38;8;29;12;37;23;6;10;36;12
2020-05-24 12:45:00;42;47;12;21;21;44;31;12;13;33;10
2020-05-24 13:00:00;40;33;14;30;15;39;25;9;15;28;12
2020-05-24 13:15:00;43;36;18;41;12;35;31;9;13;30;13
2020-05-24 13:30:00;50;50;13;29;15;40;30;7;13;27;11
2020-05-24 13:45:00;46;42;12;46;10;50;32;13;15;28;7
2020-05-24 14:00:00;50;57;8;38;18;52;28;8;15;33;7
2020-05-24 14:15:00;49;41;24;37;13;69;42;16;10;37;8
2020-05-24 14:30:00;55;39;12;33;12;53;39;8;10;36;10
2020-05-24 14:45:00;60;61;13;28;11;46;33;9;12;47;17
2020-05-24 15:00:00;28;36;14;35;10;31;26;7;12;25;5
2020-05-24 15:15:00;59;46;18;26;16;47;25;8;14;34;7
2020-05-24 15:30:00;47;42;15;30;13;40;32;7;10;32;12
2020-05-24 15:45:00;55;38;13;35;17;45;31;9;8;41;11
2020-05-24 16:00:00;46;34;14;36;13;49;30;7;12;33;16
2020-05-24 16:15:00;50;44;11;40;14;51;32;4;20;32;12
2020-05-24 16:30:00;62;48;17;31;12;53;35;9;5;22;5
2020-05-24 16:45:00;44;41;11;40;17;50;33;11;12;28;5
2020-05-24 17:00:00;49;38;17;30;11;47;32;6;13;42;16
2020-05-24 17:15:00;57;43;17;46;17;58;47;7;6;34;5
2020-05-24 17:30:00;46;41;18;48;9;52;48;13;12;41;13
2020-05-24 17:45:00;44;42;18;44;11;64;42;13;12;30;10
2020-05-24 18:00:00;46;46;10;37;11;55;41;9;14;36;11
2020-05-24 18:15:00;46;35;16;38;10;56;34;11;9;18;9
2020-05-24 18:30:00;36;30;16;41;12;44;35;15;10;29;11
2020-05-24 18:45:00;38;24;16;28;12;49;34;8;12;32;8
2020-05-24 19:00:00;39;34;12;22;6;50;34;17;8;29;10
2020-05-24 19:15:00;46;35;12;27;10;48;33;12;11;30;6
2020-05-24 19:30:00;28;29;11;24;10;51;37;10;6;28;7
2020-05-24 19:45:00;41;36;10;40;13;56;35;7;8;20;7
2020-05-24 20:00:00;37;35;8;19;9;34;25;5;6;27;15
2020-05-24 20:15:00;41;30;8;27;8;34;26;7;4;21;10
2020-05-24 20:30:00;38;29;12;14;7;49;25;12;9;31;7
2020-05-24 20:45:00;31;26;7;32;7;37;27;10;6;26;6
2020-05-24 21:00:00;36;28;16;23;7;41;29;4;15;26;9
2020-05-24 21:15:00;31;24;13;22;9;44;28;3;6;21;4
2020-05-24 21:30:00;33;20;7;12;5;27;21;8;9;14;4
2020-05-24 21:45:00;28;24;5;7;8;31;20;5;4;25;11
2020-05-24 22:00:00;24;15;5;7;1;23;15;7;4;13;3
2020-05-24 22:15:00;31;14;5;13;5;23;14;5;5;12;2
2020-05-24 22:30:00;16;15;3;8;3;35;23;5;7;5;1
2020-05-24 22:45:00;15;15;3;12;2;23;16;4;6;9;3
2020-05-24 23:00:00;13;10;2;13;6;17;10;4;4;10;4
2020-05-24 23:15:00;11;12;6;9;2;17;6;4;4;8;6
2020-05-24 23:30:00;14;10;3;3;1;18;7;2;3;7;2
2020-05-24 23:45:00;12;2;0;3;4;15;8;2;2;5;2
