DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-08-27 00:00:00;0;1;0;12;2;0;5;1;5;4;3
2020-08-27 00:15:00;0;0;0;10;13;4;2;9;7;3;2
2020-08-27 00:30:00;0;0;0;4;7;5;5;5;7;1;0
2020-08-27 00:45:00;2;1;0;6;8;6;4;10;7;1;1
2020-08-27 01:00:00;2;2;0;5;8;3;1;6;6;0;0
2020-08-27 01:15:00;0;1;0;6;3;2;3;3;1;0;0
2020-08-27 01:30:00;0;1;0;1;3;1;1;3;5;2;1
2020-08-27 01:45:00;1;0;0;5;3;2;1;1;2;1;1
2020-08-27 02:00:00;0;0;0;0;1;1;0;2;0;0;0
2020-08-27 02:15:00;0;0;0;5;2;0;1;4;1;0;0
2020-08-27 02:30:00;0;3;0;1;3;3;3;5;4;2;2
2020-08-27 02:45:00;0;1;0;5;5;1;0;2;2;1;1
2020-08-27 03:00:00;0;1;0;2;2;0;1;1;2;0;0
2020-08-27 03:15:00;0;0;0;2;0;0;4;3;3;1;1
2020-08-27 03:30:00;1;2;0;0;0;0;1;1;0;0;0
2020-08-27 03:45:00;0;0;0;4;1;1;0;1;1;0;0
2020-08-27 04:00:00;0;0;0;3;4;3;1;3;2;1;1
2020-08-27 04:15:00;0;2;0;5;3;1;0;9;8;2;1
2020-08-27 04:30:00;0;2;0;6;5;0;0;4;4;1;1
2020-08-27 04:45:00;3;2;0;8;8;3;1;7;8;1;1
2020-08-27 05:00:00;0;5;0;9;8;3;3;17;12;2;1
2020-08-27 05:15:00;4;11;1;21;15;7;2;28;25;8;4
2020-08-27 05:30:00;5;16;0;17;9;5;10;49;35;8;8
2020-08-27 05:45:00;2;21;4;34;14;5;9;53;67;26;14
2020-08-27 06:00:00;2;19;5;50;18;5;7;39;34;4;3
2020-08-27 06:15:00;3;20;3;35;14;5;8;51;63;10;6
2020-08-27 06:30:00;3;16;2;38;24;12;9;59;76;23;19
2020-08-27 06:45:00;12;30;3;49;23;6;15;72;82;17;12
2020-08-27 07:00:00;7;19;2;45;27;5;13;63;68;11;8
2020-08-27 07:15:00;6;25;7;56;29;8;13;68;83;15;13
2020-08-27 07:30:00;94;22;2;67;36;10;31;71;72;9;11
2020-08-27 07:45:00;12;39;7;62;39;9;19;68;81;12;9
2020-08-27 08:00:00;7;25;1;65;38;10;25;68;85;10;10
2020-08-27 08:15:00;16;24;8;68;46;15;23;55;69;15;14
2020-08-27 08:30:00;5;21;3;68;32;10;24;66;73;11;8
2020-08-27 08:45:00;7;17;3;74;45;15;22;56;80;15;11
2020-08-27 09:00:00;9;29;3;56;35;7;23;55;61;10;5
2020-08-27 09:15:00;6;27;9;64;42;13;29;61;44;6;3
2020-08-27 09:30:00;10;15;4;69;42;11;25;77;58;9;8
2020-08-27 09:45:00;9;14;5;61;39;5;31;52;61;7;6
2020-08-27 10:00:00;8;24;4;68;61;11;30;44;59;16;14
2020-08-27 10:15:00;9;23;2;68;66;23;22;71;56;11;8
2020-08-27 10:30:00;9;19;5;74;55;15;25;72;68;8;6
2020-08-27 10:45:00;10;22;2;76;43;18;27;60;64;12;11
2020-08-27 11:00:00;8;29;4;82;65;13;37;41;57;10;6
2020-08-27 11:15:00;10;23;5;86;63;77;40;63;59;21;17
2020-08-27 11:30:00;14;24;4;93;57;14;27;75;73;10;9
2020-08-27 11:45:00;7;17;3;92;81;24;25;54;53;9;7
2020-08-27 12:00:00;15;26;2;107;68;30;42;62;57;11;9
2020-08-27 12:15:00;6;29;8;108;97;45;61;82;47;9;5
2020-08-27 12:30:00;13;21;5;130;151;21;96;92;69;16;13
2020-08-27 12:45:00;9;17;7;173;212;38;128;98;85;13;13
2020-08-27 13:00:00;12;29;5;144;136;24;62;76;52;8;7
2020-08-27 13:15:00;16;24;2;98;73;16;42;75;57;17;15
2020-08-27 13:30:00;3;20;3;93;80;20;35;86;77;12;9
2020-08-27 13:45:00;11;30;6;98;78;23;37;72;73;14;13
2020-08-27 14:00:00;8;29;3;125;83;18;31;73;67;11;10
2020-08-27 14:15:00;14;13;1;122;80;16;33;54;49;6;6
2020-08-27 14:30:00;57;24;8;122;79;10;30;73;74;10;8
2020-08-27 14:45:00;10;27;0;91;81;21;39;76;55;18;12
2020-08-27 15:00:00;13;36;6;115;74;12;36;62;70;16;13
2020-08-27 15:15:00;11;24;5;131;88;17;34;66;74;24;20
2020-08-27 15:30:00;14;24;9;116;92;23;40;75;79;13;8
2020-08-27 15:45:00;15;20;2;137;103;14;30;59;69;13;12
2020-08-27 16:00:00;26;39;4;138;106;26;36;86;82;15;13
2020-08-27 16:15:00;18;36;4;140;106;20;44;69;76;15;10
2020-08-27 16:30:00;13;24;5;121;113;23;34;71;68;15;15
2020-08-27 16:45:00;10;24;2;138;104;21;44;82;76;17;14
2020-08-27 17:00:00;9;30;4;134;102;13;31;79;70;12;7
2020-08-27 17:15:00;14;33;3;121;105;16;45;75;65;14;14
2020-08-27 17:30:00;7;20;7;120;84;105;34;69;69;14;13
2020-08-27 17:45:00;12;18;4;101;79;92;31;56;56;13;11
2020-08-27 18:00:00;13;26;4;95;82;30;22;63;70;21;20
2020-08-27 18:15:00;7;21;3;89;78;118;40;61;54;11;10
2020-08-27 18:30:00;13;22;4;94;57;98;33;61;63;16;13
2020-08-27 18:45:00;5;17;1;84;76;17;29;52;55;13;13
2020-08-27 19:00:00;13;16;2;64;57;26;33;54;53;7;7
2020-08-27 19:15:00;6;19;3;68;57;198;33;44;45;16;14
2020-08-27 19:30:00;11;17;1;53;46;111;31;57;46;14;10
2020-08-27 19:45:00;9;19;6;51;44;10;21;36;44;9;9
2020-08-27 20:00:00;11;14;5;66;45;10;31;47;39;8;8
2020-08-27 20:15:00;9;18;3;53;46;15;20;45;40;4;4
2020-08-27 20:30:00;4;10;2;38;25;5;17;40;40;5;4
2020-08-27 20:45:00;3;9;3;56;40;23;16;33;34;6;6
2020-08-27 21:00:00;4;11;0;47;36;13;18;36;31;6;5
2020-08-27 21:15:00;5;12;4;35;25;10;16;36;26;5;5
2020-08-27 21:30:00;2;8;1;49;31;10;16;22;20;1;2
2020-08-27 21:45:00;3;4;1;41;30;7;21;20;24;5;2
2020-08-27 22:00:00;4;9;2;37;28;19;13;17;15;0;0
2020-08-27 22:15:00;8;2;8;29;20;30;11;19;15;3;3
2020-08-27 22:30:00;1;3;2;32;16;11;13;19;15;3;1
2020-08-27 22:45:00;2;6;0;26;24;24;7;20;15;3;1
2020-08-27 23:00:00;1;4;0;15;17;8;7;7;12;4;4
2020-08-27 23:15:00;5;3;1;13;18;11;10;9;9;3;2
2020-08-27 23:30:00;1;3;0;13;10;2;9;9;6;1;2
2020-08-27 23:45:00;2;4;2;10;18;17;8;8;8;4;3
