DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-08-27 00:00:00;6;16;17;8;2;1;0
2019-08-27 00:15:00;7;14;11;7;1;3;0
2019-08-27 00:30:00;5;19;17;10;3;2;0
2019-08-27 00:45:00;7;10;15;5;0;1;0
2019-08-27 01:00:00;8;7;14;9;2;2;0
2019-08-27 01:15:00;1;7;7;4;1;1;0
2019-08-27 01:30:00;6;15;8;4;0;1;0
2019-08-27 01:45:00;7;4;14;4;0;0;0
2019-08-27 02:00:00;5;3;5;6;0;2;0
2019-08-27 02:15:00;6;9;9;6;0;0;0
2019-08-27 02:30:00;10;5;13;10;1;0;0
2019-08-27 02:45:00;3;5;2;0;0;0;0
2019-08-27 03:00:00;9;11;12;13;0;1;0
2019-08-27 03:15:00;3;6;4;1;1;1;0
2019-08-27 03:30:00;4;3;4;4;0;2;0
2019-08-27 03:45:00;10;5;11;5;2;1;0
2019-08-27 04:00:00;9;9;15;5;1;1;0
2019-08-27 04:15:00;10;10;9;10;1;1;0
2019-08-27 04:30:00;18;13;18;11;0;2;0
2019-08-27 04:45:00;20;19;29;9;4;3;0
2019-08-27 05:00:00;24;21;78;27;5;7;0
2019-08-27 05:15:00;33;40;151;70;3;7;0
2019-08-27 05:30:00;42;64;156;96;5;7;0
2019-08-27 05:45:00;64;87;164;114;16;18;1
2019-08-27 06:00:00;107;145;153;101;6;17;0
2019-08-27 06:15:00;72;103;199;140;11;22;1
2019-08-27 06:30:00;63;107;239;155;8;50;0
2019-08-27 06:45:00;77;126;232;179;18;48;0
2019-08-27 07:00:00;50;92;223;153;21;33;0
2019-08-27 07:15:00;70;97;209;155;19;35;0
2019-08-27 07:30:00;76;99;260;171;15;44;3
2019-08-27 07:45:00;80;109;212;177;73;47;1
2019-08-27 08:00:00;71;93;209;124;15;42;3
2019-08-27 08:15:00;68;93;187;134;11;38;0
2019-08-27 08:30:00;61;107;198;135;19;30;0
2019-08-27 08:45:00;75;109;176;142;24;19;0
2019-08-27 09:00:00;70;91;124;99;18;14;11
2019-08-27 09:15:00;69;104;123;100;22;13;0
2019-08-27 09:30:00;65;110;110;105;18;23;7
2019-08-27 09:45:00;87;126;128;105;19;26;9
2019-08-27 10:00:00;73;105;99;99;161;27;0
2019-08-27 10:15:00;77;120;116;103;78;18;0
2019-08-27 10:30:00;84;123;95;107;11;17;0
2019-08-27 10:45:00;89;128;116;97;22;23;0
2019-08-27 11:00:00;95;142;111;99;14;13;0
2019-08-27 11:15:00;76;107;98;99;21;14;2
2019-08-27 11:30:00;80;126;124;99;19;32;0
2019-08-27 11:45:00;78;130;103;96;18;30;0
2019-08-27 12:00:00;93;132;113;98;20;21;0
2019-08-27 12:15:00;96;137;115;94;31;26;0
2019-08-27 12:30:00;99;140;112;91;13;22;1
2019-08-27 12:45:00;79;140;112;109;20;17;0
2019-08-27 13:00:00;78;142;116;106;9;26;0
2019-08-27 13:15:00;102;149;153;127;17;24;0
2019-08-27 13:30:00;102;137;172;142;10;30;0
2019-08-27 13:45:00;110;158;165;133;15;23;1
2019-08-27 14:00:00;135;178;139;116;18;17;4
2019-08-27 14:15:00;153;208;106;116;13;24;0
2019-08-27 14:30:00;177;234;109;116;136;19;0
2019-08-27 14:45:00;124;184;123;110;35;22;1
2019-08-27 15:00:00;163;223;102;103;12;17;1
2019-08-27 15:15:00;175;251;103;113;22;19;0
2019-08-27 15:30:00;168;222;112;118;19;22;0
2019-08-27 15:45:00;146;205;116;113;18;24;0
2019-08-27 16:00:00;179;255;121;122;29;25;0
2019-08-27 16:15:00;221;278;112;115;20;28;0
2019-08-27 16:30:00;168;234;110;120;19;18;2
2019-08-27 16:45:00;157;216;112;135;21;24;65
2019-08-27 17:00:00;151;220;129;137;29;25;1
2019-08-27 17:15:00;150;223;116;147;18;28;0
2019-08-27 17:30:00;140;202;104;125;10;34;2
2019-08-27 17:45:00;126;205;109;127;18;19;0
2019-08-27 18:00:00;130;174;114;118;20;28;0
2019-08-27 18:15:00;114;162;119;140;13;26;0
2019-08-27 18:30:00;87;143;101;106;21;22;1
2019-08-27 18:45:00;69;118;90;100;15;21;0
2019-08-27 19:00:00;81;125;94;93;10;26;0
2019-08-27 19:15:00;75;126;86;84;10;19;0
2019-08-27 19:30:00;53;90;74;70;28;22;0
2019-08-27 19:45:00;68;95;65;70;13;17;1
2019-08-27 20:00:00;72;107;55;58;6;14;0
2019-08-27 20:15:00;78;112;73;63;5;15;0
2019-08-27 20:30:00;48;72;57;58;7;12;0
2019-08-27 20:45:00;57;67;76;74;3;15;0
2019-08-27 21:00:00;43;62;93;65;6;9;0
2019-08-27 21:15:00;42;81;124;60;9;17;0
2019-08-27 21:30:00;43;50;101;51;7;14;0
2019-08-27 21:45:00;82;113;63;33;3;6;0
2019-08-27 22:00:00;107;141;35;38;0;5;0
2019-08-27 22:15:00;63;81;43;34;3;6;0
2019-08-27 22:30:00;32;36;35;29;6;6;0
2019-08-27 22:45:00;28;34;25;23;3;4;0
2019-08-27 23:00:00;28;26;17;10;1;4;0
2019-08-27 23:15:00;12;14;23;21;1;4;0
2019-08-27 23:30:00;16;18;24;11;1;3;0
2019-08-27 23:45:00;7;19;17;10;2;1;0
