DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-01-13 00:00:00;4;5;3;1;2;5;7;5
2020-01-13 00:15:00;5;4;1;2;5;11;6;9
2020-01-13 00:30:00;6;6;0;3;1;4;7;4
2020-01-13 00:45:00;5;10;2;6;8;9;6;9
2020-01-13 01:00:00;2;4;1;2;1;3;4;5
2020-01-13 01:15:00;2;4;5;6;3;8;7;4
2020-01-13 01:30:00;3;2;1;5;3;5;6;2
2020-01-13 01:45:00;5;9;5;2;2;4;3;3
2020-01-13 02:00:00;1;2;2;2;2;4;6;1
2020-01-13 02:15:00;6;6;2;4;4;4;4;5
2020-01-13 02:30:00;5;3;1;5;4;6;4;2
2020-01-13 02:45:00;2;2;1;1;1;3;3;6
2020-01-13 03:00:00;3;3;3;1;0;3;5;2
2020-01-13 03:15:00;4;4;1;3;2;6;4;2
2020-01-13 03:30:00;4;3;2;2;2;3;5;3
2020-01-13 03:45:00;6;5;2;4;3;9;3;1
2020-01-13 04:00:00;6;6;3;2;2;4;3;3
2020-01-13 04:15:00;15;6;7;8;5;11;9;6
2020-01-13 04:30:00;17;7;8;6;7;10;18;4
2020-01-13 04:45:00;21;10;17;12;5;13;22;8
2020-01-13 05:00:00;17;23;23;13;14;20;18;7
2020-01-13 05:15:00;26;29;20;26;17;38;38;25
2020-01-13 05:30:00;36;29;37;21;20;55;51;33
2020-01-13 05:45:00;58;50;56;33;41;108;73;34
2020-01-13 06:00:00;32;26;47;22;30;87;62;49
2020-01-13 06:15:00;63;57;58;29;43;111;101;70
2020-01-13 06:30:00;67;79;72;49;71;158;93;73
2020-01-13 06:45:00;74;85;66;68;102;199;104;85
2020-01-13 07:00:00;71;64;70;57;86;187;97;113
2020-01-13 07:15:00;92;84;67;74;125;183;127;152
2020-01-13 07:30:00;81;80;65;83;113;232;114;113
2020-01-13 07:45:00;82;83;62;92;124;255;93;104
2020-01-13 08:00:00;66;90;47;78;130;213;73;83
2020-01-13 08:15:00;71;92;41;71;106;215;80;93
2020-01-13 08:30:00;63;88;46;69;83;177;78;78
2020-01-13 08:45:00;77;85;34;101;92;174;78;99
2020-01-13 09:00:00;65;72;39;69;62;121;86;88
2020-01-13 09:15:00;72;75;34;57;59;129;89;78
2020-01-13 09:30:00;73;67;39;84;57;132;70;73
2020-01-13 09:45:00;82;89;29;102;68;126;66;81
2020-01-13 10:00:00;73;69;43;73;59;106;74;62
2020-01-13 10:15:00;83;66;37;78;56;101;79;72
2020-01-13 10:30:00;68;85;25;179;62;116;84;89
2020-01-13 10:45:00;85;95;23;45;52;94;72;88
2020-01-13 11:00:00;79;72;32;55;71;96;74;83
2020-01-13 11:15:00;77;77;26;87;78;106;89;97
2020-01-13 11:30:00;71;81;27;37;52;94;75;84
2020-01-13 11:45:00;83;71;38;40;53;113;76;80
2020-01-13 12:00:00;80;88;34;37;51;106;77;82
2020-01-13 12:15:00;65;65;25;39;50;95;78;82
2020-01-13 12:30:00;72;87;37;47;45;112;74;84
2020-01-13 12:45:00;67;76;36;43;67;106;80;108
2020-01-13 13:00:00;85;102;45;48;60;123;70;80
2020-01-13 13:15:00;84;89;53;46;52;117;79;91
2020-01-13 13:30:00;80;102;41;44;57;109;78;96
2020-01-13 13:45:00;75;80;40;40;57;119;70;79
2020-01-13 14:00:00;90;79;42;43;55;106;87;99
2020-01-13 14:15:00;80;75;47;39;61;122;72;115
2020-01-13 14:30:00;76;85;37;41;58;129;83;95
2020-01-13 14:45:00;78;75;34;90;55;114;81;108
2020-01-13 15:00:00;94;109;61;71;66;132;84;106
2020-01-13 15:15:00;96;91;61;53;61;139;83;111
2020-01-13 15:30:00;103;111;53;135;111;140;74;107
2020-01-13 15:45:00;102;105;53;86;55;118;99;121
2020-01-13 16:00:00;92;96;71;88;52;109;84;112
2020-01-13 16:15:00;123;142;67;83;65;157;105;151
2020-01-13 16:30:00;134;134;89;128;49;129;104;136
2020-01-13 16:45:00;114;114;80;117;66;142;123;171
2020-01-13 17:00:00;88;117;67;111;53;145;94;130
2020-01-13 17:15:00;102;110;76;111;57;126;127;155
2020-01-13 17:30:00;93;90;67;64;66;125;110;128
2020-01-13 17:45:00;84;86;51;59;59;123;103;120
2020-01-13 18:00:00;79;79;47;46;42;100;117;140
