DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-06-11 00:00:00;8;8;2;9;6;13;8;1;1;3;0
2020-06-11 00:15:00;11;7;5;3;2;14;11;5;1;7;2
2020-06-11 00:30:00;17;10;4;9;3;11;4;5;0;8;2
2020-06-11 00:45:00;13;11;3;4;1;16;4;0;0;3;2
2020-06-11 01:00:00;6;5;1;0;1;11;9;3;0;3;3
2020-06-11 01:15:00;5;10;1;0;0;6;1;0;2;3;1
2020-06-11 01:30:00;6;7;1;4;3;7;3;2;0;3;1
2020-06-11 01:45:00;7;7;3;2;1;11;3;1;5;11;2
2020-06-11 02:00:00;6;9;1;1;0;3;3;0;0;1;0
2020-06-11 02:15:00;8;7;2;2;2;7;8;1;1;2;1
2020-06-11 02:30:00;7;5;4;3;4;2;3;1;1;1;1
2020-06-11 02:45:00;8;3;0;3;3;6;2;1;2;2;0
2020-06-11 03:00:00;4;5;1;0;0;7;5;1;2;4;2
2020-06-11 03:15:00;5;2;0;2;2;5;2;1;0;3;2
2020-06-11 03:30:00;2;2;1;1;0;8;4;1;0;0;0
2020-06-11 03:45:00;4;2;1;1;1;3;2;0;1;2;0
2020-06-11 04:00:00;2;1;0;0;0;5;2;0;0;1;1
2020-06-11 04:15:00;4;5;2;0;0;4;3;0;0;0;0
2020-06-11 04:30:00;7;5;0;1;2;4;4;1;0;0;0
2020-06-11 04:45:00;11;3;1;1;0;3;2;0;0;3;2
2020-06-11 05:00:00;12;8;2;5;3;6;1;0;0;2;0
2020-06-11 05:15:00;10;13;2;3;3;10;8;5;4;1;0
2020-06-11 05:30:00;23;22;6;4;3;9;8;3;4;4;1
2020-06-11 05:45:00;62;57;10;6;2;12;3;0;4;1;0
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;52;47;12;7;5;17;9;1;0;2;0
2020-06-11 06:30:00;16;11;4;3;2;9;7;1;0;3;0
2020-06-11 06:45:00;16;6;3;5;0;9;5;2;4;5;1
2020-06-11 07:00:00;17;4;4;8;4;3;2;2;2;4;3
2020-06-11 07:15:00;23;12;4;8;3;10;4;1;1;6;1
2020-06-11 07:30:00;10;7;4;5;4;11;5;1;2;6;1
2020-06-11 07:45:00;16;19;3;57;8;14;5;2;2;10;4
2020-06-11 08:00:00;20;15;5;15;4;12;5;2;2;8;1
2020-06-11 08:15:00;20;19;7;17;2;10;4;3;5;15;1
2020-06-11 08:30:00;19;13;3;18;3;12;9;4;6;12;4
2020-06-11 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 09:00:00;31;23;6;17;9;12;10;4;6;14;5
2020-06-11 09:15:00;24;29;7;16;5;14;10;5;6;13;4
2020-06-11 09:30:00;36;28;6;27;5;18;13;4;11;22;5
2020-06-11 09:45:00;29;30;7;56;15;28;12;10;9;9;0
2020-06-11 10:00:00;37;31;8;28;9;22;14;7;9;21;5
2020-06-11 10:15:00;31;29;9;23;14;28;15;8;14;31;11
2020-06-11 10:30:00;51;38;16;24;14;27;19;5;10;31;10
2020-06-11 10:45:00;39;31;14;28;14;32;19;8;11;25;11
2020-06-11 11:00:00;37;37;14;26;9;23;22;6;12;25;9
