DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-05-21 00:00:00;3;2;0;1;3;5;4;4;1;1;869;1;0
2020-05-21 00:15:00;2;1;0;0;16;16;12;5;3;2;1036;0;0
2020-05-21 00:30:00;2;4;0;1;16;15;15;5;2;2;883;0;0
2020-05-21 00:45:00;5;4;0;0;8;8;5;2;4;1;882;0;0
2020-05-21 01:00:00;2;3;1;0;8;10;5;3;7;2;977;0;0
2020-05-21 01:15:00;3;3;1;0;5;4;6;2;2;1;2360;0;0
2020-05-21 01:30:00;2;2;0;0;2;2;7;3;4;2;2138;0;0
2020-05-21 01:45:00;3;2;0;0;1;1;2;4;1;0;1674;0;0
2020-05-21 02:00:00;1;1;0;0;5;9;6;2;3;1;1777;0;0
2020-05-21 02:15:00;3;1;0;0;4;4;4;1;1;2;669;0;0
2020-05-21 02:30:00;0;0;0;0;0;3;2;2;0;0;2423;0;0
2020-05-21 02:45:00;1;3;0;0;2;1;4;2;0;1;1736;0;0
2020-05-21 03:00:00;1;3;0;2;4;3;2;0;1;0;1643;0;0
2020-05-21 03:15:00;0;0;0;0;3;5;4;2;1;1;1354;0;0
2020-05-21 03:30:00;0;0;0;0;1;0;3;1;2;0;1276;0;0
2020-05-21 03:45:00;0;1;0;0;1;2;2;1;1;1;946;0;0
2020-05-21 04:00:00;2;2;0;0;4;5;0;0;1;2;767;0;0
2020-05-21 04:15:00;0;0;0;0;5;2;1;0;0;0;2561;0;0
2020-05-21 04:30:00;2;0;0;0;1;3;0;0;1;0;2359;0;0
2020-05-21 04:45:00;1;2;0;0;5;5;2;0;0;0;1947;0;0
2020-05-21 05:00:00;0;2;0;0;5;2;1;0;3;1;1273;0;0
2020-05-21 05:15:00;0;1;0;0;2;4;3;1;1;1;3;1;0
2020-05-21 05:30:00;0;3;1;0;3;3;11;5;8;7;1;0;0
2020-05-21 05:45:00;6;1;0;0;7;7;7;2;2;4;5;0;0
2020-05-21 06:00:00;5;7;0;0;13;13;4;3;0;0;1;0;0
2020-05-21 06:15:00;3;3;0;1;13;8;10;4;0;0;0;0;0
2020-05-21 06:30:00;5;2;0;0;4;5;10;4;8;3;0;0;0
2020-05-21 06:45:00;2;0;0;1;7;8;6;5;3;0;1;0;0
2020-05-21 07:00:00;7;5;2;0;9;12;8;3;1;3;0;1;0
2020-05-21 07:15:00;6;0;0;0;9;11;7;3;6;0;1;0;0
2020-05-21 07:30:00;2;2;0;0;5;8;9;3;2;2;3;0;0
2020-05-21 07:45:00;5;2;0;0;6;7;9;3;4;1;1;0;0
2020-05-21 08:00:00;3;3;0;0;9;9;5;3;6;3;0;2;1
2020-05-21 08:15:00;0;1;0;0;8;9;10;0;9;1;1;0;0
