DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-07-23 00:00:00;4;2;4;5;6;11;8;4;3;4;8;1;10;22;11;1;0;0;21;0;0;0;0;0
2020-07-23 00:15:00;3;6;6;4;0;10;10;8;9;3;6;1;14;29;22;0;0;0;30;0;0;0;0;0
2020-07-23 00:30:00;1;2;2;2;0;8;5;0;0;1;3;3;3;11;9;0;0;0;30;0;0;0;0;0
2020-07-23 00:45:00;2;1;1;0;3;8;4;3;2;1;2;2;3;14;11;1;0;0;30;0;0;0;0;0
2020-07-23 01:00:00;1;2;2;0;0;3;3;1;1;2;8;5;9;12;7;0;0;0;34;0;0;0;0;0
2020-07-23 01:15:00;0;1;2;0;2;2;5;0;8;2;6;2;3;7;8;0;0;0;39;0;0;0;0;0
2020-07-23 01:30:00;0;0;0;1;0;2;2;1;1;1;5;0;4;10;7;1;0;0;39;0;0;0;0;0
2020-07-23 01:45:00;2;2;0;2;0;4;6;0;4;1;0;0;4;7;4;0;0;0;39;0;0;0;0;0
2020-07-23 02:00:00;0;0;0;0;0;4;1;1;6;1;2;0;1;6;6;0;0;0;39;0;0;0;0;0
2020-07-23 02:15:00;0;1;0;0;1;4;3;0;3;2;0;0;4;8;7;1;0;0;36;0;0;0;0;0
2020-07-23 02:30:00;1;1;1;1;2;5;5;0;1;4;3;0;3;7;3;0;0;0;39;0;0;0;0;0
2020-07-23 02:45:00;1;2;2;0;2;2;2;0;0;0;5;0;2;12;9;0;0;0;39;0;0;0;0;0
2020-07-23 03:00:00;1;1;0;0;0;1;0;1;6;1;3;1;5;12;7;0;0;0;39;0;0;0;0;0
2020-07-23 03:15:00;1;1;1;1;1;5;1;2;3;0;0;0;4;10;5;0;0;0;39;0;0;0;0;0
2020-07-23 03:30:00;0;0;0;0;0;1;1;0;1;2;4;0;4;10;6;0;0;0;39;0;0;0;0;0
2020-07-23 03:45:00;0;0;1;1;2;6;2;1;3;0;4;0;3;11;9;1;0;0;39;0;0;0;0;0
2020-07-23 04:00:00;0;1;2;1;1;4;1;1;2;2;4;0;3;10;6;0;0;0;36;0;0;0;0;0
2020-07-23 04:15:00;0;1;2;3;1;7;3;0;5;0;8;0;8;19;9;0;0;0;39;0;0;0;0;0
2020-07-23 04:30:00;1;0;0;1;0;8;5;4;4;0;6;3;13;19;12;0;0;0;39;0;0;0;0;0
