DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-09-16 00:00:00;0;0;2;1;1;1;12;0;0
2019-09-16 00:15:00;1;2;3;0;0;0;9;0;0
2019-09-16 00:30:00;1;4;4;1;1;0;6;0;0
2019-09-16 00:45:00;1;3;5;0;0;0;3;0;0
2019-09-16 01:00:00;0;2;4;0;0;0;2;0;0
2019-09-16 01:15:00;1;1;2;2;0;0;2;0;0
2019-09-16 01:30:00;0;0;1;0;0;0;2;0;0
2019-09-16 01:45:00;1;1;4;0;0;0;2;0;0
2019-09-16 02:00:00;1;0;1;0;0;0;2;0;0
2019-09-16 02:15:00;3;5;5;0;0;0;2;0;0
2019-09-16 02:30:00;4;4;6;0;0;1;3;0;0
2019-09-16 02:45:00;1;2;2;0;0;0;1;0;0
2019-09-16 03:00:00;0;0;0;0;0;0;0;0;0
2019-09-16 03:15:00;3;2;3;0;0;0;1;0;0
2019-09-16 03:30:00;4;4;7;2;1;0;1;0;0
2019-09-16 03:45:00;0;1;4;0;0;0;4;0;0
2019-09-16 04:00:00;1;4;9;0;0;0;6;0;0
2019-09-16 04:15:00;1;5;6;2;1;2;3;0;0
2019-09-16 04:30:00;4;3;6;0;0;1;11;0;0
2019-09-16 04:45:00;8;10;15;2;1;0;11;0;0
2019-09-16 05:00:00;6;11;21;6;2;2;28;0;0
2019-09-16 05:15:00;11;14;32;7;2;7;54;0;0
2019-09-16 05:30:00;19;26;41;8;3;2;51;0;0
2019-09-16 05:45:00;19;24;48;13;11;14;86;0;0
2019-09-16 06:00:00;18;19;38;18;8;7;45;0;0
2019-09-16 06:15:00;26;32;61;16;8;16;67;2;0
2019-09-16 06:30:00;39;41;67;38;28;42;92;3;2
2019-09-16 06:45:00;41;37;61;24;23;41;115;1;3
2019-09-16 07:00:00;58;51;80;24;21;24;117;3;10
2019-09-16 07:15:00;40;44;78;36;19;22;140;23;8
2019-09-16 07:30:00;86;64;98;33;9;19;121;13;14
2019-09-16 07:45:00;97;76;102;34;20;27;165;7;14
2019-09-16 08:00:00;76;53;76;35;21;29;151;6;8
2019-09-16 08:15:00;55;59;98;26;17;22;114;8;16
2019-09-16 08:30:00;51;67;103;30;14;16;101;2;12
2019-09-16 08:45:00;43;54;86;22;12;10;96;2;2
2019-09-16 09:00:00;38;49;68;16;9;13;82;2;5
2019-09-16 09:15:00;29;30;47;12;5;6;75;2;4
2019-09-16 09:30:00;40;36;60;16;11;4;69;23;0
2019-09-16 09:45:00;23;52;71;11;6;2;73;9;5
2019-09-16 10:00:00;26;38;61;15;9;3;68;2;2
2019-09-16 10:15:00;39;33;56;20;11;6;66;14;2
2019-09-16 10:30:00;30;50;65;15;9;9;88;8;19
2019-09-16 10:45:00;47;69;76;17;9;3;84;2;8
2019-09-16 11:00:00;44;68;86;23;12;5;70;10;5
2019-09-16 11:15:00;37;40;65;23;7;5;81;19;6
2019-09-16 11:30:00;42;50;67;18;8;2;67;2;21
2019-09-16 11:45:00;39;56;76;19;6;7;89;7;2
2019-09-16 12:00:00;30;50;70;10;8;8;90;27;8
