DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-11-12 00:00:00;10;6;0;6;6;1;0;4;0;0;0;0;0;0
2020-11-12 00:15:00;9;4;0;5;9;3;0;1;2;0;0;0;0;0
2020-11-12 00:30:00;3;14;0;2;8;0;0;0;1;0;0;0;0;0
2020-11-12 00:45:00;4;6;0;3;4;1;0;0;0;0;0;0;0;0
2020-11-12 01:00:00;5;9;0;4;3;2;1;1;0;0;0;0;0;0
2020-11-12 01:15:00;3;7;0;3;6;0;0;0;1;0;0;0;0;0
2020-11-12 01:30:00;3;4;0;3;3;0;0;0;1;0;0;0;0;0
2020-11-12 01:45:00;1;1;0;6;2;0;2;1;0;0;0;0;0;0
2020-11-12 02:00:00;3;1;0;3;6;2;0;0;0;0;0;0;0;0
2020-11-12 02:15:00;0;2;0;5;6;0;1;2;1;0;0;0;0;0
2020-11-12 02:30:00;2;4;0;7;5;0;0;0;1;0;0;0;0;0
2020-11-12 02:45:00;0;0;0;0;6;0;0;0;0;0;0;0;0;0
2020-11-12 03:00:00;5;5;0;1;2;0;0;0;0;0;0;0;0;0
2020-11-12 03:15:00;7;12;0;2;4;1;0;0;1;0;0;0;0;0
2020-11-12 03:30:00;6;7;0;2;9;1;1;0;0;0;0;0;0;0
2020-11-12 03:45:00;5;5;0;2;7;1;0;0;0;0;1;0;0;0
2020-11-12 04:00:00;6;12;0;3;1;0;0;0;0;0;0;0;0;0
2020-11-12 04:15:00;2;7;0;7;15;1;0;0;0;0;0;0;0;0
2020-11-12 04:30:00;8;16;0;7;12;1;1;1;1;0;0;0;0;0
2020-11-12 04:45:00;16;15;0;10;18;1;0;0;1;0;0;0;0;0
2020-11-12 05:00:00;46;50;0;14;34;2;1;0;0;0;0;0;0;0
2020-11-12 05:15:00;97;125;0;18;35;5;2;3;1;1;0;0;0;0
2020-11-12 05:30:00;83;117;0;27;40;8;1;2;0;2;0;0;0;0
2020-11-12 05:45:00;75;94;0;51;86;15;0;3;2;0;0;0;0;0
2020-11-12 06:00:00;53;80;1;60;107;11;1;3;0;2;0;0;0;0
2020-11-12 06:15:00;78;110;0;79;111;30;1;4;3;0;0;0;0;0
2020-11-12 06:30:00;124;163;0;77;116;34;2;8;1;5;0;0;0;0
2020-11-12 06:45:00;140;177;2;63;95;32;4;19;7;3;0;0;0;0
2020-11-12 07:00:00;125;160;0;70;96;48;2;16;5;8;0;3;0;2
2020-11-12 07:15:00;157;185;0;97;101;93;13;29;17;17;0;0;12;0
2020-11-12 07:30:00;167;143;2;113;85;96;55;44;11;33;0;13;7;0
2020-11-12 07:45:00;158;156;1;117;102;103;64;65;16;27;2;1;14;16
2020-11-12 08:00:00;159;197;1;76;98;67;21;32;14;17;4;16;2;1
2020-11-12 08:15:00;101;143;1;84;111;52;11;20;15;10;0;10;0;0
2020-11-12 08:30:00;96;158;0;86;116;53;11;25;8;13;0;0;4;0
2020-11-12 08:45:00;127;156;0;84;93;60;11;24;9;12;1;0;10;0
2020-11-12 09:00:00;79;146;0;72;86;47;11;23;12;8;0;0;0;0
