DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-12-21 00:00:00;0;0;0;0;0;0
2020-12-21 00:15:00;0;0;0;0;0;0
2020-12-21 00:30:00;0;0;0;0;0;0
2020-12-21 00:45:00;0;0;0;0;0;0
2020-12-21 01:00:00;2;0;0;0;0;0
2020-12-21 01:15:00;0;0;0;0;0;0
2020-12-21 01:30:00;0;0;0;0;0;0
2020-12-21 01:45:00;0;0;0;0;0;0
2020-12-21 02:00:00;0;0;0;0;0;0
2020-12-21 02:15:00;0;0;0;0;0;0
2020-12-21 02:30:00;0;0;0;0;0;0
2020-12-21 02:45:00;0;0;0;0;0;0
2020-12-21 03:00:00;0;0;0;0;0;0
2020-12-21 03:15:00;2;1;0;0;0;0
2020-12-21 03:30:00;0;0;0;0;0;0
2020-12-21 03:45:00;0;0;0;0;0;0
2020-12-21 04:00:00;0;0;0;0;0;0
2020-12-21 04:15:00;0;0;0;0;0;0
2020-12-21 04:30:00;0;1;0;0;0;0
2020-12-21 04:45:00;2;0;0;0;0;0
2020-12-21 05:00:00;1;3;0;0;0;0
2020-12-21 05:15:00;4;6;0;0;0;0
2020-12-21 05:30:00;7;4;0;0;0;0
2020-12-21 05:45:00;4;3;0;0;0;0
2020-12-21 06:00:00;3;9;0;0;0;0
2020-12-21 06:15:00;4;6;0;1;0;0
2020-12-21 06:30:00;7;6;0;0;0;0
2020-12-21 06:45:00;12;10;0;0;0;0
2020-12-21 07:00:00;4;11;0;0;0;0
2020-12-21 07:15:00;4;7;0;0;0;0
2020-12-21 07:30:00;7;7;0;0;0;0
2020-12-21 07:45:00;14;6;0;0;0;0
2020-12-21 08:00:00;7;6;0;0;0;0
2020-12-21 08:15:00;14;8;0;0;0;0
2020-12-21 08:30:00;6;5;0;0;0;0
2020-12-21 08:45:00;7;16;0;0;0;0
2020-12-21 09:00:00;7;13;0;2;0;0
2020-12-21 09:15:00;7;6;0;0;0;0
2020-12-21 09:30:00;9;13;0;0;0;0
2020-12-21 09:45:00;9;7;0;1;0;0
2020-12-21 10:00:00;10;9;2;0;0;0
2020-12-21 10:15:00;10;7;3;0;0;0
2020-12-21 10:30:00;13;5;0;1;0;0
2020-12-21 10:45:00;11;10;2;0;0;0
2020-12-21 11:00:00;11;10;1;0;0;0
2020-12-21 11:15:00;10;13;0;2;0;0
2020-12-21 11:30:00;8;16;0;1;0;0
2020-12-21 11:45:00;15;17;0;0;0;0
2020-12-21 12:00:00;6;7;6;0;0;0
2020-12-21 12:15:00;13;11;0;0;0;0
2020-12-21 12:30:00;7;13;0;0;0;0
2020-12-21 12:45:00;6;9;0;4;0;0
2020-12-21 13:00:00;9;17;2;0;0;0
2020-12-21 13:15:00;14;5;0;0;0;0
2020-12-21 13:30:00;12;3;0;0;0;0
2020-12-21 13:45:00;10;11;1;1;0;0
2020-12-21 14:00:00;14;17;4;4;0;0
2020-12-21 14:15:00;11;11;0;3;0;0
2020-12-21 14:30:00;11;8;0;2;0;0
2020-12-21 14:45:00;13;12;3;0;0;0
2020-12-21 15:00:00;9;20;3;0;0;0
2020-12-21 15:15:00;10;14;9;2;0;0
2020-12-21 15:30:00;10;18;2;1;0;0
2020-12-21 15:45:00;10;11;3;0;0;0
2020-12-21 16:00:00;8;18;0;3;0;0
2020-12-21 16:15:00;15;17;1;1;0;0
2020-12-21 16:30:00;14;18;3;0;0;0
2020-12-21 16:45:00;13;10;1;0;0;0
2020-12-21 17:00:00;7;15;1;0;0;0
2020-12-21 17:15:00;7;10;0;0;0;0
2020-12-21 17:30:00;12;14;0;0;0;0
2020-12-21 17:45:00;9;11;0;0;0;0
2020-12-21 18:00:00;12;16;0;0;0;0
2020-12-21 18:15:00;6;4;0;0;0;0
2020-12-21 18:30:00;13;5;0;0;0;0
2020-12-21 18:45:00;8;8;0;0;0;0
2020-12-21 19:00:00;4;7;0;0;0;0
2020-12-21 19:15:00;5;3;0;0;0;0
2020-12-21 19:30:00;8;2;0;0;0;0
2020-12-21 19:45:00;6;5;0;0;0;0
2020-12-21 20:00:00;3;5;0;0;0;0
2020-12-21 20:15:00;3;3;0;0;0;0
2020-12-21 20:30:00;2;2;1;0;0;0
2020-12-21 20:45:00;8;0;0;0;0;0
2020-12-21 21:00:00;4;1;0;0;0;0
2020-12-21 21:15:00;0;1;0;0;0;0
2020-12-21 21:30:00;0;0;0;0;0;0
2020-12-21 21:45:00;2;2;0;0;0;0
2020-12-21 22:00:00;1;0;0;0;0;0
2020-12-21 22:15:00;1;1;0;0;0;0
2020-12-21 22:30:00;2;1;0;0;0;0
2020-12-21 22:45:00;0;1;0;0;0;0
2020-12-21 23:00:00;0;0;0;0;0;0
2020-12-21 23:15:00;0;0;0;0;0;0
2020-12-21 23:30:00;3;0;0;0;0;0
2020-12-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
