DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-11-28 00:00:00;1;2;4;1;1;0;1;2;0;0
2019-11-28 00:15:00;8;9;6;6;1;0;2;5;0;0
2019-11-28 00:30:00;4;5;3;1;0;0;0;1;0;0
2019-11-28 00:45:00;6;6;3;0;1;0;1;3;0;0
2019-11-28 01:00:00;1;1;1;1;0;0;0;2;0;0
2019-11-28 01:15:00;3;4;3;1;1;0;0;1;0;0
2019-11-28 01:30:00;1;1;2;1;0;0;0;0;0;0
2019-11-28 01:45:00;0;2;4;1;0;0;1;1;0;0
2019-11-28 02:00:00;1;1;3;1;1;0;1;1;0;0
2019-11-28 02:15:00;3;4;2;0;1;0;0;2;0;0
2019-11-28 02:30:00;2;1;1;0;0;0;0;0;0;0
2019-11-28 02:45:00;3;5;0;0;1;0;1;3;0;0
2019-11-28 03:00:00;3;2;2;0;0;0;0;0;0;0
2019-11-28 03:15:00;0;1;2;0;0;0;1;0;0;0
2019-11-28 03:30:00;3;2;0;0;0;0;0;0;0;0
2019-11-28 03:45:00;11;4;5;4;5;1;2;2;0;0
2019-11-28 04:00:00;3;5;3;3;2;0;1;0;0;0
2019-11-28 04:15:00;10;5;2;0;0;0;2;0;0;0
2019-11-28 04:30:00;9;8;10;1;2;0;2;2;0;0
2019-11-28 04:45:00;34;7;21;0;0;1;0;4;0;0
2019-11-28 05:00:00;71;10;55;4;2;4;1;4;0;0
2019-11-28 05:15:00;119;10;171;8;1;4;3;10;0;0
2019-11-28 05:30:00;163;24;125;10;5;10;15;20;0;0
2019-11-28 05:45:00;125;33;84;14;24;5;81;67;0;0
2019-11-28 06:00:00;63;30;73;7;72;5;179;94;1;0
2019-11-28 06:15:00;72;26;91;7;27;0;48;33;0;0
2019-11-28 06:30:00;87;40;125;3;3;2;11;9;0;0
2019-11-28 06:45:00;102;43;132;2;3;1;6;12;0;0
2019-11-28 07:00:00;76;36;88;3;2;3;2;6;0;0
2019-11-28 07:15:00;76;29;109;8;0;4;7;9;3;0
2019-11-28 07:30:00;103;64;142;7;7;5;13;12;0;1
2019-11-28 07:45:00;76;54;136;16;8;8;18;10;0;0
2019-11-28 08:00:00;101;60;124;13;7;9;9;8;0;0
2019-11-28 08:15:00;84;51;136;7;11;6;9;11;1;0
2019-11-28 08:30:00;73;54;109;9;5;5;22;15;1;6
2019-11-28 08:45:00;79;56;75;8;5;3;7;8;2;0
2019-11-28 09:00:00;44;51;45;6;3;1;7;5;5;2
2019-11-28 09:15:00;39;53;55;4;3;3;12;7;1;0
2019-11-28 09:30:00;38;40;61;2;5;3;13;7;1;7
2019-11-28 09:45:00;35;50;59;12;5;5;17;8;1;0
2019-11-28 10:00:00;41;47;49;2;7;8;14;6;1;0
2019-11-28 10:15:00;28;52;72;5;4;3;15;13;2;2
2019-11-28 10:30:00;29;57;63;9;4;4;19;9;1;33
2019-11-28 10:45:00;47;56;75;5;6;2;13;7;1;2
2019-11-28 11:00:00;43;49;87;2;11;5;19;10;2;0
2019-11-28 11:15:00;37;43;69;6;9;5;10;10;0;0
2019-11-28 11:30:00;43;51;71;9;9;2;20;10;0;0
2019-11-28 11:45:00;35;52;95;8;14;5;32;18;1;0
2019-11-28 12:00:00;39;61;73;6;11;3;19;15;3;0
2019-11-28 12:15:00;53;61;89;4;6;3;25;15;1;2
2019-11-28 12:30:00;53;53;97;1;10;3;21;17;3;0
2019-11-28 12:45:00;62;57;80;9;10;7;18;17;1;2
2019-11-28 13:00:00;82;49;100;9;11;14;22;14;2;1
2019-11-28 13:15:00;107;45;94;7;12;6;22;15;0;0
2019-11-28 13:30:00;126;51;97;17;15;9;28;14;0;0
2019-11-28 13:45:00;97;58;112;5;17;7;35;29;0;0
2019-11-28 14:00:00;58;57;103;4;82;9;98;56;0;0
2019-11-28 14:15:00;46;83;58;11;67;5;154;82;13;0
2019-11-28 14:30:00;43;99;77;6;38;6;134;83;3;3
2019-11-28 14:45:00;54;84;60;3;13;3;56;31;3;24
2019-11-28 15:00:00;37;63;68;9;18;3;62;49;6;0
2019-11-28 15:15:00;51;93;69;8;20;1;83;42;0;1
2019-11-28 15:30:00;42;94;104;6;24;5;56;44;2;1
2019-11-28 15:45:00;45;79;74;2;27;5;49;28;4;10
2019-11-28 16:00:00;64;109;107;5;30;0;52;42;2;9
2019-11-28 16:15:00;54;78;106;6;17;6;52;32;4;0
2019-11-28 16:30:00;61;89;94;3;23;1;56;42;1;7
2019-11-28 16:45:00;44;72;88;9;22;5;51;23;7;24
2019-11-28 17:00:00;45;82;104;5;15;2;46;22;1;5
2019-11-28 17:15:00;47;76;88;1;19;10;58;39;0;0
2019-11-28 17:30:00;53;86;98;3;10;5;50;32;5;2
2019-11-28 17:45:00;58;70;78;5;21;5;31;27;0;0
2019-11-28 18:00:00;41;54;63;3;15;3;25;14;1;23
2019-11-28 18:15:00;29;52;53;4;14;2;12;17;0;0
2019-11-28 18:30:00;39;59;67;4;15;1;27;12;3;0
2019-11-28 18:45:00;33;50;62;3;8;2;21;12;0;0
2019-11-28 19:00:00;48;53;53;6;6;6;11;6;1;0
2019-11-28 19:15:00;31;41;42;4;8;3;12;7;3;0
2019-11-28 19:30:00;28;31;44;3;7;6;10;9;0;0
2019-11-28 19:45:00;30;27;34;0;4;6;5;6;0;0
2019-11-28 20:00:00;22;27;33;3;3;0;8;5;0;0
2019-11-28 20:15:00;38;22;29;1;0;1;8;7;0;0
2019-11-28 20:30:00;29;20;28;0;2;0;1;10;0;0
2019-11-28 20:45:00;38;10;47;0;0;0;4;6;0;0
2019-11-28 21:00:00;89;19;67;3;4;1;6;2;0;0
2019-11-28 21:15:00;148;28;111;5;4;4;8;16;0;0
2019-11-28 21:30:00;113;16;74;10;5;4;7;23;0;0
2019-11-28 21:45:00;48;29;23;9;40;5;38;72;0;0
2019-11-28 22:00:00;37;67;34;11;110;7;94;80;1;7
2019-11-28 22:15:00;7;23;12;10;49;2;22;26;0;0
2019-11-28 22:30:00;17;19;7;1;9;0;5;8;0;0
2019-11-28 22:45:00;8;7;8;0;0;0;2;6;0;0
2019-11-28 23:00:00;12;13;14;2;1;0;1;6;0;0
2019-11-28 23:15:00;8;6;12;2;0;1;4;1;0;0
2019-11-28 23:30:00;7;7;8;1;0;0;0;1;0;0
2019-11-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
