DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2019-09-13 00:00:00;2;2;3;4;6;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 00:15:00;1;5;3;4;8;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 00:30:00;1;2;3;1;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 00:45:00;5;4;0;1;6;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 01:00:00;3;4;2;2;5;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 01:15:00;3;4;4;3;5;2;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 01:30:00;1;1;4;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 01:45:00;1;0;1;0;4;3;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
2019-09-13 02:00:00;0;0;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 02:15:00;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 02:30:00;2;3;5;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 02:45:00;0;1;0;1;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 03:00:00;3;2;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 03:15:00;1;1;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 03:30:00;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 03:45:00;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 04:00:00;0;4;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 04:15:00;0;5;0;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 04:30:00;1;1;2;2;10;5;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 04:45:00;3;6;2;2;6;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 05:00:00;3;3;5;6;33;19;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 05:15:00;2;11;12;5;55;25;5;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 05:30:00;10;13;10;3;80;29;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 05:45:00;19;35;31;10;73;45;9;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-13 06:00:00;19;32;19;19;45;26;9;0;0;6;0;0;0;1;0;0;0;0;0;1;0;0
2019-09-13 06:15:00;21;39;31;16;83;32;11;1;0;6;0;0;0;0;0;0;0;0;0;1;1;0
2019-09-13 06:30:00;20;25;19;17;134;30;16;3;0;5;0;0;0;1;2;0;0;0;0;2;0;0
