DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-11-12 00:00:00;5;2;0;7;1;4;2;1;1
2019-11-12 00:15:00;8;6;2;10;2;4;2;1;1
2019-11-12 00:30:00;3;0;2;6;1;5;3;0;0
2019-11-12 00:45:00;6;3;1;4;2;7;5;1;1
2019-11-12 01:00:00;3;0;0;1;2;4;2;1;1
2019-11-12 01:15:00;4;2;0;7;2;3;3;2;2
2019-11-12 01:30:00;4;2;1;2;0;3;0;0;0
2019-11-12 01:45:00;1;1;1;2;2;6;0;1;1
2019-11-12 02:00:00;1;2;0;3;0;2;3;1;1
2019-11-12 02:15:00;1;1;0;4;4;0;1;3;3
2019-11-12 02:30:00;3;1;2;4;1;3;2;2;2
2019-11-12 02:45:00;3;1;0;3;0;1;2;2;2
2019-11-12 03:00:00;1;0;0;4;0;1;2;4;4
2019-11-12 03:15:00;2;1;1;3;0;3;2;5;5
2019-11-12 03:30:00;5;2;1;2;2;4;1;4;4
2019-11-12 03:45:00;3;0;0;5;2;0;1;2;2
2019-11-12 04:00:00;3;2;0;5;2;6;4;7;7
2019-11-12 04:15:00;0;3;2;6;3;5;3;4;4
2019-11-12 04:30:00;9;5;2;8;7;5;5;1;1
2019-11-12 04:45:00;13;6;2;17;5;9;6;6;6
2019-11-12 05:00:00;25;12;3;11;10;23;19;4;3
2019-11-12 05:15:00;39;16;3;22;16;30;37;5;5
2019-11-12 05:30:00;38;29;7;28;16;42;41;5;5
2019-11-12 05:45:00;40;26;13;55;39;55;62;10;11
2019-11-12 06:00:00;37;31;12;73;68;57;58;16;15
2019-11-12 06:15:00;48;34;3;64;66;91;110;18;19
2019-11-12 06:30:00;52;38;13;42;34;130;155;18;17
2019-11-12 06:45:00;62;42;11;43;44;165;172;23;23
2019-11-12 07:00:00;53;28;10;38;30;183;174;24;25
2019-11-12 07:15:00;57;43;23;35;29;204;190;24;23
2019-11-12 07:30:00;79;54;15;33;36;180;139;27;27
2019-11-12 07:45:00;72;54;32;38;40;140;127;26;26
2019-11-12 08:00:00;65;49;20;40;29;120;133;16;16
2019-11-12 08:15:00;65;35;24;34;26;110;113;14;14
2019-11-12 08:30:00;67;36;8;39;35;89;104;16;16
2019-11-12 08:45:00;50;46;18;38;35;101;100;13;13
2019-11-12 09:00:00;54;32;12;40;29;68;85;18;18
2019-11-12 09:15:00;64;36;14;38;32;70;77;18;18
2019-11-12 09:30:00;56;33;7;41;28;79;75;16;18
2019-11-12 09:45:00;69;43;16;39;27;66;68;19;18
2019-11-12 10:00:00;58;34;16;40;32;61;58;21;20
2019-11-12 10:15:00;74;42;22;46;44;61;62;13;13
2019-11-12 10:30:00;61;36;19;37;44;52;63;25;25
2019-11-12 10:45:00;73;40;18;50;28;49;65;15;15
2019-11-12 11:00:00;59;51;27;53;57;54;57;19;19
2019-11-12 11:15:00;63;55;12;52;34;52;48;11;11
2019-11-12 11:30:00;62;49;19;44;36;48;51;11;11
2019-11-12 11:45:00;58;48;17;59;56;53;64;18;18
2019-11-12 12:00:00;78;46;13;51;59;57;63;17;17
2019-11-12 12:15:00;74;45;21;55;62;59;69;13;13
2019-11-12 12:30:00;74;75;15;49;37;49;59;13;13
2019-11-12 12:45:00;75;66;16;47;44;61;68;10;10
2019-11-12 13:00:00;87;75;28;62;67;52;67;16;16
2019-11-12 13:15:00;98;73;20;46;44;80;79;19;19
2019-11-12 13:30:00;77;69;13;63;76;81;99;18;18
2019-11-12 13:45:00;89;73;15;58;64;62;84;14;14
2019-11-12 14:00:00;95;73;24;58;79;75;92;15;15
2019-11-12 14:15:00;86;78;13;68;78;76;68;20;20
2019-11-12 14:30:00;92;83;12;93;85;72;81;26;26
2019-11-12 14:45:00;93;93;10;73;102;77;71;20;20
2019-11-12 15:00:00;98;82;15;93;81;78;70;15;16
2019-11-12 15:15:00;104;106;27;96;99;73;86;22;22
2019-11-12 15:30:00;136;129;23;111;110;89;89;18;17
