DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-03-05 00:00:00;0;2;2;2;1;1;1;0;3;0;0;0;0;0;0
2020-03-05 00:15:00;6;2;2;1;1;2;2;0;4;0;0;0;0;0;0
2020-03-05 00:30:00;3;2;3;1;1;0;0;0;6;0;0;0;0;0;0
2020-03-05 00:45:00;0;2;4;6;6;4;2;0;2;0;0;0;0;0;0
2020-03-05 01:00:00;2;0;1;1;1;0;0;0;7;0;0;0;0;0;0
2020-03-05 01:15:00;1;2;2;3;3;3;1;0;4;0;0;0;0;0;0
2020-03-05 01:30:00;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2020-03-05 01:45:00;2;1;2;3;1;2;2;0;3;0;0;0;0;0;0
2020-03-05 02:00:00;2;1;1;1;1;1;0;0;1;0;0;0;0;0;0
2020-03-05 02:15:00;8;1;4;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-05 02:30:00;4;0;1;2;2;3;1;0;3;0;0;0;0;0;0
2020-03-05 02:45:00;2;0;0;2;1;2;1;0;2;0;0;0;0;0;0
2020-03-05 03:00:00;4;1;4;1;1;1;0;0;6;0;0;0;0;0;0
2020-03-05 03:15:00;3;0;2;1;1;1;1;0;3;0;0;0;0;0;0
2020-03-05 03:30:00;0;0;1;5;5;3;2;0;2;0;0;0;0;0;0
2020-03-05 03:45:00;7;1;2;4;4;2;1;1;3;0;0;0;0;0;0
2020-03-05 04:00:00;2;5;7;3;2;1;1;0;2;0;0;0;0;0;0
2020-03-05 04:15:00;5;6;7;4;4;2;0;0;5;0;0;0;0;0;0
2020-03-05 04:30:00;12;4;8;3;3;2;0;3;9;0;0;0;0;0;0
2020-03-05 04:45:00;10;18;22;7;5;6;4;0;11;0;0;0;0;0;0
2020-03-05 05:00:00;13;61;64;2;2;7;6;4;18;0;0;0;0;0;0
2020-03-05 05:15:00;13;145;145;11;11;7;4;7;21;0;0;0;0;0;0
