DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-09-22 00:00:00;13;10;12;6;0;1;0
2020-09-22 00:15:00;8;15;13;11;0;2;0
2020-09-22 00:30:00;9;8;14;6;0;2;0
2020-09-22 00:45:00;6;5;6;5;1;0;0
2020-09-22 01:00:00;6;11;11;8;0;5;0
2020-09-22 01:15:00;5;7;4;4;0;2;0
2020-09-22 01:30:00;7;3;10;6;0;0;0
2020-09-22 01:45:00;11;6;6;7;0;0;0
2020-09-22 02:00:00;6;2;7;4;0;1;0
2020-09-22 02:15:00;6;3;2;5;0;0;0
2020-09-22 02:30:00;4;2;4;1;1;0;0
2020-09-22 02:45:00;8;4;6;2;0;0;0
2020-09-22 03:00:00;6;5;3;2;0;0;0
2020-09-22 03:15:00;8;10;11;8;0;2;0
2020-09-22 03:30:00;5;7;5;3;5;1;0
2020-09-22 03:45:00;6;3;7;4;0;0;0
2020-09-22 04:00:00;6;7;7;0;0;0;0
2020-09-22 04:15:00;8;7;4;4;0;0;0
2020-09-22 04:30:00;13;15;30;7;2;1;0
2020-09-22 04:45:00;20;22;47;18;2;3;0
2020-09-22 05:00:00;35;27;128;58;1;9;0
2020-09-22 05:15:00;32;34;224;139;7;27;0
2020-09-22 05:30:00;57;63;201;127;10;19;0
2020-09-22 05:45:00;140;165;162;108;32;14;0
2020-09-22 06:00:00;153;198;144;105;15;19;0
2020-09-22 06:15:00;115;144;178;142;21;17;0
2020-09-22 06:30:00;83;127;197;152;13;40;0
2020-09-22 06:45:00;79;115;234;176;20;35;0
2020-09-22 07:00:00;67;96;174;166;18;35;0
2020-09-22 07:15:00;80;131;223;193;222;38;0
2020-09-22 07:30:00;97;122;219;270;55;53;3
2020-09-22 07:45:00;96;143;236;262;27;70;0
2020-09-22 08:00:00;85;127;222;174;21;47;0
2020-09-22 08:15:00;75;122;201;155;23;44;0
2020-09-22 08:30:00;70;106;159;144;26;28;0
2020-09-22 08:45:00;64;115;146;139;19;31;2
2020-09-22 09:00:00;81;111;120;108;16;17;0
2020-09-22 09:15:00;68;104;109;121;21;18;2
2020-09-22 09:30:00;72;95;94;105;171;14;0
2020-09-22 09:45:00;79;120;130;125;21;22;0
2020-09-22 10:00:00;81;105;102;104;21;22;0
2020-09-22 10:15:00;88;136;94;94;18;26;0
2020-09-22 10:30:00;97;126;97;106;20;27;0
2020-09-22 10:45:00;91;125;109;121;24;24;1
2020-09-22 11:00:00;93;154;110;109;27;24;0
2020-09-22 11:15:00;88;125;99;86;60;21;0
2020-09-22 11:30:00;94;120;115;111;18;27;0
2020-09-22 11:45:00;101;143;110;98;25;29;4
2020-09-22 12:00:00;102;146;132;128;21;36;2
2020-09-22 12:15:00;98;152;78;104;16;24;0
2020-09-22 12:30:00;95;138;119;106;20;25;0
2020-09-22 12:45:00;101;151;121;109;37;28;0
2020-09-22 13:00:00;94;132;131;123;120;31;0
2020-09-22 13:15:00;104;156;154;137;13;30;0
2020-09-22 13:30:00;113;173;177;147;22;31;6
2020-09-22 13:45:00;128;158;172;143;30;42;13
2020-09-22 14:00:00;158;239;142;143;16;30;0
2020-09-22 14:15:00;207;284;109;112;19;22;2
2020-09-22 14:30:00;244;302;98;110;17;26;0
2020-09-22 14:45:00;178;261;123;138;17;30;0
2020-09-22 15:00:00;185;232;144;141;16;34;0
2020-09-22 15:15:00;178;250;130;133;23;25;0
2020-09-22 15:30:00;180;245;120;135;19;31;0
2020-09-22 15:45:00;191;278;119;152;21;37;0
2020-09-22 16:00:00;213;277;116;140;15;37;0
2020-09-22 16:15:00;192;265;121;141;25;28;3
2020-09-22 16:30:00;190;245;119;150;22;33;0
2020-09-22 16:45:00;170;234;122;145;20;24;0
2020-09-22 17:00:00;155;234;132;161;41;26;0
2020-09-22 17:15:00;196;244;151;165;25;30;2
2020-09-22 17:30:00;152;228;122;141;18;30;0
2020-09-22 17:45:00;116;187;147;170;16;31;3
2020-09-22 18:00:00;117;160;119;120;19;27;0
2020-09-22 18:15:00;112;171;105;155;13;26;0
2020-09-22 18:30:00;100;158;99;117;10;29;0
2020-09-22 18:45:00;90;152;93;101;15;16;1
2020-09-22 19:00:00;80;138;98;92;20;18;1
2020-09-22 19:15:00;71;113;89;102;9;21;0
2020-09-22 19:30:00;76;128;74;85;10;16;0
2020-09-22 19:45:00;70;101;61;74;9;14;1
2020-09-22 20:00:00;83;88;58;64;5;20;0
2020-09-22 20:15:00;70;98;67;75;5;11;0
2020-09-22 20:30:00;65;78;71;57;13;9;0
2020-09-22 20:45:00;64;63;93;60;3;10;0
2020-09-22 21:00:00;46;64;180;87;4;14;0
2020-09-22 21:15:00;43;57;187;80;6;13;0
2020-09-22 21:30:00;55;63;148;77;2;12;0
2020-09-22 21:45:00;95;113;57;37;6;6;0
2020-09-22 22:00:00;144;189;54;29;5;4;0
2020-09-22 22:15:00;66;64;32;35;4;7;0
2020-09-22 22:30:00;43;46;36;35;1;6;0
2020-09-22 22:45:00;26;27;23;15;2;1;0
2020-09-22 23:00:00;23;29;27;18;2;3;0
2020-09-22 23:15:00;15;13;29;23;1;2;0
2020-09-22 23:30:00;17;24;26;10;0;4;0
