DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-07-30 00:00:00;14;8;0;0;0;10;6;0;0
2020-07-30 00:15:00;28;12;0;0;0;26;10;0;0
2020-07-30 00:30:00;12;11;0;0;0;19;7;0;0
2020-07-30 00:45:00;11;6;0;0;1;17;12;0;0
2020-07-30 01:00:00;11;7;1;0;0;13;8;0;0
2020-07-30 01:15:00;14;7;0;0;0;10;7;0;0
2020-07-30 01:30:00;7;7;0;0;0;13;4;0;0
2020-07-30 01:45:00;20;9;0;0;0;11;8;0;0
2020-07-30 02:00:00;9;6;0;0;0;9;6;0;0
2020-07-30 02:15:00;11;4;0;0;0;7;2;0;0
2020-07-30 02:30:00;9;5;0;0;0;8;4;0;0
2020-07-30 02:45:00;8;2;0;0;0;9;5;0;0
2020-07-30 03:00:00;7;2;0;0;0;11;5;0;0
2020-07-30 03:15:00;8;5;0;0;0;10;4;0;0
2020-07-30 03:30:00;10;5;0;0;0;7;1;0;0
2020-07-30 03:45:00;6;2;0;0;1;6;4;0;0
2020-07-30 04:00:00;10;4;0;0;0;14;5;0;0
2020-07-30 04:15:00;13;5;0;0;0;6;5;0;0
2020-07-30 04:30:00;18;7;1;0;1;15;8;0;0
2020-07-30 04:45:00;25;15;0;1;0;26;8;0;0
2020-07-30 05:00:00;34;21;0;0;1;64;42;0;0
2020-07-30 05:15:00;50;23;3;1;0;138;80;0;1
2020-07-30 05:30:00;52;46;4;0;1;162;108;0;2
2020-07-30 05:45:00;117;119;4;4;3;151;131;0;1
2020-07-30 06:00:00;118;100;1;2;2;122;107;0;1
2020-07-30 06:15:00;89;83;3;3;5;147;129;0;5
2020-07-30 06:30:00;74;89;4;1;4;186;183;4;4
2020-07-30 06:45:00;75;90;6;4;7;183;164;3;4
2020-07-30 07:00:00;87;78;6;13;11;159;166;7;3
2020-07-30 07:15:00;91;72;6;11;16;179;184;9;5
2020-07-30 07:30:00;80;93;6;10;11;174;196;7;9
2020-07-30 07:45:00;83;82;6;9;16;191;181;7;6
2020-07-30 08:00:00;95;85;8;9;10;177;180;9;5
2020-07-30 08:15:00;92;91;11;5;10;153;154;0;4
2020-07-30 08:30:00;89;109;9;27;12;141;178;7;4
2020-07-30 08:45:00;100;98;9;12;14;128;148;18;3
2020-07-30 09:00:00;155;40;11;19;14;123;151;6;5
2020-07-30 09:15:00;179;28;12;20;20;127;157;3;0
2020-07-30 09:30:00;199;35;20;20;12;108;137;12;1
2020-07-30 09:45:00;194;33;11;22;16;107;126;4;1
2020-07-30 10:00:00;225;21;11;10;16;128;121;3;2
2020-07-30 10:15:00;214;38;16;31;21;110;139;1;2
2020-07-30 10:30:00;159;87;13;27;21;109;162;3;0
2020-07-30 10:45:00;117;123;13;25;18;118;151;1;2
2020-07-30 11:00:00;138;138;9;26;18;108;146;20;1
2020-07-30 11:15:00;143;142;19;24;29;107;145;0;0
2020-07-30 11:30:00;100;110;11;27;12;101;106;11;1
2020-07-30 11:45:00;134;143;11;21;15;121;148;12;5
2020-07-30 12:00:00;145;149;11;25;15;90;111;11;3
2020-07-30 12:15:00;134;163;15;30;19;93;106;2;8
2020-07-30 12:30:00;149;150;14;21;15;123;120;7;0
2020-07-30 12:45:00;141;130;8;34;25;113;98;2;2
2020-07-30 13:00:00;133;145;14;25;10;125;138;8;0
2020-07-30 13:15:00;131;137;13;14;18;133;150;13;2
2020-07-30 13:30:00;136;137;13;27;9;119;176;70;3
2020-07-30 13:45:00;151;155;13;12;15;169;177;0;2
