DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-10-27 00:00:00;0;0;0;0;1;4;7;3;0;0;0;0;0;0
2020-10-27 00:15:00;0;0;0;0;1;7;3;4;0;0;0;0;0;0
2020-10-27 00:30:00;0;0;0;0;2;4;3;1;0;0;0;0;0;0
2020-10-27 00:45:00;0;0;0;0;0;3;5;2;0;0;0;0;0;0
2020-10-27 01:00:00;0;0;0;0;0;3;2;1;0;0;0;0;0;0
2020-10-27 01:15:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-10-27 01:30:00;0;0;0;0;0;2;5;1;0;0;0;0;0;0
2020-10-27 01:45:00;0;0;0;0;0;5;3;1;0;0;0;0;0;0
2020-10-27 02:00:00;0;0;0;0;1;4;3;0;0;0;0;0;0;0
2020-10-27 02:15:00;0;0;0;0;0;3;2;2;0;0;0;0;0;0
2020-10-27 02:30:00;0;0;0;0;0;7;7;2;0;0;0;0;0;0
2020-10-27 02:45:00;0;0;0;0;0;3;5;4;0;0;0;0;0;0
2020-10-27 03:00:00;0;0;0;0;3;4;2;2;0;0;0;0;0;0
2020-10-27 03:15:00;0;0;0;0;1;1;5;3;0;0;0;0;0;0
2020-10-27 03:30:00;0;0;0;0;2;7;7;3;0;0;0;0;0;0
2020-10-27 03:45:00;0;0;0;0;1;7;5;3;0;0;0;0;0;0
2020-10-27 04:00:00;0;0;0;0;3;6;6;0;0;0;0;0;0;0
2020-10-27 04:15:00;0;0;0;0;0;12;11;5;0;0;0;0;0;0
2020-10-27 04:30:00;0;0;0;0;4;9;9;3;0;0;0;0;0;0
2020-10-27 04:45:00;0;0;0;0;6;15;12;2;0;0;0;0;0;0
2020-10-27 05:00:00;0;0;0;0;17;24;21;11;0;0;0;0;0;0
2020-10-27 05:15:00;0;0;0;0;20;31;34;16;0;0;0;0;0;0
2020-10-27 05:30:00;0;0;0;0;13;43;25;17;0;0;0;0;0;0
2020-10-27 05:45:00;0;0;0;0;20;51;49;25;0;0;0;0;0;0
2020-10-27 06:00:00;0;0;0;0;21;60;63;24;0;0;0;0;2;0
2020-10-27 06:15:00;0;0;0;0;39;64;59;36;0;0;0;0;2;0
2020-10-27 06:30:00;0;0;0;0;43;59;52;38;0;0;0;0;1;0
2020-10-27 06:45:00;0;0;0;0;38;72;67;51;0;0;0;0;0;0
2020-10-27 07:00:00;0;0;0;0;55;60;51;35;0;0;0;0;0;0
2020-10-27 07:15:00;0;0;0;0;60;56;55;23;0;0;5;0;2;0
2020-10-27 07:30:00;0;0;0;0;75;119;98;37;0;0;1;0;3;0
2020-10-27 07:45:00;0;0;0;0;104;119;128;55;0;0;0;0;0;0
2020-10-27 08:00:00;0;0;0;0;76;99;117;39;0;0;0;0;1;0
2020-10-27 08:15:00;0;0;0;0;39;91;94;34;0;0;1;0;0;0
2020-10-27 08:30:00;0;0;0;0;55;84;100;44;0;0;8;0;0;0
2020-10-27 08:45:00;0;0;0;0;38;87;104;46;0;0;0;0;2;0
2020-10-27 09:00:00;0;0;0;0;42;76;94;41;0;0;0;0;0;0
2020-10-27 09:15:00;0;0;0;0;52;82;81;40;0;0;0;0;0;0
2020-10-27 09:30:00;0;0;0;0;47;93;102;34;0;0;1;0;0;0
2020-10-27 09:45:00;0;0;0;0;42;97;118;38;0;0;0;0;0;0
2020-10-27 10:00:00;0;0;0;0;34;83;101;44;0;0;0;0;0;0
2020-10-27 10:15:00;0;0;0;0;48;90;103;39;0;0;0;0;0;0
2020-10-27 10:30:00;0;0;0;0;46;87;93;30;0;0;1;0;6;0
2020-10-27 10:45:00;0;0;0;0;36;98;117;54;0;0;0;0;0;0
2020-10-27 11:00:00;0;0;0;0;33;97;97;35;0;0;1;0;0;2
2020-10-27 11:15:00;0;0;0;0;34;98;97;37;0;0;0;0;0;0
2020-10-27 11:30:00;0;0;0;0;56;103;124;45;0;0;0;0;7;0
2020-10-27 11:45:00;0;0;0;0;33;94;119;39;0;0;0;0;0;0
2020-10-27 12:00:00;0;0;0;0;43;92;126;39;0;0;4;1;1;0
2020-10-27 12:15:00;0;0;0;0;34;99;142;35;0;0;0;0;1;3
2020-10-27 12:30:00;0;0;0;0;35;114;113;39;0;0;5;0;0;2
2020-10-27 12:45:00;0;0;0;0;38;128;114;41;0;0;0;0;2;0
2020-10-27 13:00:00;0;0;0;0;77;107;124;42;0;0;0;0;5;1
2020-10-27 13:15:00;0;0;0;0;56;115;134;42;0;0;22;0;8;0
2020-10-27 13:30:00;0;0;0;0;59;100;131;45;0;0;6;2;0;0
2020-10-27 13:45:00;0;0;0;0;52;119;126;32;0;0;0;0;0;5
2020-10-27 14:00:00;0;0;0;0;56;115;120;41;0;0;0;1;1;0
2020-10-27 14:15:00;0;0;0;0;44;121;135;57;0;0;1;0;0;4
2020-10-27 14:30:00;0;0;0;0;42;125;163;43;0;0;2;19;1;0
2020-10-27 14:45:00;0;0;0;0;38;127;165;51;0;0;2;0;9;0
2020-10-27 15:00:00;0;0;0;0;28;125;159;53;0;0;0;1;0;0
2020-10-27 15:15:00;0;0;0;0;46;115;148;47;0;0;0;0;1;0
2020-10-27 15:30:00;0;0;0;0;42;119;147;46;0;0;7;0;1;0
2020-10-27 15:45:00;0;0;0;0;48;145;160;63;0;0;1;0;0;0
2020-10-27 16:00:00;0;0;0;0;62;153;162;59;0;0;0;0;3;2
2020-10-27 16:15:00;0;0;0;0;45;160;196;56;0;0;0;0;2;0
2020-10-27 16:30:00;0;0;0;0;37;139;147;53;0;0;1;0;8;0
2020-10-27 16:45:00;0;0;0;0;49;151;160;57;0;0;0;0;3;0
2020-10-27 17:00:00;0;0;0;0;42;141;161;51;0;0;0;1;2;0
2020-10-27 17:15:00;0;0;0;0;61;141;171;61;0;0;0;0;0;0
2020-10-27 17:30:00;0;0;0;0;59;135;135;55;0;0;0;0;6;0
2020-10-27 17:45:00;0;0;0;0;39;132;148;56;0;0;0;3;0;3
2020-10-27 18:00:00;0;0;0;0;49;121;133;48;0;0;0;0;0;0
2020-10-27 18:15:00;0;0;0;0;42;123;95;42;0;0;0;1;1;0
2020-10-27 18:30:00;0;0;0;0;34;93;101;35;0;0;0;0;2;0
2020-10-27 18:45:00;0;0;0;0;24;81;97;28;0;0;0;0;0;0
2020-10-27 19:00:00;0;0;0;0;26;73;74;24;0;0;0;0;0;0
2020-10-27 19:15:00;0;0;0;0;26;70;90;21;0;0;5;0;24;0
2020-10-27 19:30:00;0;0;0;0;23;65;64;19;0;0;2;0;0;1
2020-10-27 19:45:00;0;0;0;0;23;61;56;33;0;0;0;0;2;0
2020-10-27 20:00:00;0;0;0;0;12;41;53;15;0;0;1;0;0;8
2020-10-27 20:15:00;0;0;0;0;16;45;54;24;0;0;0;1;1;0
2020-10-27 20:30:00;0;0;0;0;19;61;45;20;0;0;0;0;0;0
2020-10-27 20:45:00;0;0;0;0;18;59;48;14;0;0;0;0;0;0
2020-10-27 21:00:00;0;0;0;0;10;42;52;8;0;0;0;0;0;0
2020-10-27 21:15:00;0;0;0;0;5;50;41;21;0;0;0;0;4;0
2020-10-27 21:30:00;0;0;0;0;9;45;36;14;0;0;0;0;0;0
2020-10-27 21:45:00;0;0;0;0;7;51;43;16;0;0;0;0;0;0
2020-10-27 22:00:00;0;0;0;0;4;52;65;15;0;0;0;0;0;0
2020-10-27 22:15:00;0;0;0;0;6;56;56;13;0;0;0;0;0;0
2020-10-27 22:30:00;0;0;0;0;3;26;21;4;0;0;0;0;0;0
2020-10-27 22:45:00;0;0;0;0;6;29;17;6;0;0;0;0;0;0
2020-10-27 23:00:00;0;0;0;0;1;23;15;4;0;0;0;0;0;0
2020-10-27 23:15:00;0;0;0;0;4;17;7;7;0;0;0;0;0;0
2020-10-27 23:30:00;0;0;0;0;3;16;13;2;0;0;0;0;0;0
