DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DC4);11(DD1);12(DD2);13(DD3);14(DE1);15(DE2);16(DE3);17(DF1);18(DF2);19(DG1);20(DG2);21(DG3);22(DG4);23(DH1);24(DH2);25(TAFBA);26(TAFGB);27(TAFGB2);28(TAFBB);29(TAFBB2);30(TAFBC);31(TAFGD);32(TAFGD2);33(TAFBD);34(TAFBD2);35(TAFGE)
2020-07-03 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 00:15:00;2;2;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 00:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 02:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 02:15:00;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 02:30:00;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 02:45:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 03:00:00;1;1;0;0;0;0;1;0;1;0;0;4;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 03:15:00;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 03:30:00;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 03:45:00;5;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 04:00:00;2;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 04:30:00;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 04:45:00;1;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 05:15:00;1;1;2;0;0;0;0;0;0;0;0;1;4;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 05:30:00;3;3;1;0;0;0;0;0;0;0;0;1;4;3;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 05:45:00;5;5;1;0;0;0;0;0;0;0;1;4;12;1;0;1;2;10;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 06:00:00;12;12;2;0;0;0;0;0;0;0;1;3;8;5;4;3;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 06:15:00;19;20;0;0;1;1;0;0;0;0;3;5;12;1;4;4;4;14;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 06:30:00;25;26;2;0;0;0;3;0;3;0;1;6;20;7;3;3;7;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 06:45:00;22;23;4;1;1;1;0;1;0;1;3;7;33;6;3;3;7;29;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 07:00:00;26;27;4;0;0;0;3;4;3;4;0;5;22;14;6;6;5;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 07:15:00;18;18;6;0;0;0;0;1;0;1;4;10;22;9;7;7;7;20;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 07:30:00;23;22;7;2;1;1;1;2;0;2;1;2;19;6;3;4;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 07:45:00;33;33;3;1;0;0;0;4;0;3;8;9;33;12;9;11;8;33;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03 08:00:00;30;29;6;1;0;0;0;2;0;2;1;5;17;17;10;10;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
