DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-09-20 00:00:00;0;4;1;1;0;0;0;0
2019-09-20 00:15:00;0;4;0;0;0;0;0;0
2019-09-20 00:30:00;0;0;0;0;0;0;0;0
2019-09-20 00:45:00;1;3;2;1;0;0;0;0
2019-09-20 01:00:00;1;2;1;0;0;0;0;0
2019-09-20 01:15:00;1;1;1;0;0;0;0;0
2019-09-20 01:30:00;0;0;0;0;0;0;0;0
2019-09-20 01:45:00;0;1;0;0;0;0;0;0
2019-09-20 02:00:00;0;0;0;0;0;0;0;0
2019-09-20 02:15:00;0;0;0;0;0;0;0;0
2019-09-20 02:30:00;0;0;0;0;0;0;0;0
2019-09-20 02:45:00;0;0;0;0;0;0;0;0
2019-09-20 03:00:00;0;1;0;0;0;0;0;0
2019-09-20 03:15:00;0;0;0;0;0;0;0;0
2019-09-20 03:30:00;0;0;0;0;0;0;0;0
2019-09-20 03:45:00;0;0;0;0;0;0;0;0
2019-09-20 04:00:00;0;0;2;1;0;0;0;0
2019-09-20 04:15:00;0;0;0;0;1;0;0;0
2019-09-20 04:30:00;0;1;0;0;0;0;0;0
2019-09-20 04:45:00;0;3;3;3;0;0;0;0
2019-09-20 05:00:00;3;16;14;4;2;0;0;0
2019-09-20 05:15:00;1;18;22;9;2;0;0;0
2019-09-20 05:30:00;6;19;17;2;11;0;0;0
2019-09-20 05:45:00;3;27;36;4;11;0;0;0
2019-09-20 06:00:00;0;10;37;3;6;1;0;0
2019-09-20 06:15:00;1;16;44;1;2;0;0;0
2019-09-20 06:30:00;8;27;109;6;8;0;1;0
2019-09-20 06:45:00;6;23;118;6;7;0;0;0
2019-09-20 07:00:00;4;18;59;8;7;0;0;0
2019-09-20 07:15:00;5;25;69;13;9;0;0;0
2019-09-20 07:30:00;6;13;78;13;9;1;5;0
2019-09-20 07:45:00;5;19;63;14;14;0;1;0
2019-09-20 08:00:00;9;25;87;42;8;0;0;0
2019-09-20 08:15:00;2;24;68;11;11;0;0;0
2019-09-20 08:30:00;4;25;57;7;10;0;1;0
2019-09-20 08:45:00;6;25;39;9;19;0;0;0
2019-09-20 09:00:00;6;24;36;9;8;0;0;0
2019-09-20 09:15:00;2;20;12;2;10;0;0;0
2019-09-20 09:30:00;7;15;14;6;6;0;0;0
2019-09-20 09:45:00;7;26;11;9;13;0;1;0
2019-09-20 10:00:00;6;14;16;8;10;0;0;0
2019-09-20 10:15:00;1;17;20;9;6;0;0;0
2019-09-20 10:30:00;4;15;12;5;12;0;0;0
2019-09-20 10:45:00;4;17;14;6;18;0;2;0
2019-09-20 11:00:00;5;27;24;4;6;3;0;1
2019-09-20 11:15:00;3;24;18;6;5;0;4;0
2019-09-20 11:30:00;3;34;20;7;10;0;1;0
2019-09-20 11:45:00;3;25;23;4;16;0;0;0
2019-09-20 12:00:00;11;44;30;6;20;0;1;0
2019-09-20 12:15:00;4;39;16;4;13;1;0;0
2019-09-20 12:30:00;5;49;31;9;12;0;1;0
2019-09-20 12:45:00;9;56;35;10;14;0;0;0
2019-09-20 13:00:00;10;48;50;7;8;0;1;0
2019-09-20 13:15:00;3;53;43;8;10;0;1;0
2019-09-20 13:30:00;5;50;29;7;15;0;0;0
2019-09-20 13:45:00;15;91;26;12;12;0;4;0
2019-09-20 14:00:00;9;97;21;4;18;0;1;0
2019-09-20 14:15:00;5;103;48;7;56;0;1;0
2019-09-20 14:30:00;7;92;50;7;41;0;0;0
2019-09-20 14:45:00;8;82;28;5;21;0;0;0
2019-09-20 15:00:00;5;103;28;6;23;0;3;0
2019-09-20 15:15:00;17;154;18;6;13;1;2;0
2019-09-20 15:30:00;4;80;26;8;11;0;0;2
