DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-09-14 00:00:00;2;1;1;4;1;0;0;0
2020-09-14 00:15:00;1;0;2;3;1;0;0;0
2020-09-14 00:30:00;4;1;1;5;0;0;0;0
2020-09-14 00:45:00;1;0;1;2;1;0;0;0
2020-09-14 01:00:00;1;3;3;2;2;0;0;0
2020-09-14 01:15:00;5;2;0;0;0;0;0;0
2020-09-14 01:30:00;7;3;0;3;0;0;0;0
2020-09-14 01:45:00;0;0;1;0;0;0;0;0
2020-09-14 02:00:00;3;3;1;2;0;0;0;0
2020-09-14 02:15:00;1;0;0;0;1;0;0;0
2020-09-14 02:30:00;2;0;1;1;1;0;0;0
2020-09-14 02:45:00;1;1;0;1;0;0;0;0
2020-09-14 03:00:00;0;0;0;0;0;0;0;0
2020-09-14 03:15:00;0;0;0;0;0;0;0;0
2020-09-14 03:30:00;1;0;0;3;2;0;0;0
2020-09-14 03:45:00;1;0;1;0;1;0;0;0
2020-09-14 04:00:00;4;0;1;0;0;0;0;0
2020-09-14 04:15:00;9;1;1;2;0;0;0;0
2020-09-14 04:30:00;5;0;0;5;2;0;0;0
2020-09-14 04:45:00;24;1;0;6;1;0;0;0
2020-09-14 05:00:00;9;2;0;3;0;0;0;0
2020-09-14 05:15:00;30;7;0;12;1;0;0;0
2020-09-14 05:30:00;39;5;6;25;1;0;0;0
2020-09-14 05:45:00;51;9;4;34;4;0;0;0
2020-09-14 06:00:00;47;6;5;17;3;0;0;0
2020-09-14 06:15:00;85;10;9;36;2;0;0;0
2020-09-14 06:30:00;118;8;5;57;6;8;0;0
2020-09-14 06:45:00;116;15;10;80;10;4;0;1
2020-09-14 07:00:00;165;20;16;66;12;6;0;0
2020-09-14 07:15:00;183;15;16;98;29;10;0;0
2020-09-14 07:30:00;198;15;26;96;20;11;0;1
2020-09-14 07:45:00;138;25;44;120;47;7;1;0
2020-09-14 08:00:00;124;11;29;106;30;18;0;1
2020-09-14 08:15:00;103;20;33;113;31;5;0;2
2020-09-14 08:30:00;119;14;31;87;24;7;0;0
2020-09-14 08:45:00;114;17;28;83;14;8;0;1
2020-09-14 09:00:00;68;17;22;78;20;4;0;0
2020-09-14 09:15:00;75;7;27;44;18;2;0;0
2020-09-14 09:30:00;80;15;32;77;20;16;0;0
2020-09-14 09:45:00;91;11;45;66;22;7;0;0
2020-09-14 10:00:00;85;13;33;92;21;18;0;1
2020-09-14 10:15:00;81;17;37;96;18;8;0;0
2020-09-14 10:30:00;83;11;49;91;21;4;0;0
2020-09-14 10:45:00;85;18;37;93;18;9;0;0
2020-09-14 11:00:00;73;10;42;83;22;4;0;0
2020-09-14 11:15:00;78;11;43;86;28;8;0;0
2020-09-14 11:30:00;77;12;44;78;20;4;0;0
2020-09-14 11:45:00;74;17;35;105;24;6;0;0
2020-09-14 12:00:00;84;14;38;69;20;10;0;0
2020-09-14 12:15:00;87;18;47;86;15;5;0;1
2020-09-14 12:30:00;87;9;34;76;18;5;0;0
2020-09-14 12:45:00;70;17;47;85;18;9;0;0
2020-09-14 13:00:00;65;11;29;124;22;24;0;0
