DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-07-24 00:00:00;13;14;3;2;0;3;2;9;6;1;0;5;6;3;5;2;0
2020-07-24 00:15:00;9;16;6;1;1;4;1;13;9;7;2;11;14;5;2;1;0
2020-07-24 00:30:00;13;15;4;1;0;1;0;7;8;6;0;7;9;5;0;1;0
2020-07-24 00:45:00;5;6;3;2;0;0;0;4;6;2;2;4;9;3;4;2;0
2020-07-24 01:00:00;11;11;4;0;0;1;3;4;8;6;2;6;8;5;0;1;0
2020-07-24 01:15:00;7;7;5;0;0;1;1;9;7;2;1;2;5;2;0;2;0
2020-07-24 01:30:00;6;4;1;0;0;0;2;1;2;2;0;3;1;1;0;0;0
2020-07-24 01:45:00;8;12;1;2;3;1;0;0;2;2;3;5;3;2;3;2;0
2020-07-24 02:00:00;4;3;2;2;0;3;2;5;2;4;0;2;5;0;0;2;0
2020-07-24 02:15:00;6;9;1;0;0;0;1;1;1;2;0;1;8;0;0;3;0
2020-07-24 02:30:00;7;9;2;0;0;0;0;2;2;3;2;6;5;0;0;0;0
2020-07-24 02:45:00;6;4;1;0;0;0;1;4;2;1;0;2;4;0;9;2;0
2020-07-24 03:00:00;9;6;2;0;0;0;0;5;5;4;3;2;2;1;1;1;0
2020-07-24 03:15:00;5;6;1;0;1;0;0;3;4;4;0;5;5;0;1;0;0
2020-07-24 03:30:00;7;7;1;0;0;0;0;1;3;3;0;2;1;1;0;0;0
2020-07-24 03:45:00;7;8;1;0;0;0;0;1;2;1;0;1;4;2;0;0;0
2020-07-24 04:00:00;5;7;0;0;0;0;0;4;2;2;1;2;2;1;0;0;0
2020-07-24 04:15:00;9;9;1;0;0;0;0;8;5;3;0;2;8;3;0;0;0
2020-07-24 04:30:00;10;15;4;0;0;0;0;4;6;3;0;12;3;1;0;0;0
2020-07-24 04:45:00;16;22;10;0;0;0;0;5;6;7;3;12;10;1;5;0;0
2020-07-24 05:00:00;15;38;29;0;0;0;0;8;15;11;4;24;6;4;15;2;0
2020-07-24 05:15:00;24;62;52;0;0;0;0;7;11;11;7;30;13;10;8;1;0
2020-07-24 05:30:00;39;68;60;0;0;0;1;16;27;19;7;31;14;6;11;1;0
2020-07-24 05:45:00;68;60;53;1;0;0;0;32;52;17;18;36;24;10;8;4;0
2020-07-24 06:00:00;42;44;52;2;0;3;0;48;55;28;27;30;17;7;18;5;0
2020-07-24 06:15:00;91;60;64;2;0;0;0;39;39;29;20;44;32;14;21;9;0
2020-07-24 06:30:00;94;71;85;7;0;0;1;45;57;24;16;51;33;26;8;6;0
2020-07-24 06:45:00;90;74;71;9;0;0;2;39;57;26;18;60;41;32;15;12;0
2020-07-24 07:00:00;78;70;66;17;0;1;1;41;61;20;15;69;54;33;11;10;0
2020-07-24 07:15:00;79;84;81;17;2;1;2;69;65;29;19;62;82;58;25;25;0
2020-07-24 07:30:00;80;108;114;20;1;3;3;76;73;36;27;67;75;58;20;32;0
2020-07-24 07:45:00;88;100;97;10;2;1;1;62;85;42;38;76;57;50;18;15;0
2020-07-24 08:00:00;81;83;83;7;1;1;0;62;71;23;22;67;36;27;7;8;0
2020-07-24 08:15:00;72;84;82;7;1;1;0;82;83;31;26;69;51;38;64;19;0
2020-07-24 08:30:00;79;100;66;12;0;2;5;103;94;38;26;50;46;36;14;20;0
2020-07-24 08:45:00;97;92;85;7;0;5;3;66;103;35;19;77;57;40;13;18;0
2020-07-24 09:00:00;84;83;84;9;0;2;3;65;62;40;21;49;42;27;20;9;0
2020-07-24 09:15:00;82;79;73;10;0;2;4;79;75;28;23;45;49;36;10;20;0
2020-07-24 09:30:00;93;79;76;12;1;6;6;142;78;42;32;71;53;33;15;20;0
2020-07-24 09:45:00;115;98;102;15;11;19;12;79;76;34;37;69;40;28;12;19;0
2020-07-24 10:00:00;77;92;82;6;7;14;8;72;87;31;28;57;50;52;12;13;0
2020-07-24 10:15:00;83;80;83;11;0;8;4;102;87;56;43;78;47;52;67;26;0
2020-07-24 10:30:00;90;103;98;21;4;9;12;104;90;42;24;69;49;37;31;22;0
2020-07-24 10:45:00;90;99;85;17;1;2;8;101;96;44;42;72;56;44;12;27;0
2020-07-24 11:00:00;70;84;77;6;2;11;5;73;80;31;32;66;45;36;2;10;0
2020-07-24 11:15:00;94;89;95;13;1;8;8;77;91;44;32;69;44;47;22;19;0
2020-07-24 11:30:00;94;95;82;14;2;4;5;185;110;52;43;89;61;43;13;25;0
2020-07-24 11:45:00;91;92;98;6;9;7;3;140;98;46;43;90;51;48;47;15;0
2020-07-24 12:00:00;83;79;67;8;3;14;6;84;110;45;27;91;63;57;10;12;0
2020-07-24 12:15:00;82;96;90;10;3;12;9;102;134;61;59;71;65;55;18;15;0
2020-07-24 12:30:00;73;91;89;12;1;7;6;108;116;44;37;67;60;63;42;16;0
2020-07-24 12:45:00;99;96;90;10;5;15;12;94;104;50;43;77;60;57;13;18;0
2020-07-24 13:00:00;101;95;118;7;5;14;18;91;104;48;45;84;55;52;26;20;0
2020-07-24 13:15:00;95;101;114;10;5;16;14;98;114;53;61;89;63;56;30;14;0
2020-07-24 13:30:00;92;112;118;12;6;11;17;137;121;49;47;99;58;50;20;16;0
2020-07-24 13:45:00;90;91;102;21;1;4;6;118;121;43;34;87;53;44;12;23;0
2020-07-24 14:00:00;97;99;110;20;3;11;9;96;130;49;39;74;61;50;38;23;0
2020-07-24 14:15:00;103;108;101;14;2;5;10;125;143;55;49;83;51;48;24;17;0
2020-07-24 14:30:00;97;97;100;10;3;10;8;181;143;63;57;68;58;59;20;24;0
2020-07-24 14:45:00;100;96;99;12;1;10;11;126;136;56;42;81;56;52;109;23;0
2020-07-24 15:00:00;89;98;92;9;0;6;5;117;124;51;43;71;47;45;22;24;0
2020-07-24 15:15:00;103;97;79;13;2;6;5;102;123;53;37;73;64;61;27;31;0
2020-07-24 15:30:00;101;93;93;7;1;16;4;89;107;51;45;63;56;61;22;21;0
2020-07-24 15:45:00;102;92;96;12;7;13;10;115;100;52;34;67;56;53;22;29;0
2020-07-24 16:00:00;110;100;105;11;2;16;14;86;97;34;30;80;53;52;40;17;0
