DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-10-18 00:00:00;1;5;1;2;1;3;1;11;0;0;0;0;0
2020-10-18 00:15:00;0;10;2;2;1;3;1;11;0;0;0;0;0
2020-10-18 00:30:00;0;7;2;2;1;2;1;7;0;0;0;0;0
2020-10-18 00:45:00;0;10;1;2;0;0;0;3;0;0;0;0;0
2020-10-18 01:00:00;0;2;0;0;0;2;0;10;0;0;0;0;0
2020-10-18 01:15:00;0;3;1;1;0;1;0;5;0;0;0;0;0
2020-10-18 01:30:00;0;3;4;4;1;1;1;6;0;0;0;0;0
2020-10-18 01:45:00;0;5;0;0;2;1;2;3;0;0;0;0;0
2020-10-18 02:00:00;0;3;1;1;3;1;3;7;0;0;0;0;0
2020-10-18 02:15:00;0;6;1;1;0;0;0;6;0;0;0;0;0
2020-10-18 02:30:00;0;2;2;1;0;0;0;6;0;0;0;0;0
2020-10-18 02:45:00;0;3;0;0;0;0;0;4;0;0;0;0;0
2020-10-18 03:00:00;0;4;0;0;0;0;0;5;0;0;0;0;0
2020-10-18 03:15:00;0;2;0;0;0;0;0;4;0;0;0;0;0
2020-10-18 03:30:00;0;2;0;0;0;0;0;2;0;0;0;0;0
2020-10-18 03:45:00;0;4;0;0;0;0;0;2;0;0;0;0;0
2020-10-18 04:00:00;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-18 04:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-18 04:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-18 04:45:00;0;2;1;1;0;0;0;0;0;0;0;0;0
2020-10-18 05:00:00;0;2;0;0;0;1;0;2;0;0;0;0;0
2020-10-18 05:15:00;0;3;1;1;0;0;0;5;0;0;0;0;0
2020-10-18 05:30:00;0;2;1;1;1;0;1;3;0;0;0;0;0
2020-10-18 05:45:00;0;3;2;0;1;0;1;4;0;0;0;0;0
2020-10-18 06:00:00;1;5;1;1;1;2;1;5;0;0;0;0;0
2020-10-18 06:15:00;2;4;2;2;0;0;0;3;0;0;0;0;0
2020-10-18 06:30:00;0;2;0;0;1;3;1;4;0;0;0;0;0
2020-10-18 06:45:00;0;4;0;0;1;0;1;2;0;0;0;0;0
2020-10-18 07:00:00;0;0;2;2;0;0;0;2;0;0;0;0;0
2020-10-18 07:15:00;0;2;0;0;0;0;0;2;0;0;0;0;0
2020-10-18 07:30:00;0;2;0;0;0;1;0;4;0;0;0;0;0
2020-10-18 07:45:00;0;1;0;0;2;1;2;9;0;0;0;0;0
2020-10-18 08:00:00;1;4;1;1;0;0;0;7;0;0;0;0;0
2020-10-18 08:15:00;2;6;2;1;1;2;0;10;0;0;0;0;0
2020-10-18 08:30:00;0;1;1;1;1;1;1;7;0;0;0;0;0
2020-10-18 08:45:00;0;5;1;1;1;1;1;8;0;0;0;0;0
2020-10-18 09:00:00;0;6;3;3;1;0;1;17;0;0;0;0;0
2020-10-18 09:15:00;1;13;5;5;1;0;0;23;0;0;0;0;0
2020-10-18 09:30:00;0;16;3;3;2;1;3;30;0;0;0;0;0
2020-10-18 09:45:00;1;12;1;1;2;4;1;22;0;0;0;0;0
2020-10-18 10:00:00;0;24;1;1;2;2;2;23;0;0;0;0;0
2020-10-18 10:15:00;1;21;1;1;4;5;4;21;0;0;0;0;0
2020-10-18 10:30:00;2;28;2;1;2;1;2;21;0;0;0;0;0
2020-10-18 10:45:00;0;28;1;1;1;4;1;22;0;0;0;0;0
2020-10-18 11:00:00;0;26;2;2;2;2;2;23;0;0;0;0;0
2020-10-18 11:15:00;2;33;2;2;4;5;4;21;0;0;0;0;0
2020-10-18 11:30:00;1;33;1;1;5;1;6;30;0;0;0;0;0
2020-10-18 11:45:00;0;34;2;3;1;3;1;22;0;0;0;0;0
2020-10-18 12:00:00;0;28;2;2;4;5;4;23;0;0;0;0;0
2020-10-18 12:15:00;1;18;2;2;2;3;2;18;0;0;0;0;0
2020-10-18 12:30:00;1;31;2;3;1;3;2;21;0;0;0;0;0
2020-10-18 12:45:00;1;25;0;0;3;4;3;30;0;0;0;0;0
2020-10-18 13:00:00;1;26;1;1;3;2;3;24;0;0;0;0;0
2020-10-18 13:15:00;0;28;4;4;3;3;3;30;0;0;0;0;0
2020-10-18 13:30:00;0;26;3;3;5;3;4;22;0;0;0;0;0
2020-10-18 13:45:00;0;31;5;5;5;3;5;32;0;0;0;0;0
2020-10-18 14:00:00;0;40;1;1;6;3;6;28;0;0;0;0;0
2020-10-18 14:15:00;1;35;3;4;7;3;8;28;0;0;0;0;0
2020-10-18 14:30:00;0;30;10;10;4;5;5;33;0;0;0;0;0
2020-10-18 14:45:00;1;26;3;2;3;6;3;39;0;0;0;0;0
2020-10-18 15:00:00;2;27;1;3;4;2;4;23;0;0;0;0;0
2020-10-18 15:15:00;1;30;3;5;1;0;1;30;0;0;0;0;0
2020-10-18 15:30:00;1;26;10;10;4;5;6;33;0;0;0;0;0
2020-10-18 15:45:00;1;31;5;7;5;2;6;18;0;0;0;0;0
2020-10-18 16:00:00;1;24;5;5;2;4;1;29;0;0;0;0;0
2020-10-18 16:15:00;0;28;5;6;4;5;4;32;0;0;0;0;0
2020-10-18 16:30:00;1;27;1;1;1;6;2;33;0;0;0;0;0
2020-10-18 16:45:00;0;33;1;4;2;10;2;42;0;0;0;0;0
2020-10-18 17:00:00;1;39;5;5;4;4;4;37;0;0;0;0;0
2020-10-18 17:15:00;1;33;6;6;3;4;3;36;0;0;0;0;0
2020-10-18 17:30:00;0;28;4;4;4;8;2;44;0;0;0;0;0
2020-10-18 17:45:00;1;28;7;7;6;3;7;41;0;0;0;0;0
2020-10-18 18:00:00;1;20;3;3;0;4;0;23;0;0;0;0;0
2020-10-18 18:15:00;0;33;2;2;5;4;5;39;0;0;0;0;0
2020-10-18 18:30:00;0;30;2;3;2;3;3;28;0;0;0;0;0
2020-10-18 18:45:00;1;21;3;3;6;2;6;35;0;0;0;0;0
2020-10-18 19:00:00;0;20;3;3;6;3;6;31;0;0;0;0;0
2020-10-18 19:15:00;0;11;4;4;2;5;2;20;0;0;0;0;0
2020-10-18 19:30:00;0;27;6;7;0;2;0;16;0;0;0;0;0
2020-10-18 19:45:00;2;20;4;6;1;6;2;15;0;0;0;0;0
2020-10-18 20:00:00;1;23;3;3;2;3;2;23;0;0;0;0;0
2020-10-18 20:15:00;2;21;6;6;4;2;5;17;0;0;0;0;0
2020-10-18 20:30:00;0;14;5;4;0;4;0;11;0;0;0;0;0
2020-10-18 20:45:00;0;9;6;6;1;3;1;13;0;0;0;0;0
2020-10-18 21:00:00;0;17;7;7;2;1;2;15;0;0;0;0;0
2020-10-18 21:15:00;1;13;11;12;3;2;3;20;0;0;0;0;0
2020-10-18 21:30:00;0;10;11;11;0;4;3;27;0;0;0;0;0
2020-10-18 21:45:00;0;10;0;2;3;6;4;20;0;0;0;0;0
2020-10-18 22:00:00;1;9;3;3;3;1;3;11;0;0;0;0;0
2020-10-18 22:15:00;0;7;1;2;0;3;1;8;0;0;0;0;0
2020-10-18 22:30:00;0;7;2;2;1;7;1;10;0;0;0;0;0
2020-10-18 22:45:00;1;11;1;1;2;1;2;6;0;0;0;0;0
2020-10-18 23:00:00;0;6;1;1;1;0;0;6;0;0;0;0;0
2020-10-18 23:15:00;0;8;0;0;1;0;1;2;0;0;0;0;0
2020-10-18 23:30:00;0;2;0;0;2;1;2;3;0;0;0;0;0
2020-10-18 23:45:00;0;6;1;1;0;0;0;6;0;0;0;0;0
