DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-01-02 00:00:00;12;6;0;0;7;5;1;1;2;1;1;0;0;14;10;0;0;0;0;0;0;0;0
2020-01-02 00:15:00;8;19;2;0;9;5;3;1;2;2;2;2;2;12;10;0;0;0;0;0;0;0;0
2020-01-02 00:30:00;6;4;3;0;2;7;0;0;3;0;0;1;1;7;5;0;0;0;0;0;0;0;0
2020-01-02 00:45:00;10;9;1;1;6;7;0;1;5;0;0;1;1;13;9;0;0;0;0;0;0;0;0
2020-01-02 01:00:00;5;5;2;1;5;10;0;2;4;0;0;0;0;5;7;0;0;0;0;0;0;0;0
2020-01-02 01:15:00;4;5;0;2;4;3;0;1;2;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-01-02 01:30:00;8;7;1;0;7;3;1;0;0;1;1;0;0;9;7;0;0;0;0;0;0;0;0
2020-01-02 01:45:00;3;3;0;0;6;5;0;0;2;0;0;0;0;3;7;0;0;0;0;0;0;0;0
2020-01-02 02:00:00;2;5;1;4;4;2;1;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0
2020-01-02 02:15:00;2;3;1;2;4;9;2;1;0;1;1;1;2;2;8;0;0;0;0;0;0;0;0
2020-01-02 02:30:00;2;3;0;0;3;2;1;3;2;0;0;0;0;3;4;0;0;0;0;0;0;0;0
2020-01-02 02:45:00;5;6;1;0;4;2;1;3;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0
2020-01-02 03:00:00;0;3;0;0;4;0;1;2;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0
2020-01-02 03:15:00;4;5;2;0;9;9;2;0;0;0;0;1;1;5;12;0;0;0;0;0;0;0;0
2020-01-02 03:30:00;3;3;1;0;6;3;1;0;0;0;1;1;1;3;8;0;0;0;0;0;0;0;0
2020-01-02 03:45:00;1;2;0;0;6;5;1;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0
