DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-11-06 00:00:00;3;5;16;1;0;9;0;0;0;0;0;0
2019-11-06 00:15:00;4;3;10;0;5;6;0;0;0;0;0;0
2019-11-06 00:30:00;1;4;10;1;0;5;0;0;0;0;0;0
2019-11-06 00:45:00;2;1;5;0;1;3;0;0;0;0;0;0
2019-11-06 01:00:00;2;4;8;0;0;3;0;0;0;0;0;0
2019-11-06 01:15:00;1;3;13;0;0;5;0;0;0;0;0;0
2019-11-06 01:30:00;1;4;11;0;0;6;0;0;0;0;0;0
2019-11-06 01:45:00;0;1;2;0;0;1;0;0;0;0;0;0
2019-11-06 02:00:00;2;6;10;0;0;5;0;0;0;0;0;0
2019-11-06 02:15:00;0;1;3;0;1;2;0;0;0;0;0;0
2019-11-06 02:30:00;1;1;6;0;0;4;0;0;0;0;0;0
2019-11-06 02:45:00;0;1;3;0;0;2;0;0;0;0;0;0
2019-11-06 03:00:00;1;4;8;0;0;3;0;0;0;0;0;0
2019-11-06 03:15:00;1;2;5;0;0;3;0;0;0;0;0;0
2019-11-06 03:30:00;1;0;3;0;0;3;0;0;0;0;0;0
2019-11-06 03:45:00;0;1;2;0;0;2;0;0;0;0;0;0
2019-11-06 04:00:00;1;2;4;1;0;2;0;0;0;0;0;0
2019-11-06 04:15:00;0;0;4;1;0;1;0;0;0;0;0;0
2019-11-06 04:30:00;0;0;1;0;0;2;0;0;0;0;0;0
2019-11-06 04:45:00;4;0;4;0;0;4;0;0;0;0;0;0
2019-11-06 05:00:00;8;6;9;0;0;4;1;0;0;0;0;0
2019-11-06 05:15:00;7;6;9;1;0;4;0;0;0;0;0;0
2019-11-06 05:30:00;12;17;19;6;3;6;0;0;0;0;0;0
2019-11-06 05:45:00;16;16;21;1;4;12;0;0;0;0;0;0
2019-11-06 06:00:00;10;14;34;4;8;19;0;0;0;0;0;0
2019-11-06 06:15:00;28;33;46;6;6;26;0;0;0;0;0;0
2019-11-06 06:30:00;28;39;60;16;9;39;0;0;0;0;0;0
2019-11-06 06:45:00;45;54;59;23;6;46;0;0;0;0;0;0
2019-11-06 07:00:00;44;77;84;57;9;48;0;0;0;0;0;0
2019-11-06 07:15:00;44;102;122;81;6;71;0;0;2;0;0;0
2019-11-06 07:30:00;100;164;129;83;12;66;1;3;3;9;0;0
2019-11-06 07:45:00;92;131;159;55;13;98;0;8;0;0;0;0
2019-11-06 08:00:00;82;99;127;27;10;66;1;0;0;0;0;0
2019-11-06 08:15:00;67;64;103;18;9;60;1;0;0;0;0;0
2019-11-06 08:30:00;53;56;100;10;8;54;2;0;0;0;0;0
2019-11-06 08:45:00;45;52;82;17;5;39;0;0;0;0;0;0
2019-11-06 09:00:00;42;57;106;12;6;47;0;0;0;0;0;0
2019-11-06 09:15:00;55;53;81;10;8;48;0;0;0;0;0;0
2019-11-06 09:30:00;50;58;85;11;8;44;2;0;0;1;0;0
2019-11-06 09:45:00;53;55;80;18;5;59;0;0;3;0;0;0
2019-11-06 10:00:00;48;50;103;17;6;69;0;0;0;0;0;0
2019-11-06 10:15:00;42;41;92;17;9;59;0;0;0;0;0;0
2019-11-06 10:30:00;40;46;111;15;8;75;0;0;1;0;0;0
2019-11-06 10:45:00;48;45;100;17;5;64;1;0;0;0;0;0
2019-11-06 11:00:00;46;37;91;17;10;52;0;0;1;0;0;0
2019-11-06 11:15:00;40;45;96;17;6;66;1;0;0;0;0;0
2019-11-06 11:30:00;34;43;99;29;10;63;1;0;0;0;0;0
2019-11-06 11:45:00;26;43;93;26;6;64;0;0;0;0;0;0
2019-11-06 12:00:00;26;44;106;29;7;70;0;0;0;0;0;0
2019-11-06 12:15:00;37;43;101;25;7;67;0;0;2;0;0;0
2019-11-06 12:30:00;34;46;116;30;9;74;0;0;0;0;0;0
2019-11-06 12:45:00;47;52;98;28;7;72;0;1;1;1;0;0
2019-11-06 13:00:00;42;47;121;41;8;82;2;1;1;1;0;0
2019-11-06 13:15:00;41;43;86;25;14;75;3;0;12;0;0;0
2019-11-06 13:30:00;34;52;93;26;8;61;0;0;0;0;0;0
2019-11-06 13:45:00;39;48;88;15;4;61;0;2;20;0;0;0
2019-11-06 14:00:00;43;54;107;33;8;73;1;0;1;0;0;0
2019-11-06 14:15:00;45;49;98;33;6;71;0;1;0;0;0;0
2019-11-06 14:30:00;37;36;125;34;10;97;0;0;2;3;0;0
2019-11-06 14:45:00;29;55;140;48;7;116;0;0;0;0;0;0
2019-11-06 15:00:00;26;34;103;42;8;79;0;1;0;0;0;0
2019-11-06 15:15:00;33;54;136;41;6;106;0;0;4;0;0;0
2019-11-06 15:30:00;41;69;159;53;11;106;2;4;2;0;0;0
2019-11-06 15:45:00;39;64;155;54;8;128;0;3;1;0;0;0
2019-11-06 16:00:00;40;51;173;72;9;120;1;2;1;0;0;0
2019-11-06 16:15:00;35;50;150;54;6;123;0;1;1;0;0;0
2019-11-06 16:30:00;40;46;85;52;8;127;0;0;1;0;0;0
2019-11-06 16:45:00;46;53;102;47;4;103;0;0;4;0;0;0
2019-11-06 17:00:00;39;53;138;41;8;109;0;0;0;0;0;0
2019-11-06 17:15:00;40;70;146;45;5;131;1;0;3;0;0;0
