DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-11-21 00:00:00;5;8;0;0;9;5;0;0;5;0;0
2019-11-21 00:15:00;7;4;0;0;12;7;0;0;12;0;0
2019-11-21 00:30:00;10;16;0;0;13;9;1;0;11;0;0
2019-11-21 00:45:00;5;5;1;0;15;6;0;0;7;0;0
2019-11-21 01:00:00;8;10;0;1;10;7;0;0;8;0;0
2019-11-21 01:15:00;4;11;1;0;6;3;0;0;3;0;0
2019-11-21 01:30:00;9;11;3;0;8;5;0;0;3;0;0
2019-11-21 01:45:00;4;4;0;0;11;4;1;0;5;0;0
2019-11-21 02:00:00;8;17;2;0;6;3;0;0;3;0;0
2019-11-21 02:15:00;8;6;1;0;4;4;0;0;4;0;0
2019-11-21 02:30:00;7;7;0;0;11;4;0;0;8;0;0
2019-11-21 02:45:00;7;11;0;0;7;4;0;0;3;1;0
2019-11-21 03:00:00;9;14;0;0;3;1;0;0;4;0;0
2019-11-21 03:15:00;4;3;1;1;6;7;0;0;6;0;0
2019-11-21 03:30:00;3;5;1;0;4;0;0;0;0;0;0
2019-11-21 03:45:00;7;5;1;0;11;7;0;0;9;0;0
2019-11-21 04:00:00;9;11;0;0;3;2;0;0;3;0;0
2019-11-21 04:15:00;19;9;0;1;8;3;0;0;6;0;0
2019-11-21 04:30:00;18;13;3;2;12;7;0;0;9;0;0
2019-11-21 04:45:00;20;19;2;0;19;9;1;0;13;0;0
2019-11-21 05:00:00;30;33;2;3;34;14;0;0;27;0;0
2019-11-21 05:15:00;33;52;1;2;33;19;0;0;21;0;0
2019-11-21 05:30:00;59;63;8;5;48;27;1;0;31;0;0
2019-11-21 05:45:00;86;97;13;3;90;51;0;0;62;0;0
2019-11-21 06:00:00;85;106;16;4;103;65;6;0;64;0;0
2019-11-21 06:15:00;78;93;17;8;99;63;0;0;66;0;0
2019-11-21 06:30:00;127;185;28;4;124;121;4;0;123;0;10
2019-11-21 06:45:00;108;156;16;3;130;134;5;0;136;0;6
2019-11-21 07:00:00;103;137;10;13;173;198;10;0;186;2;4
2019-11-21 07:15:00;108;144;15;9;195;229;10;0;229;3;1
2019-11-21 07:30:00;88;143;17;11;124;140;10;0;153;2;1
2019-11-21 07:45:00;108;165;16;10;133;136;11;0;146;5;0
2019-11-21 08:00:00;109;152;14;8;114;117;10;0;136;4;8
2019-11-21 08:15:00;109;152;18;9;113;109;9;0;116;8;2
2019-11-21 08:30:00;90;138;6;14;130;127;12;0;147;6;5
2019-11-21 08:45:00;114;138;19;5;122;126;14;0;126;3;2
2019-11-21 09:00:00;116;155;14;9;107;99;9;0;103;8;2
2019-11-21 09:15:00;85;117;13;7;97;101;10;0;106;4;1
2019-11-21 09:30:00;88;102;7;3;98;102;13;0;111;6;0
2019-11-21 09:45:00;97;108;11;8;103;95;15;0;104;7;2
2019-11-21 10:00:00;86;126;18;12;89;93;13;0;96;15;1
2019-11-21 10:15:00;97;105;14;6;85;93;7;0;93;1;2
2019-11-21 10:30:00;114;109;16;5;98;92;8;0;110;7;0
2019-11-21 10:45:00;92;118;12;11;96;81;7;0;92;5;3
2019-11-21 11:00:00;93;91;9;8;86;84;6;0;87;8;3
2019-11-21 11:15:00;80;99;18;17;91;93;5;0;102;6;4
2019-11-21 11:30:00;84;116;9;7;91;85;13;0;84;4;2
2019-11-21 11:45:00;83;112;12;10;116;107;7;0;115;8;0
2019-11-21 12:00:00;80;100;11;7;99;88;13;0;94;8;1
2019-11-21 12:15:00;85;138;8;5;109;112;9;0;108;9;10
2019-11-21 12:30:00;83;113;10;12;102;112;7;0;114;8;7
2019-11-21 12:45:00;86;132;14;1;110;89;4;0;97;7;8
2019-11-21 13:00:00;124;156;11;10;106;100;6;0;98;7;3
2019-11-21 13:15:00;113;151;19;18;102;96;7;0;103;5;1
2019-11-21 13:30:00;107;128;9;11;88;101;6;0;113;7;2
2019-11-21 13:45:00;95;122;10;8;120;129;4;0;133;2;2
2019-11-21 14:00:00;93;149;24;18;101;104;11;0;107;7;0
2019-11-21 14:15:00;141;89;10;9;117;128;9;0;137;2;1
2019-11-21 14:30:00;93;121;8;7;119;116;4;0;114;11;5
2019-11-21 14:45:00;107;156;18;21;121;136;13;0;137;6;1
2019-11-21 15:00:00;111;146;9;21;118;115;9;0;130;12;7
2019-11-21 15:15:00;98;151;15;13;143;150;11;0;152;6;4
2019-11-21 15:30:00;119;175;13;28;108;113;9;0;120;12;29
2019-11-21 15:45:00;117;173;13;14;121;149;10;0;158;15;2
2019-11-21 16:00:00;131;191;19;25;140;161;12;0;154;14;7
2019-11-21 16:15:00;105;186;23;38;140;151;6;0;149;10;7
2019-11-21 16:30:00;106;161;13;49;155;171;13;0;165;13;3
2019-11-21 16:45:00;128;179;16;34;132;167;8;0;167;16;14
2019-11-21 17:00:00;116;175;17;34;137;159;8;0;153;8;10
2019-11-21 17:15:00;112;165;9;23;135;148;6;0;155;17;5
2019-11-21 17:30:00;99;174;13;31;126;143;10;0;148;11;6
2019-11-21 17:45:00;110;151;16;18;136;156;8;0;159;12;10
2019-11-21 18:00:00;106;140;16;13;149;157;12;0;157;12;6
2019-11-21 18:15:00;64;145;19;6;131;135;5;0;132;2;0
2019-11-21 18:30:00;69;117;11;10;106;114;1;0;114;1;0
2019-11-21 18:45:00;63;110;8;5;88;107;2;0;107;0;9
2019-11-21 19:00:00;65;69;6;10;104;105;4;0;99;2;4
2019-11-21 19:15:00;64;85;12;4;95;94;5;0;95;4;0
2019-11-21 19:30:00;50;57;4;4;75;76;1;0;78;0;1
2019-11-21 19:45:00;54;57;5;15;74;61;3;0;63;0;0
2019-11-21 20:00:00;43;57;4;13;72;66;1;0;64;0;5
2019-11-21 20:15:00;42;57;5;9;65;57;3;0;55;0;3
2019-11-21 20:30:00;46;61;4;8;60;41;4;0;40;0;0
2019-11-21 20:45:00;36;41;6;1;45;34;3;0;37;1;0
