DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-05-10 00:00:00;12;0;0;2;0;0;0;0;0;0;0;0
2020-05-10 00:15:00;7;0;8;3;0;0;0;0;0;0;0;0
2020-05-10 00:30:00;6;0;1;6;0;0;0;0;0;0;0;0
2020-05-10 00:45:00;8;0;5;6;0;0;0;0;0;0;0;0
2020-05-10 01:00:00;3;0;2;5;0;0;0;0;0;0;0;0
2020-05-10 01:15:00;7;0;1;3;0;0;0;0;0;0;0;0
2020-05-10 01:30:00;7;0;4;5;0;0;0;0;0;0;0;0
2020-05-10 01:45:00;7;0;2;6;0;0;0;0;0;0;0;0
2020-05-10 02:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-05-10 02:15:00;1;0;0;2;0;0;0;0;0;0;0;0
2020-05-10 02:30:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-05-10 02:45:00;3;0;2;2;0;0;0;0;0;0;0;0
2020-05-10 03:00:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-05-10 03:15:00;5;0;3;2;0;0;0;0;0;0;0;0
2020-05-10 03:30:00;3;0;1;1;0;0;0;0;0;0;0;0
2020-05-10 03:45:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-10 04:00:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-10 04:15:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-10 04:30:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-05-10 04:45:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-05-10 05:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-05-10 05:15:00;2;0;6;1;0;0;0;0;0;0;0;0
2020-05-10 05:30:00;1;0;4;1;0;0;0;0;0;0;0;0
2020-05-10 05:45:00;1;0;7;1;0;0;0;0;0;0;0;0
2020-05-10 06:00:00;4;0;3;1;0;0;0;0;0;0;0;0
2020-05-10 06:15:00;5;0;2;3;0;0;0;0;0;0;0;0
2020-05-10 06:30:00;5;0;5;4;0;0;0;0;0;0;0;0
2020-05-10 06:45:00;6;0;7;6;0;0;0;0;0;0;0;0
2020-05-10 07:00:00;8;0;6;4;0;0;0;0;0;0;0;0
2020-05-10 07:15:00;6;0;11;1;0;0;0;0;0;0;0;0
2020-05-10 07:30:00;10;0;14;12;0;0;0;0;0;0;0;0
2020-05-10 07:45:00;5;0;19;14;0;0;1;0;0;0;0;0
2020-05-10 08:00:00;10;0;19;18;1;0;0;0;0;0;0;0
2020-05-10 08:15:00;12;0;15;18;0;0;2;0;0;0;0;0
2020-05-10 08:30:00;16;0;20;17;0;0;0;0;0;0;0;0
2020-05-10 08:45:00;21;0;26;13;0;0;0;0;0;0;0;0
2020-05-10 09:00:00;27;0;27;19;0;0;3;0;0;0;0;0
2020-05-10 09:15:00;25;0;25;21;1;0;1;0;0;0;0;0
2020-05-10 09:30:00;28;0;33;30;4;0;0;0;0;0;0;0
2020-05-10 09:45:00;26;0;34;35;0;3;5;0;0;0;0;0
2020-05-10 10:00:00;31;0;43;36;0;0;4;0;0;0;0;0
2020-05-10 10:15:00;43;0;38;36;0;0;0;0;0;0;0;0
2020-05-10 10:30:00;33;0;37;46;0;0;0;0;0;0;0;0
2020-05-10 10:45:00;35;0;47;39;1;0;2;3;0;0;0;0
2020-05-10 11:00:00;36;0;40;30;1;0;17;4;0;0;0;0
2020-05-10 11:15:00;52;0;46;27;0;0;6;2;0;0;0;0
2020-05-10 11:30:00;48;0;47;36;0;1;0;1;0;0;0;0
2020-05-10 11:45:00;43;0;61;44;0;0;1;0;0;0;0;0
2020-05-10 12:00:00;41;0;51;30;0;0;0;0;0;0;0;0
2020-05-10 12:15:00;43;0;43;23;0;2;1;0;0;0;0;0
2020-05-10 12:30:00;34;0;40;18;0;0;1;0;0;0;0;0
2020-05-10 12:45:00;41;0;39;15;0;0;4;1;0;0;0;0
2020-05-10 13:00:00;47;0;26;13;1;1;0;0;0;0;0;0
2020-05-10 13:15:00;37;0;52;21;0;0;9;0;0;0;0;0
2020-05-10 13:30:00;35;0;49;35;6;0;2;0;0;0;0;0
2020-05-10 13:45:00;39;0;59;22;1;1;6;0;0;0;0;0
2020-05-10 14:00:00;49;0;37;20;0;0;1;0;0;0;0;0
2020-05-10 14:15:00;43;0;55;21;0;4;4;0;7;0;0;0
2020-05-10 14:30:00;53;0;52;24;1;0;0;8;0;0;5;0
2020-05-10 14:45:00;57;0;61;13;0;1;3;1;0;0;0;0
2020-05-10 15:00:00;47;0;52;22;12;0;7;1;0;0;0;0
