DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-10-22 00:00:00;5;4;0;2;0;4;3;0;0;0;0
2019-10-22 00:15:00;9;5;4;2;0;4;0;0;0;0;0
2019-10-22 00:30:00;13;3;2;1;0;7;0;0;0;0;0
2019-10-22 00:45:00;9;4;3;3;0;7;1;0;0;0;0
2019-10-22 01:00:00;7;2;1;2;0;7;0;0;0;0;0
2019-10-22 01:15:00;4;3;1;3;0;8;0;0;0;0;0
2019-10-22 01:30:00;4;0;0;1;0;10;1;0;0;0;0
2019-10-22 01:45:00;7;1;0;0;0;5;0;0;0;0;0
2019-10-22 02:00:00;9;7;1;0;0;4;1;0;0;0;0
2019-10-22 02:15:00;5;3;0;1;0;1;0;0;0;0;0
2019-10-22 02:30:00;8;1;1;0;0;4;0;0;0;0;0
2019-10-22 02:45:00;7;6;2;2;0;4;1;0;0;0;0
2019-10-22 03:00:00;5;3;2;1;0;3;2;0;0;0;0
2019-10-22 03:15:00;2;2;0;3;0;5;2;0;0;0;0
2019-10-22 03:30:00;10;5;0;2;0;4;2;0;0;0;0
2019-10-22 03:45:00;7;5;1;0;0;7;1;0;0;0;0
2019-10-22 04:00:00;14;7;1;1;0;11;0;0;0;0;0
2019-10-22 04:15:00;15;6;0;2;0;7;3;0;0;0;0
2019-10-22 04:30:00;25;9;4;2;0;6;6;0;0;0;0
2019-10-22 04:45:00;20;11;5;6;0;19;4;0;0;0;0
2019-10-22 05:00:00;18;19;3;6;0;78;5;0;0;0;0
2019-10-22 05:15:00;29;21;4;25;0;156;8;0;0;0;0
2019-10-22 05:30:00;54;52;8;25;0;154;9;0;0;0;0
2019-10-22 05:45:00;94;113;24;20;0;144;6;0;0;0;0
2019-10-22 06:00:00;113;107;27;16;0;148;9;0;0;0;0
2019-10-22 06:15:00;70;96;24;30;0;166;16;0;0;0;0
2019-10-22 06:30:00;66;74;12;28;0;136;13;2;0;0;0
2019-10-22 06:45:00;77;72;16;19;0;141;15;0;2;0;0
2019-10-22 07:00:00;62;67;13;38;0;137;23;1;1;0;0
2019-10-22 07:15:00;74;83;13;52;0;123;13;7;0;0;0
2019-10-22 07:30:00;68;68;16;66;0;120;21;0;1;0;0
2019-10-22 07:45:00;82;78;16;67;0;112;42;0;3;5;0
2019-10-22 08:00:00;72;82;22;67;0;122;33;0;0;1;0
2019-10-22 08:15:00;75;57;27;55;0;129;23;0;0;0;0
2019-10-22 08:30:00;76;67;30;52;0;138;29;0;0;0;0
2019-10-22 08:45:00;80;77;35;47;0;163;22;2;0;0;0
2019-10-22 09:00:00;80;83;32;37;0;129;23;0;0;0;0
2019-10-22 09:15:00;68;57;23;35;0;125;14;12;0;0;0
2019-10-22 09:30:00;70;61;20;41;0;126;15;7;0;0;0
2019-10-22 09:45:00;85;78;38;47;0;122;11;1;0;0;0
2019-10-22 10:00:00;69;71;31;58;0;95;14;0;0;0;0
2019-10-22 10:15:00;83;67;27;54;0;115;20;0;0;0;0
2019-10-22 10:30:00;100;99;27;56;0;116;36;0;0;0;0
2019-10-22 10:45:00;84;80;30;60;0;115;14;0;0;0;0
2019-10-22 11:00:00;89;84;30;43;0;91;21;2;0;0;0
2019-10-22 11:15:00;85;92;34;52;0;101;31;0;0;0;0
2019-10-22 11:30:00;89;83;44;43;0;107;21;0;0;0;0
2019-10-22 11:45:00;97;81;37;31;0;87;20;1;0;0;0
2019-10-22 12:00:00;95;94;36;35;0;105;31;0;0;2;0
2019-10-22 12:15:00;87;93;53;54;0;86;29;0;0;0;0
2019-10-22 12:30:00;92;85;35;49;0;79;19;0;0;0;0
2019-10-22 12:45:00;103;99;37;46;0;114;24;0;0;0;0
2019-10-22 13:00:00;110;92;28;39;0;109;24;0;0;0;1
2019-10-22 13:15:00;91;103;33;36;0;145;36;0;13;0;0
2019-10-22 13:30:00;120;91;38;46;0;157;26;0;30;0;0
2019-10-22 13:45:00;98;92;36;41;0;148;20;8;0;0;0
2019-10-22 14:00:00;108;126;32;39;0;100;23;0;0;0;0
2019-10-22 14:15:00;145;168;35;43;0;124;16;4;0;0;3
2019-10-22 14:30:00;148;158;44;46;0;90;19;0;0;0;0
2019-10-22 14:45:00;131;162;42;37;0;110;25;2;0;0;0
2019-10-22 15:00:00;137;163;38;31;0;85;26;0;0;0;0
2019-10-22 15:15:00;168;168;33;40;0;102;25;0;0;0;0
2019-10-22 15:30:00;155;181;45;36;0;106;26;0;0;0;0
2019-10-22 15:45:00;144;145;48;49;0;121;34;0;0;0;0
2019-10-22 16:00:00;139;165;39;43;0;119;30;2;0;0;0
2019-10-22 16:15:00;155;157;51;43;0;120;34;0;0;1;0
2019-10-22 16:30:00;134;149;43;45;0;114;23;0;73;6;0
2019-10-22 16:45:00;146;160;53;56;0;122;30;0;0;5;0
2019-10-22 17:00:00;146;171;30;40;0;117;35;0;0;6;0
2019-10-22 17:15:00;157;157;48;41;0;127;31;0;11;3;0
2019-10-22 17:30:00;142;145;50;41;0;124;35;1;1;0;0
2019-10-22 17:45:00;140;137;46;39;0;117;26;0;0;0;0
2019-10-22 18:00:00;143;170;34;40;0;120;21;7;0;0;0
2019-10-22 18:15:00;113;155;45;39;0;117;33;0;4;0;0
2019-10-22 18:30:00;108;117;47;35;0;105;30;0;0;0;0
2019-10-22 18:45:00;87;117;35;60;0;93;21;2;0;0;0
