DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-10-30 00:00:00;2;5;2;0;0;1;0;1;9;3;0;1;0;1;1;0;0;0;0;0;0
2020-10-30 00:15:00;5;8;3;0;1;2;0;2;4;3;1;1;0;0;0;0;0;0;0;0;0
2020-10-30 00:30:00;3;3;2;0;1;3;0;0;3;10;0;0;1;4;1;0;0;0;0;0;0
2020-10-30 00:45:00;4;2;1;1;1;1;0;1;6;4;0;0;1;2;1;0;0;0;0;0;0
2020-10-30 01:00:00;3;2;1;1;0;5;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0
2020-10-30 01:15:00;1;5;4;1;0;2;1;0;3;4;0;1;1;0;0;0;0;0;0;0;0
2020-10-30 01:30:00;3;4;1;0;1;1;1;0;4;6;0;1;2;3;0;0;0;0;0;0;0
2020-10-30 01:45:00;1;1;2;0;0;0;0;0;3;4;1;0;2;0;1;0;0;0;0;0;0
2020-10-30 02:00:00;2;2;0;1;1;2;0;0;1;1;1;0;2;3;0;0;0;0;0;0;0
2020-10-30 02:15:00;3;2;1;0;0;0;0;1;3;1;0;1;0;4;1;0;0;0;0;0;0
2020-10-30 02:30:00;2;5;0;0;1;3;0;0;1;0;2;0;1;3;0;0;0;0;0;0;0
2020-10-30 02:45:00;1;1;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0
2020-10-30 03:00:00;2;3;0;0;1;3;0;0;3;7;1;0;3;2;0;0;0;0;0;0;0
2020-10-30 03:15:00;2;3;2;0;0;0;0;0;2;2;0;0;2;1;0;0;0;0;0;0;0
2020-10-30 03:30:00;4;4;1;1;0;1;0;0;0;1;1;0;3;1;0;0;0;0;0;0;0
2020-10-30 03:45:00;4;4;0;0;1;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0
2020-10-30 04:00:00;5;4;5;0;1;3;0;0;1;1;2;0;0;4;0;0;0;0;0;0;0
2020-10-30 04:15:00;2;5;0;2;1;1;0;0;5;3;0;1;4;3;2;0;0;0;0;0;0
2020-10-30 04:30:00;3;6;3;1;2;4;1;0;0;5;1;4;5;5;3;0;0;0;0;0;0
2020-10-30 04:45:00;5;7;0;1;1;4;0;0;4;3;1;0;1;6;1;0;0;0;0;0;0
2020-10-30 05:00:00;9;11;2;1;7;14;0;0;10;11;5;1;4;5;7;0;0;0;0;0;0
2020-10-30 05:15:00;16;22;6;3;9;21;3;1;17;15;16;1;12;6;1;0;0;0;0;0;0
2020-10-30 05:30:00;47;22;13;10;18;22;2;1;22;26;15;7;6;5;8;0;0;0;0;0;0
2020-10-30 05:45:00;39;40;17;14;9;31;3;3;26;39;10;23;28;14;11;0;0;0;0;0;0
2020-10-30 06:00:00;25;34;11;9;9;15;2;1;21;19;4;26;49;9;21;0;0;0;0;0;0
2020-10-30 06:15:00;32;39;23;12;11;32;2;0;37;45;12;9;32;23;17;0;0;0;0;0;0
2020-10-30 06:30:00;61;52;32;8;12;29;4;2;42;56;13;5;31;14;19;0;0;0;0;0;0
2020-10-30 06:45:00;60;51;29;9;28;40;3;3;42;48;15;7;36;20;16;1;0;0;0;0;0
2020-10-30 07:00:00;52;49;37;13;25;41;7;2;47;38;14;9;49;27;31;0;0;0;0;0;0
2020-10-30 07:15:00;53;56;51;16;25;41;14;5;40;52;22;8;87;39;46;0;0;0;0;0;0
2020-10-30 07:30:00;64;72;52;19;33;35;32;1;55;53;23;6;74;31;32;0;0;0;0;0;0
2020-10-30 07:45:00;68;77;54;23;56;53;27;5;39;51;32;30;71;36;39;0;0;0;0;0;0
2020-10-30 08:00:00;58;67;62;25;54;69;24;9;45;51;26;19;61;29;26;0;1;0;0;0;0
2020-10-30 08:15:00;35;59;39;17;36;40;11;9;40;45;29;17;52;28;27;0;0;0;0;0;0
2020-10-30 08:30:00;46;67;43;19;27;35;9;7;46;52;32;19;68;19;19;1;0;0;0;0;0
2020-10-30 08:45:00;61;85;56;23;34;39;22;7;51;41;25;32;68;23;30;0;0;3;8;0;5
2020-10-30 09:00:00;42;71;48;18;48;49;16;6;46;45;26;26;63;22;21;0;0;2;0;0;0
2020-10-30 09:15:00;48;67;39;18;41;39;13;8;53;61;21;34;71;25;27;0;0;0;0;0;0
2020-10-30 09:30:00;49;65;41;22;48;50;15;6;52;52;26;28;75;31;15;0;0;0;0;0;0
2020-10-30 09:45:00;40;78;44;27;34;45;20;9;45;51;20;38;67;30;33;0;0;0;0;0;0
2020-10-30 10:00:00;41;80;50;29;47;46;14;9;44;43;19;32;51;34;31;2;0;0;0;0;0
2020-10-30 10:15:00;44;76;67;28;45;49;18;6;53;45;24;32;88;32;32;0;0;1;0;0;0
2020-10-30 10:30:00;40;79;51;29;46;57;23;10;53;58;27;35;67;30;40;2;0;0;0;0;0
2020-10-30 10:45:00;40;77;51;35;48;63;22;11;61;67;17;31;71;31;24;0;0;0;0;0;0
2020-10-30 11:00:00;31;74;61;34;55;48;16;15;71;74;34;33;71;39;42;0;0;4;0;0;0
2020-10-30 11:15:00;34;85;46;32;60;55;25;17;62;83;35;47;82;36;36;0;0;21;0;0;0
2020-10-30 11:30:00;44;80;52;32;76;54;25;15;62;69;28;36;68;32;38;2;0;0;0;0;7
2020-10-30 11:45:00;51;76;46;22;59;50;22;13;65;78;27;34;78;31;35;0;1;0;0;0;0
2020-10-30 12:00:00;35;77;54;23;72;65;21;17;61;76;28;43;73;38;50;0;0;0;0;0;0
2020-10-30 12:15:00;41;79;61;24;62;52;27;19;77;85;21;50;80;49;57;0;0;0;0;0;0
2020-10-30 12:30:00;47;84;63;36;55;48;14;11;67;83;24;33;123;42;46;0;0;2;0;0;0
2020-10-30 12:45:00;60;93;71;33;57;60;22;11;67;64;29;42;71;36;40;0;0;0;0;0;0
2020-10-30 13:00:00;48;87;77;21;45;56;14;18;78;73;26;45;87;44;35;0;0;4;0;0;0
2020-10-30 13:15:00;36;90;68;31;48;47;15;13;65;69;28;36;68;26;32;0;13;2;0;0;0
2020-10-30 13:30:00;52;90;63;22;66;70;9;16;81;117;25;52;77;42;34;3;2;0;0;0;0
2020-10-30 13:45:00;34;89;45;27;49;63;16;15;53;63;26;27;48;36;41;14;0;0;0;0;0
2020-10-30 14:00:00;48;86;54;32;66;70;15;15;73;83;36;34;93;36;37;0;0;0;0;0;0
2020-10-30 14:15:00;51;99;85;29;42;62;22;11;77;84;30;51;109;43;39;2;0;0;0;0;0
