DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-01-26 00:00:00;3;2;1;2;0;1;4;1;0;0;0;0;0;0;0;0;0;0
2020-01-26 00:15:00;7;3;4;4;2;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-01-26 00:30:00;3;11;5;4;2;6;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 00:45:00;0;6;2;3;1;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 01:00:00;4;6;6;1;0;1;9;0;1;2;0;0;0;0;0;0;0;0
2020-01-26 01:15:00;5;9;4;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 01:30:00;2;4;3;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 01:45:00;1;2;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 02:00:00;1;5;2;0;0;1;3;0;1;2;0;0;0;0;0;0;0;0
2020-01-26 02:15:00;2;3;2;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 02:30:00;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 02:45:00;1;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 03:00:00;1;5;4;1;1;2;3;0;1;2;0;0;0;0;0;0;0;0
2020-01-26 03:15:00;1;1;1;3;2;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 03:30:00;4;3;2;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0
2020-01-26 03:45:00;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 04:00:00;1;6;0;3;0;1;1;0;1;2;0;0;0;0;0;0;0;0
2020-01-26 04:15:00;3;3;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 04:30:00;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 04:45:00;2;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 05:00:00;3;1;3;2;0;0;7;0;2;1;1;0;0;0;0;0;0;0
2020-01-26 05:15:00;6;2;0;6;3;1;5;1;0;0;1;0;0;0;0;0;0;0
2020-01-26 05:30:00;2;2;2;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 05:45:00;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 06:00:00;3;1;3;0;0;3;2;0;1;2;0;0;0;0;0;0;0;0
2020-01-26 06:15:00;1;2;3;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 06:30:00;1;5;6;6;1;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 06:45:00;6;2;1;6;1;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 07:00:00;2;2;1;3;1;6;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-26 07:15:00;3;4;1;3;0;2;1;1;1;2;0;0;0;0;0;0;0;0
