DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-08-15 00:00:00;12;5;2;2;1;3;9;9;0;0;0
2019-08-15 00:15:00;18;7;5;2;1;4;16;6;0;2;0
2019-08-15 00:30:00;13;7;2;1;1;3;21;3;0;2;0
2019-08-15 00:45:00;15;11;5;5;0;5;17;3;0;1;0
2019-08-15 01:00:00;21;7;5;1;0;1;19;2;1;2;0
2019-08-15 01:15:00;12;4;0;1;1;1;15;4;0;0;0
2019-08-15 01:30:00;13;7;1;1;2;4;10;2;1;2;0
2019-08-15 01:45:00;11;4;2;1;0;2;10;3;0;1;0
2019-08-15 02:00:00;6;4;1;1;0;1;8;2;0;0;0
2019-08-15 02:15:00;2;5;3;1;0;1;10;0;0;1;0
2019-08-15 02:30:00;10;6;1;1;1;1;12;2;0;1;0
2019-08-15 02:45:00;5;10;0;2;0;1;9;2;1;0;0
2019-08-15 03:00:00;10;4;2;0;0;0;13;3;0;1;0
2019-08-15 03:15:00;5;5;0;1;1;3;9;0;0;2;0
2019-08-15 03:30:00;2;2;1;1;1;3;10;2;1;0;0
2019-08-15 03:45:00;7;7;2;1;0;1;6;1;1;0;0
2019-08-15 04:00:00;4;7;4;2;0;2;13;1;0;1;0
2019-08-15 04:15:00;3;3;0;0;0;0;6;0;0;0;0
2019-08-15 04:30:00;8;3;3;1;0;1;9;1;0;0;0
2019-08-15 04:45:00;9;6;2;3;0;3;6;0;0;0;1
2019-08-15 05:00:00;10;3;1;0;0;1;9;0;0;1;0
2019-08-15 05:15:00;15;5;1;2;0;3;12;7;0;1;0
2019-08-15 05:30:00;14;6;1;5;0;5;24;7;0;1;0
2019-08-15 05:45:00;22;9;7;1;0;2;15;7;1;1;0
2019-08-15 06:00:00;26;17;3;2;0;4;21;1;0;4;0
2019-08-15 06:15:00;13;11;5;4;0;5;11;3;0;3;0
2019-08-15 06:30:00;14;10;5;6;1;7;18;3;0;1;0
2019-08-15 06:45:00;17;14;4;4;0;3;17;3;0;3;0
2019-08-15 07:00:00;24;12;7;4;1;5;17;1;0;1;0
2019-08-15 07:15:00;17;19;5;2;0;4;19;1;1;2;0
2019-08-15 07:30:00;12;13;4;3;1;4;11;6;0;3;0
2019-08-15 07:45:00;17;11;4;3;0;4;24;4;0;1;0
2019-08-15 08:00:00;22;10;8;3;0;4;24;6;0;0;0
2019-08-15 08:15:00;16;20;8;6;2;8;27;3;0;0;0
2019-08-15 08:30:00;19;24;8;5;2;5;26;4;0;2;0
2019-08-15 08:45:00;29;24;10;7;1;9;35;11;0;6;0
2019-08-15 09:00:00;34;25;14;3;1;5;37;9;0;5;0
2019-08-15 09:15:00;51;23;13;9;3;11;45;8;0;5;0
2019-08-15 09:30:00;44;27;15;9;5;15;49;17;0;3;0
2019-08-15 09:45:00;52;30;14;9;1;9;39;15;0;6;1
2019-08-15 10:00:00;36;20;14;8;2;9;48;13;0;2;0
2019-08-15 10:15:00;43;21;14;4;2;5;42;9;0;3;0
2019-08-15 10:30:00;40;18;12;5;4;9;53;18;1;7;0
2019-08-15 10:45:00;62;29;19;7;1;9;60;25;1;8;0
2019-08-15 11:00:00;50;29;8;8;1;11;51;18;1;6;0
2019-08-15 11:15:00;51;31;21;13;1;17;61;17;1;3;0
2019-08-15 11:30:00;47;33;15;10;2;15;73;27;1;2;0
2019-08-15 11:45:00;48;27;13;5;2;5;52;17;0;2;0
2019-08-15 12:00:00;61;35;23;17;7;22;56;12;0;4;0
2019-08-15 12:15:00;42;31;14;10;1;12;55;24;0;6;0
2019-08-15 12:30:00;54;41;24;7;7;11;42;23;3;5;0
2019-08-15 12:45:00;47;25;16;12;6;16;60;29;1;8;2
2019-08-15 13:00:00;44;33;17;8;1;8;72;25;0;12;0
2019-08-15 13:15:00;59;19;12;5;1;8;86;25;0;4;0
2019-08-15 13:30:00;40;27;12;13;3;14;64;30;1;6;1
2019-08-15 13:45:00;45;25;20;14;2;15;59;20;0;8;0
2019-08-15 14:00:00;39;30;14;12;2;14;72;29;2;5;0
