DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-05-17 00:00:00;3;2;1;0;0;1;0;1;6;0;0;0;0;0
2020-05-17 00:15:00;3;4;0;0;0;0;0;0;7;0;0;0;0;0
2020-05-17 00:30:00;1;6;2;1;0;2;1;4;2;0;0;0;0;0
2020-05-17 00:45:00;1;6;1;1;4;0;0;5;9;0;0;0;0;0
2020-05-17 01:00:00;4;2;1;1;0;0;0;1;8;0;0;0;0;0
2020-05-17 01:15:00;2;3;1;1;0;0;0;1;15;0;0;0;0;0
2020-05-17 01:30:00;0;4;0;1;0;0;0;1;6;0;0;0;0;0
2020-05-17 01:45:00;1;5;0;0;0;0;0;1;7;0;0;0;0;0
2020-05-17 02:00:00;1;3;0;0;0;0;0;0;2;0;0;0;0;0
2020-05-17 02:15:00;3;5;0;0;0;0;0;0;5;0;0;0;0;0
2020-05-17 02:30:00;1;4;0;0;0;0;0;2;2;0;0;0;0;0
2020-05-17 02:45:00;3;5;1;1;0;2;0;1;5;0;0;0;0;0
2020-05-17 03:00:00;2;5;0;1;0;0;0;1;7;0;0;0;0;0
2020-05-17 03:15:00;0;2;0;0;0;0;0;1;0;0;0;0;0;0
2020-05-17 03:30:00;1;2;0;0;0;0;0;1;4;0;0;0;0;0
2020-05-17 03:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-17 04:00:00;0;0;1;1;0;0;0;0;1;0;0;0;0;0
2020-05-17 04:15:00;0;1;1;0;0;0;0;0;4;0;0;0;0;0
2020-05-17 04:30:00;1;1;0;0;0;0;0;0;1;0;0;0;0;0
2020-05-17 04:45:00;0;0;0;2;0;0;0;0;1;0;0;0;0;0
2020-05-17 05:00:00;0;2;0;2;1;0;0;1;1;0;0;0;0;0
2020-05-17 05:15:00;0;2;0;0;1;1;0;0;2;0;0;0;0;0
2020-05-17 05:30:00;2;3;0;0;0;0;0;2;4;0;0;0;0;0
2020-05-17 05:45:00;2;4;0;0;0;0;0;2;5;0;0;0;0;0
2020-05-17 06:00:00;2;0;0;0;0;0;0;2;1;0;0;0;0;0
2020-05-17 06:15:00;1;0;0;0;0;0;0;3;3;0;0;0;0;0
2020-05-17 06:30:00;1;2;0;0;0;0;0;1;1;0;0;0;0;0
2020-05-17 06:45:00;0;2;0;0;0;0;0;2;4;0;0;0;0;0
2020-05-17 07:00:00;4;3;0;0;0;0;1;0;0;0;0;0;0;0
2020-05-17 07:15:00;3;4;0;2;1;0;0;0;3;0;0;0;0;0
2020-05-17 07:30:00;2;2;1;1;0;0;0;2;6;0;0;0;0;0
2020-05-17 07:45:00;1;4;0;0;1;0;1;1;1;0;0;0;0;0
2020-05-17 08:00:00;1;7;0;0;0;0;0;2;4;0;0;0;0;0
2020-05-17 08:15:00;5;7;0;0;0;0;0;2;2;0;0;0;0;0
2020-05-17 08:30:00;5;4;0;0;1;0;1;4;9;0;0;0;0;0
2020-05-17 08:45:00;2;5;1;1;1;1;0;2;10;0;0;0;0;0
2020-05-17 09:00:00;9;3;1;1;2;2;0;2;11;0;0;0;0;0
2020-05-17 09:15:00;5;9;0;0;0;0;0;4;13;0;0;0;1;0
2020-05-17 09:30:00;3;13;1;0;2;0;0;3;17;0;0;0;0;0
2020-05-17 09:45:00;12;10;1;2;1;0;0;6;9;0;0;0;0;0
2020-05-17 10:00:00;6;7;0;0;0;0;0;3;11;0;0;0;0;0
2020-05-17 10:15:00;3;6;1;2;0;0;0;6;8;0;0;0;0;0
2020-05-17 10:30:00;14;15;3;1;4;0;0;14;19;0;0;0;0;0
2020-05-17 10:45:00;11;10;1;2;4;2;0;11;19;0;0;0;1;1
2020-05-17 11:00:00;8;7;1;1;2;2;1;7;13;0;0;0;0;0
2020-05-17 11:15:00;11;10;0;0;3;1;0;6;12;0;0;0;0;0
2020-05-17 11:30:00;14;15;2;2;3;4;1;11;33;0;0;0;0;0
2020-05-17 11:45:00;4;11;1;4;3;1;0;10;15;0;0;0;0;0
2020-05-17 12:00:00;3;10;4;5;1;4;1;10;25;0;0;0;0;0
2020-05-17 12:15:00;11;9;3;3;0;1;0;9;19;0;0;0;0;0
2020-05-17 12:30:00;7;14;1;1;0;2;0;12;25;0;0;0;0;0
2020-05-17 12:45:00;9;11;6;5;2;0;0;12;30;0;0;0;0;0
2020-05-17 13:00:00;8;16;2;2;4;1;0;8;22;0;0;0;0;0
2020-05-17 13:15:00;11;16;6;4;4;0;0;11;15;0;0;0;0;0
2020-05-17 13:30:00;6;10;0;2;1;2;0;8;16;0;0;0;0;0
2020-05-17 13:45:00;8;10;3;4;7;0;0;16;23;0;0;0;0;0
2020-05-17 14:00:00;15;18;1;1;1;2;0;11;15;0;0;0;0;0
2020-05-17 14:15:00;11;10;1;2;2;1;0;19;24;0;0;0;3;0
2020-05-17 14:30:00;5;14;3;2;1;1;0;11;29;0;0;0;0;0
2020-05-17 14:45:00;15;20;3;3;2;1;0;17;26;0;0;0;0;0
2020-05-17 15:00:00;51;20;3;4;0;0;0;10;21;0;0;0;0;0
2020-05-17 15:15:00;11;14;0;1;2;0;0;12;27;0;0;0;0;0
2020-05-17 15:30:00;17;20;2;2;1;1;1;14;32;0;0;0;0;0
2020-05-17 15:45:00;15;15;3;3;1;4;0;6;19;0;0;0;0;0
2020-05-17 16:00:00;7;17;2;2;4;1;0;6;23;0;0;0;0;0
2020-05-17 16:15:00;11;24;4;10;0;1;1;4;17;0;0;0;0;0
2020-05-17 16:30:00;13;19;4;3;3;2;0;11;15;0;0;0;0;0
2020-05-17 16:45:00;8;8;0;2;7;1;0;15;25;0;0;0;0;0
2020-05-17 17:00:00;17;23;2;2;2;2;0;8;24;0;0;0;0;0
2020-05-17 17:15:00;21;24;6;5;3;0;1;14;29;0;0;0;0;0
2020-05-17 17:30:00;9;21;2;4;2;4;1;9;16;0;0;0;0;0
2020-05-17 17:45:00;16;25;4;4;6;4;0;11;24;0;0;0;0;0
2020-05-17 18:00:00;17;20;1;1;0;1;0;12;19;0;0;0;0;0
2020-05-17 18:15:00;13;27;1;1;5;0;0;9;26;0;0;0;0;0
2020-05-17 18:30:00;15;16;3;3;1;2;1;10;19;0;0;0;0;0
2020-05-17 18:45:00;11;22;3;2;1;1;0;10;21;0;0;0;0;0
2020-05-17 19:00:00;7;11;2;2;3;2;0;0;14;0;0;0;0;0
2020-05-17 19:15:00;8;12;0;1;4;2;0;9;20;0;0;0;0;0
2020-05-17 19:30:00;22;16;1;0;1;3;0;7;26;0;0;0;0;0
2020-05-17 19:45:00;12;6;2;4;4;4;0;13;18;0;0;0;0;0
2020-05-17 20:00:00;8;15;4;7;3;7;3;10;18;0;0;0;0;0
2020-05-17 20:15:00;16;23;2;3;3;2;0;3;15;0;0;0;0;0
2020-05-17 20:30:00;257;9;0;1;0;2;3;11;16;0;0;0;0;0
2020-05-17 20:45:00;7;12;0;2;1;3;0;10;19;0;0;0;0;0
