DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-09-24 00:00:00;11;5;15;9;0;0
2020-09-24 00:15:00;13;7;13;10;0;0
2020-09-24 00:30:00;6;3;14;10;0;0
2020-09-24 00:45:00;4;2;9;6;0;0
2020-09-24 01:00:00;7;3;3;1;0;0
2020-09-24 01:15:00;5;5;13;9;0;0
2020-09-24 01:30:00;5;1;7;7;0;0
2020-09-24 01:45:00;5;3;8;5;0;0
2020-09-24 02:00:00;5;4;9;4;0;0
2020-09-24 02:15:00;13;8;4;4;0;0
2020-09-24 02:30:00;7;3;5;2;0;0
2020-09-24 02:45:00;6;3;6;1;0;0
2020-09-24 03:00:00;4;2;8;8;0;0
2020-09-24 03:15:00;8;7;11;6;0;0
2020-09-24 03:30:00;6;6;13;5;0;0
2020-09-24 03:45:00;5;4;12;7;0;0
2020-09-24 04:00:00;9;5;11;4;0;0
2020-09-24 04:15:00;13;11;7;4;0;0
2020-09-24 04:30:00;7;13;34;12;0;0
2020-09-24 04:45:00;23;17;46;19;0;0
2020-09-24 05:00:00;46;38;99;73;0;0
2020-09-24 05:15:00;51;34;140;148;0;0
2020-09-24 05:30:00;55;63;149;158;0;0
2020-09-24 05:45:00;99;111;125;118;0;0
2020-09-24 06:00:00;114;146;101;112;0;0
2020-09-24 06:15:00;108;151;151;157;0;0
2020-09-24 06:30:00;66;101;159;177;0;0
2020-09-24 06:45:00;80;108;132;148;3;0
2020-09-24 07:00:00;67;113;132;154;2;0
2020-09-24 07:15:00;66;80;153;164;5;0
2020-09-24 07:30:00;99;111;132;170;14;1
2020-09-24 07:45:00;88;104;130;146;6;0
2020-09-24 08:00:00;89;98;127;134;8;0
2020-09-24 08:15:00;92;102;118;117;10;0
2020-09-24 08:30:00;82;74;109;119;9;0
2020-09-24 08:45:00;92;92;100;101;8;2
2020-09-24 09:00:00;87;98;108;108;2;0
2020-09-24 09:15:00;82;95;84;99;5;0
2020-09-24 09:30:00;83;83;101;125;3;0
2020-09-24 09:45:00;85;87;99;97;7;0
2020-09-24 10:00:00;96;96;96;83;11;0
2020-09-24 10:15:00;99;91;93;79;11;6
2020-09-24 10:30:00;95;103;89;81;6;0
2020-09-24 10:45:00;99;120;114;98;3;1
2020-09-24 11:00:00;115;108;94;83;12;1
2020-09-24 11:15:00;114;133;115;91;9;2
2020-09-24 11:30:00;103;103;108;104;12;1
2020-09-24 11:45:00;87;98;107;74;9;0
2020-09-24 12:00:00;94;114;87;72;9;0
2020-09-24 12:15:00;112;132;121;82;12;0
2020-09-24 12:30:00;106;125;110;91;8;0
2020-09-24 12:45:00;108;124;111;92;18;0
2020-09-24 13:00:00;107;124;119;123;1;0
2020-09-24 13:15:00;100;137;144;146;12;0
2020-09-24 13:30:00;102;133;160;170;20;7
2020-09-24 13:45:00;102;128;143;157;6;0
2020-09-24 14:00:00;146;163;122;107;19;0
2020-09-24 14:15:00;181;223;109;95;5;0
2020-09-24 14:30:00;194;229;90;87;10;0
2020-09-24 14:45:00;177;206;115;109;13;0
2020-09-24 15:00:00;135;186;88;87;4;5
2020-09-24 15:15:00;184;229;120;115;3;0
2020-09-24 15:30:00;153;195;101;91;14;0
2020-09-24 15:45:00;168;183;92;106;18;0
2020-09-24 16:00:00;181;210;109;126;42;0
2020-09-24 16:15:00;165;192;125;106;71;14
2020-09-24 16:30:00;149;206;113;128;8;0
2020-09-24 16:45:00;143;194;108;113;8;0
2020-09-24 17:00:00;147;200;114;121;19;0
2020-09-24 17:15:00;146;201;117;97;5;0
2020-09-24 17:30:00;154;220;111;113;8;0
2020-09-24 17:45:00;123;166;120;115;6;0
2020-09-24 18:00:00;123;134;115;111;22;1
2020-09-24 18:15:00;104;132;88;86;15;0
2020-09-24 18:30:00;107;108;86;84;9;0
2020-09-24 18:45:00;103;102;97;82;21;1
2020-09-24 19:00:00;96;93;65;63;25;0
2020-09-24 19:15:00;103;126;90;72;13;0
2020-09-24 19:30:00;53;88;55;41;3;0
2020-09-24 19:45:00;63;95;64;55;15;0
2020-09-24 20:00:00;61;74;65;51;8;10
2020-09-24 20:15:00;69;76;68;48;8;0
2020-09-24 20:30:00;45;45;59;49;3;0
2020-09-24 20:45:00;48;52;86;72;5;1
2020-09-24 21:00:00;50;46;100;94;7;0
2020-09-24 21:15:00;37;50;125;118;1;0
2020-09-24 21:30:00;35;44;73;50;0;0
2020-09-24 21:45:00;93;112;38;24;10;0
2020-09-24 22:00:00;124;167;39;35;0;0
2020-09-24 22:15:00;51;53;28;24;1;0
2020-09-24 22:30:00;35;24;22;21;0;0
2020-09-24 22:45:00;21;20;23;13;1;0
2020-09-24 23:00:00;17;17;14;18;0;0
2020-09-24 23:15:00;15;8;29;15;0;0
2020-09-24 23:30:00;20;11;12;15;0;0
2020-09-24 23:45:00;15;12;20;14;0;0
