DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-11-17 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:15:00;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-17 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-17 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-17 03:00:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-17 03:15:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-17 04:30:00;0;0;0;0;0;0;2;2;0;0;0;0;0;0
2020-11-17 04:45:00;0;0;2;1;0;0;2;2;0;0;0;0;0;0
2020-11-17 05:00:00;0;0;0;0;0;0;6;7;0;0;0;0;0;0
2020-11-17 05:15:00;0;0;4;3;0;0;15;12;0;0;0;0;0;0
2020-11-17 05:30:00;0;0;4;3;0;0;11;11;0;0;0;0;0;0
2020-11-17 05:45:00;0;0;19;12;0;0;7;7;0;0;0;0;0;0
2020-11-17 06:00:00;0;0;7;6;0;0;9;9;0;0;0;0;0;0
2020-11-17 06:15:00;0;0;14;13;0;0;12;11;0;0;0;0;0;0
2020-11-17 06:30:00;0;0;9;10;0;0;16;20;0;0;0;0;0;0
2020-11-17 06:45:00;0;0;14;12;0;0;14;15;0;0;0;0;0;0
2020-11-17 07:00:00;0;0;12;12;0;0;11;12;1;0;0;1;0;0
2020-11-17 07:15:00;0;0;17;17;0;0;17;17;0;0;0;0;0;0
2020-11-17 07:30:00;0;0;26;22;0;0;16;16;0;0;0;0;0;0
2020-11-17 07:45:00;0;0;24;21;0;0;11;17;1;0;0;0;0;0
2020-11-17 08:00:00;0;0;26;21;0;0;11;15;0;0;0;1;1;0
2020-11-17 08:15:00;0;0;23;15;0;0;12;14;0;0;0;1;0;0
2020-11-17 08:30:00;0;0;16;20;0;0;15;17;0;0;0;0;0;0
2020-11-17 08:45:00;0;0;14;14;0;0;13;16;0;0;0;1;0;0
2020-11-17 09:00:00;0;0;19;16;0;0;39;16;0;0;0;0;0;0
2020-11-17 09:15:00;0;0;18;19;0;0;6;7;0;0;0;0;0;0
2020-11-17 09:30:00;0;0;23;21;0;0;8;7;0;0;0;0;0;0
2020-11-17 09:45:00;0;0;17;15;0;0;8;11;1;0;0;0;0;0
2020-11-17 10:00:00;0;0;19;21;0;0;7;9;0;0;0;0;0;0
2020-11-17 10:15:00;0;0;20;17;0;0;17;15;0;0;0;1;0;0
2020-11-17 10:30:00;0;0;20;22;0;0;14;10;0;0;0;1;0;0
2020-11-17 10:45:00;0;0;19;19;0;0;10;6;0;0;0;0;0;0
2020-11-17 11:00:00;0;0;13;9;0;0;11;10;0;0;0;0;0;0
2020-11-17 11:15:00;0;0;16;16;0;0;19;15;0;0;0;0;0;0
2020-11-17 11:30:00;0;0;21;18;0;0;15;11;0;0;0;0;0;0
2020-11-17 11:45:00;0;0;22;22;0;0;1;2;0;0;0;1;0;0
2020-11-17 12:00:00;0;0;25;19;0;0;16;15;0;0;0;1;0;0
2020-11-17 12:15:00;0;0;24;22;0;0;8;7;0;0;0;0;0;0
2020-11-17 12:30:00;0;0;21;23;0;0;6;9;0;0;0;0;0;0
2020-11-17 12:45:00;0;0;22;20;0;0;16;19;0;2;0;1;2;0
2020-11-17 13:00:00;0;0;26;19;0;0;10;9;0;0;0;0;0;0
2020-11-17 13:15:00;0;0;20;21;0;0;15;14;0;0;0;4;28;1
2020-11-17 13:30:00;0;0;22;18;0;0;16;16;0;0;5;1;0;0
2020-11-17 13:45:00;0;0;29;25;0;0;34;22;0;2;4;1;0;0
2020-11-17 14:00:00;0;0;39;28;0;0;11;12;0;0;21;0;0;0
2020-11-17 14:15:00;0;0;25;22;0;0;13;9;6;4;0;0;0;0
2020-11-17 14:30:00;0;0;29;25;0;0;10;10;0;0;0;1;1;0
