DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-04-21 00:00:00;0;2;1;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 00:15:00;1;0;0;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-21 00:30:00;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 00:45:00;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:00:00;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:15:00;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:30:00;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:45:00;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 02:00:00;0;3;0;3;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-04-21 02:15:00;0;2;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-21 02:30:00;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 02:45:00;0;4;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 03:00:00;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 03:15:00;0;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 03:30:00;1;3;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 03:45:00;0;6;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-21 04:00:00;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 04:15:00;1;11;0;3;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 04:30:00;0;6;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 04:45:00;1;6;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 05:00:00;1;11;0;9;6;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-04-21 05:15:00;0;27;4;14;7;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-04-21 05:30:00;3;48;9;28;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 05:45:00;12;48;17;37;13;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 06:00:00;4;36;11;24;11;2;0;1;2;1;1;1;1;1;0;0;0;0;0;0
