DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-28 00:00:00;1;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 00:15:00;3;2;2;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 00:30:00;3;4;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 00:45:00;4;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:00:00;0;4;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:15:00;3;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:30:00;1;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:45:00;4;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:00:00;6;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:15:00;4;3;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:30:00;8;7;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:45:00;5;3;4;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:00:00;4;5;3;5;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:15:00;5;5;5;9;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:30:00;4;8;5;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:45:00;6;6;5;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 04:00:00;1;6;3;7;2;2;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-28 04:15:00;10;9;4;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 04:30:00;13;14;8;15;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 04:45:00;13;12;10;14;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 05:00:00;19;22;18;26;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 05:15:00;18;26;8;26;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-28 05:30:00;18;53;13;45;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 05:45:00;21;46;17;51;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-28 06:00:00;26;43;11;41;4;6;5;3;3;0;0;0;0;0;0;0;0;1;0
2020-12-28 06:15:00;22;59;13;54;12;41;12;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-28 06:30:00;54;61;22;58;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-28 06:45:00;72;44;21;50;7;7;8;2;1;0;0;1;0;0;0;0;0;0;0
2020-12-28 07:00:00;113;65;47;73;4;3;3;3;3;0;0;1;0;0;0;0;0;0;0
2020-12-28 07:15:00;86;57;40;82;10;8;10;6;7;0;0;2;0;0;0;0;0;0;0
2020-12-28 07:30:00;56;80;8;61;9;18;13;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-28 07:45:00;58;73;18;70;10;33;9;4;4;1;0;0;0;0;0;0;0;0;1
2020-12-28 08:00:00;57;80;16;74;15;16;17;6;6;2;0;0;0;0;0;0;0;0;0
2020-12-28 08:15:00;51;72;10;65;15;15;15;2;2;0;0;2;0;0;0;0;0;0;0
2020-12-28 08:30:00;52;99;16;86;12;13;14;9;9;1;0;0;0;0;0;0;0;0;0
2020-12-28 08:45:00;79;99;14;83;18;18;20;5;5;2;0;1;0;0;0;0;0;0;0
2020-12-28 09:00:00;81;92;20;75;17;21;19;6;6;1;0;1;0;0;0;0;0;0;0
2020-12-28 09:15:00;90;110;23;91;22;23;23;4;6;2;0;3;0;0;0;0;0;0;0
2020-12-28 09:30:00;196;111;51;118;12;13;14;10;11;7;0;0;0;0;0;0;0;0;0
2020-12-28 09:45:00;196;111;41;116;17;18;20;8;8;1;0;0;0;0;0;0;0;0;0
2020-12-28 10:00:00;205;108;51;108;24;51;26;7;8;2;0;1;0;0;0;0;0;0;0
2020-12-28 10:15:00;217;123;33;124;19;22;20;6;6;0;0;5;0;1;0;0;0;0;0
