DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-07-20 00:00:00;0;4;0;0;1;2;0;0
2020-07-20 00:15:00;0;2;0;0;0;2;0;0
2020-07-20 00:30:00;1;1;0;0;2;3;0;0
2020-07-20 00:45:00;3;3;0;0;1;1;0;0
2020-07-20 01:00:00;2;0;0;0;1;1;0;0
2020-07-20 01:15:00;2;2;0;0;2;1;0;0
2020-07-20 01:30:00;1;1;0;0;2;2;0;0
2020-07-20 01:45:00;0;2;0;0;0;0;0;0
2020-07-20 02:00:00;1;1;0;0;0;0;0;0
2020-07-20 02:15:00;0;2;0;0;1;1;0;0
2020-07-20 02:30:00;3;0;0;0;1;0;0;0
2020-07-20 02:45:00;1;0;0;0;1;0;0;0
2020-07-20 03:00:00;2;2;0;0;1;2;0;0
2020-07-20 03:15:00;0;0;0;0;1;1;0;0
2020-07-20 03:30:00;0;1;0;0;0;2;0;0
2020-07-20 03:45:00;0;0;0;0;1;3;0;0
2020-07-20 04:00:00;1;2;0;0;1;3;0;0
2020-07-20 04:15:00;1;2;0;0;4;6;0;0
2020-07-20 04:30:00;2;1;0;0;3;4;0;0
2020-07-20 04:45:00;1;5;0;0;5;17;14;0
2020-07-20 05:00:00;9;18;0;0;17;37;11;7
2020-07-20 05:15:00;22;25;0;0;55;98;17;0
2020-07-20 05:30:00;24;48;1;0;59;103;17;3
2020-07-20 05:45:00;14;47;2;0;55;55;20;0
2020-07-20 06:00:00;20;38;0;0;41;21;14;2
2020-07-20 06:15:00;28;58;0;0;37;31;11;3
2020-07-20 06:30:00;36;71;1;0;52;59;21;0
2020-07-20 06:45:00;38;80;2;0;57;47;15;1
2020-07-20 07:00:00;39;58;5;0;44;51;13;0
2020-07-20 07:15:00;44;82;5;0;44;51;11;0
2020-07-20 07:30:00;53;82;3;0;72;58;25;0
2020-07-20 07:45:00;47;83;7;0;56;65;14;2
2020-07-20 08:00:00;39;66;7;0;42;46;28;14
2020-07-20 08:15:00;36;85;7;0;50;45;25;0
2020-07-20 08:30:00;47;65;6;0;34;40;4;1
2020-07-20 08:45:00;34;53;6;0;36;40;16;1
2020-07-20 09:00:00;24;38;7;0;28;31;3;5
2020-07-20 09:15:00;33;40;9;0;29;30;4;0
2020-07-20 09:30:00;33;44;15;0;43;30;7;2
2020-07-20 09:45:00;35;53;10;0;39;34;5;3
2020-07-20 10:00:00;28;35;11;0;30;35;0;6
2020-07-20 10:15:00;22;23;8;0;15;20;0;4
2020-07-20 10:30:00;
2020-07-20 10:45:00;3;2;3;0;3;2;0;0
2020-07-20 11:00:00;
2020-07-20 11:15:00;
2020-07-20 11:30:00;30;29;5;0;26;28;6;20
2020-07-20 11:45:00;38;53;7;0;38;34;0;3
2020-07-20 12:00:00;36;38;5;0;43;44;5;12
2020-07-20 12:15:00;37;38;9;0;34;42;6;10
2020-07-20 12:30:00;41;48;7;0;38;34;7;19
2020-07-20 12:45:00;38;50;11;0;30;47;4;7
2020-07-20 13:00:00;31;38;10;0;43;50;11;3
2020-07-20 13:15:00;38;45;13;0;44;65;12;3
2020-07-20 13:30:00;43;67;9;0;66;90;15;5
2020-07-20 13:45:00;40;75;9;0;76;111;13;16
2020-07-20 14:00:00;68;85;11;0;83;72;16;20
2020-07-20 14:15:00;107;136;14;0;57;45;2;32
2020-07-20 14:30:00;96;117;7;0;58;33;2;24
2020-07-20 14:45:00;52;70;9;0;47;38;1;27
2020-07-20 15:00:00;55;71;8;0;51;35;3;24
2020-07-20 15:15:00;47;70;10;0;74;41;1;13
2020-07-20 15:30:00;51;62;4;0;59;36;3;11
2020-07-20 15:45:00;41;54;6;0;45;37;0;19
2020-07-20 16:00:00;58;49;4;0;65;29;1;20
2020-07-20 16:15:00;47;61;6;0;44;44;0;18
2020-07-20 16:30:00;17;96;7;0;60;34;0;17
2020-07-20 16:45:00;31;65;5;0;56;38;0;5
2020-07-20 17:00:00;42;43;6;0;49;38;1;8
2020-07-20 17:15:00;44;41;5;0;59;36;1;14
2020-07-20 17:30:00;50;49;6;0;45;26;0;7
2020-07-20 17:45:00;42;36;7;0;41;30;0;3
2020-07-20 18:00:00;32;44;10;0;34;17;0;7
2020-07-20 18:15:00;34;46;4;0;37;23;0;7
2020-07-20 18:30:00;26;36;8;0;37;23;1;0
2020-07-20 18:45:00;35;25;7;0;28;15;0;2
2020-07-20 19:00:00;21;19;2;0;23;15;1;8
2020-07-20 19:15:00;19;20;8;0;25;13;0;2
2020-07-20 19:30:00;25;13;3;0;24;14;0;9
2020-07-20 19:45:00;21;17;4;0;17;17;0;0
2020-07-20 20:00:00;23;29;3;0;14;13;0;2
2020-07-20 20:15:00;18;22;2;0;27;23;0;0
2020-07-20 20:30:00;19;19;3;0;8;23;2;1
2020-07-20 20:45:00;16;21;2;0;25;39;13;4
2020-07-20 21:00:00;13;27;2;0;43;55;23;2
2020-07-20 21:15:00;24;34;2;0;55;106;35;1
2020-07-20 21:30:00;24;38;3;0;28;69;20;11
2020-07-20 21:45:00;63;100;7;0;23;30;11;71
2020-07-20 22:00:00;58;90;5;0;47;39;0;18
2020-07-20 22:15:00;29;29;5;0;15;14;0;6
2020-07-20 22:30:00;13;14;2;0;11;10;0;0
2020-07-20 22:45:00;9;14;1;0;8;5;0;0
2020-07-20 23:00:00;3;8;0;0;3;5;0;2
2020-07-20 23:15:00;7;7;0;0;2;9;0;0
2020-07-20 23:30:00;2;5;0;0;6;3;0;0
2020-07-20 23:45:00;5;3;0;0;4;8;0;0
