DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-08-09 00:00:00;5;0;4;270;4
2019-08-09 00:15:00;3;2;6;4;1
2019-08-09 00:30:00;4;0;0;261;2
2019-08-09 00:45:00;1;0;2;0;0
2019-08-09 01:00:00;0;0;0;259;1
2019-08-09 01:15:00;1;0;1;3;1
2019-08-09 01:30:00;6;0;0;2;2
2019-08-09 01:45:00;0;0;0;254;2
2019-08-09 02:00:00;0;0;2;270;1
2019-08-09 02:15:00;0;0;2;255;0
2019-08-09 02:30:00;1;0;1;520;1
2019-08-09 02:45:00;0;0;0;258;4
2019-08-09 03:00:00;0;0;0;518;0
2019-08-09 03:15:00;1;0;1;2;1
2019-08-09 03:30:00;0;0;1;517;0
2019-08-09 03:45:00;0;0;0;256;0
2019-08-09 04:00:00;3;1;0;6;3
2019-08-09 04:15:00;1;0;1;257;2
2019-08-09 04:30:00;1;0;0;255;2
2019-08-09 04:45:00;1;1;0;4;1
2019-08-09 05:00:00;6;1;1;518;1
2019-08-09 05:15:00;6;1;7;0;3
2019-08-09 05:30:00;9;3;3;2;9
2019-08-09 05:45:00;13;1;10;283;7
2019-08-09 06:00:00;10;4;3;254;15
2019-08-09 06:15:00;22;3;11;261;20
2019-08-09 06:30:00;20;3;6;512;36
2019-08-09 06:45:00;39;6;13;264;24
2019-08-09 07:00:00;34;7;18;524;29
2019-08-09 07:15:00;27;9;17;515;31
2019-08-09 07:30:00;40;9;25;12;53
2019-08-09 07:45:00;40;14;23;260;54
2019-08-09 08:00:00;35;12;17;261;27
2019-08-09 08:15:00;44;19;20;17;31
2019-08-09 08:30:00;35;15;18;20;44
2019-08-09 08:45:00;51;14;15;13;40
2019-08-09 09:00:00;30;12;17;24;41
2019-08-09 09:15:00;35;15;21;21;38
2019-08-09 09:30:00;39;17;20;28;45
2019-08-09 09:45:00;32;14;21;21;56
2019-08-09 10:00:00;27;12;20;23;37
2019-08-09 10:15:00;38;12;20;19;67
2019-08-09 10:30:00;33;12;28;21;47
2019-08-09 10:45:00;43;15;17;280;58
2019-08-09 11:00:00;35;10;22;520;59
2019-08-09 11:15:00;47;10;15;263;66
2019-08-09 11:30:00;40;9;25;272;70
2019-08-09 11:45:00;34;7;22;10;46
2019-08-09 12:00:00;35;12;36;518;58
2019-08-09 12:15:00;43;12;24;0;73
2019-08-09 12:30:00;43;14;32;14;79
2019-08-09 12:45:00;40;12;37;522;58
2019-08-09 13:00:00;53;10;28;515;59
2019-08-09 13:15:00;40;9;25;270;46
2019-08-09 13:30:00;41;11;23;517;73
2019-08-09 13:45:00;51;14;24;523;55
2019-08-09 14:00:00;54;10;32;531;59
2019-08-09 14:15:00;37;9;15;280;67
2019-08-09 14:30:00;32;8;22;778;56
2019-08-09 14:45:00;40;4;25;7;65
2019-08-09 15:00:00;55;10;25;31;58
2019-08-09 15:15:00;33;4;21;20;73
2019-08-09 15:30:00;37;9;27;780;72
2019-08-09 15:45:00;27;6;18;298;53
2019-08-09 16:00:00;47;10;21;518;55
2019-08-09 16:15:00;43;10;22;523;67
2019-08-09 16:30:00;42;15;18;299;57
2019-08-09 16:45:00;37;4;29;1025;57
2019-08-09 17:00:00;48;9;33;302;67
2019-08-09 17:15:00;31;10;26;1019;50
2019-08-09 17:30:00;37;9;14;334;39
2019-08-09 17:45:00;42;9;15;864;46
2019-08-09 18:00:00;35;5;27;605;41
2019-08-09 18:15:00;44;9;15;2036;68
2019-08-09 18:30:00;37;9;20;621;60
2019-08-09 18:45:00;35;9;11;861;59
2019-08-09 19:00:00;44;11;22;338;33
2019-08-09 19:15:00;42;7;16;1340;41
2019-08-09 19:30:00;40;14;21;1061;38
2019-08-09 19:45:00;32;4;19;404;42
2019-08-09 20:00:00;31;5;8;1373;42
2019-08-09 20:15:00;33;8;12;1857;31
2019-08-09 20:30:00;21;9;14;526;29
2019-08-09 20:45:00;20;4;9;841;27
2019-08-09 21:00:00;22;4;16;1064;22
2019-08-09 21:15:00;21;0;6;546;21
2019-08-09 21:30:00;13;2;8;1054;16
2019-08-09 21:45:00;19;0;9;629;24
2019-08-09 22:00:00;21;4;10;1285;19
2019-08-09 22:15:00;12;1;5;257;14
2019-08-09 22:30:00;21;1;11;299;16
2019-08-09 22:45:00;18;2;6;592;22
2019-08-09 23:00:00;18;7;11;166;25
2019-08-09 23:15:00;16;3;2;355;22
2019-08-09 23:30:00;17;1;6;424;24
2019-08-09 23:45:00;16;1;5;550;13
