DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-02-13 00:00:00;7;5;4;1;8;9;3;2;0;0;0;0;0;0
2020-02-13 00:15:00;11;7;8;4;9;8;3;2;0;0;0;0;0;0
2020-02-13 00:30:00;9;6;2;1;4;7;1;2;0;0;0;0;0;0
2020-02-13 00:45:00;5;5;6;0;3;0;1;3;0;0;0;0;0;0
2020-02-13 01:00:00;5;7;1;1;3;5;1;1;0;0;0;0;0;0
2020-02-13 01:15:00;6;6;2;0;1;5;1;1;0;0;0;0;0;0
2020-02-13 01:30:00;8;4;2;0;3;3;2;1;0;0;0;0;0;0
2020-02-13 01:45:00;2;1;3;0;5;6;1;1;0;0;0;0;0;0
2020-02-13 02:00:00;5;1;0;0;3;4;3;1;0;0;0;0;0;0
2020-02-13 02:15:00;4;1;2;0;5;6;1;1;0;0;0;0;0;0
2020-02-13 02:30:00;3;2;4;1;3;2;3;3;0;0;0;0;0;0
2020-02-13 02:45:00;8;1;3;1;5;4;3;0;0;0;0;0;0;0
2020-02-13 03:00:00;11;1;1;0;1;4;1;2;0;0;0;0;0;0
2020-02-13 03:15:00;6;3;1;0;0;5;3;2;0;0;0;0;0;0
2020-02-13 03:30:00;6;2;5;0;3;5;4;1;0;0;0;0;0;0
2020-02-13 03:45:00;3;4;4;0;7;7;1;1;0;0;0;0;0;0
2020-02-13 04:00:00;7;3;2;0;5;6;3;2;0;0;0;0;0;0
2020-02-13 04:15:00;8;6;8;0;5;5;6;0;0;0;0;0;0;0
2020-02-13 04:30:00;8;8;10;2;12;9;5;5;0;0;0;0;0;0
2020-02-13 04:45:00;14;12;13;1;10;19;8;7;0;0;0;0;0;0
2020-02-13 05:00:00;29;14;53;7;22;20;16;12;0;0;0;0;0;0
2020-02-13 05:15:00;47;23;103;6;21;30;11;20;0;0;0;0;0;0
2020-02-13 05:30:00;61;41;105;21;31;44;31;20;0;0;0;0;0;2
2020-02-13 05:45:00;73;69;82;13;40;62;66;41;0;0;0;0;0;0
2020-02-13 06:00:00;61;64;45;14;38;60;80;67;0;0;0;0;0;0
2020-02-13 06:15:00;74;63;63;16;54;80;67;54;0;0;0;0;0;0
2020-02-13 06:30:00;83;75;79;24;78;108;32;32;0;0;0;0;0;0
2020-02-13 06:45:00;92;89;79;38;86;120;32;20;2;0;0;0;1;26
2020-02-13 07:00:00;105;111;73;37;60;88;33;16;0;0;0;0;0;0
2020-02-13 07:15:00;105;116;70;47;101;114;43;29;0;0;0;0;0;1
2020-02-13 07:30:00;100;115;96;34;128;145;50;34;0;0;0;0;0;0
2020-02-13 07:45:00;114;126;93;52;125;132;50;38;0;0;0;0;0;0
2020-02-13 08:00:00;95;118;105;40;101;126;47;32;0;0;0;0;0;0
2020-02-13 08:15:00;101;104;92;53;93;111;45;31;0;0;0;0;0;3
2020-02-13 08:30:00;94;111;72;41;80;100;50;36;0;0;0;0;0;0
2020-02-13 08:45:00;106;125;64;36;76;99;49;26;0;0;0;0;0;0
2020-02-13 09:00:00;91;91;55;28;69;89;51;30;0;0;0;0;1;0
2020-02-13 09:15:00;76;101;48;23;60;76;27;30;0;3;0;0;0;0
2020-02-13 09:30:00;79;92;44;25;64;74;33;20;0;2;3;0;0;0
2020-02-13 09:45:00;101;109;35;25;62;95;51;27;0;0;2;0;4;0
