DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-04-28 00:00:00;1;1;1;5;6;2;2;3;5;0;0
2020-04-28 00:15:00;0;0;0;6;6;4;3;5;6;1;1
2020-04-28 00:30:00;0;0;1;3;3;1;0;4;4;0;0
2020-04-28 00:45:00;0;0;4;5;5;1;0;9;10;3;3
2020-04-28 01:00:00;0;0;0;1;2;1;0;0;2;0;0
2020-04-28 01:15:00;0;2;0;1;0;0;1;1;1;0;0
2020-04-28 01:30:00;0;0;0;3;1;0;0;3;4;2;2
2020-04-28 01:45:00;0;0;0;7;2;0;4;3;2;0;0
2020-04-28 02:00:00;1;1;0;2;1;0;0;1;0;0;0
2020-04-28 02:15:00;0;0;0;4;2;0;1;2;1;1;1
2020-04-28 02:30:00;0;0;0;4;2;1;1;1;1;1;1
2020-04-28 02:45:00;0;0;0;3;2;2;0;1;1;0;0
2020-04-28 03:00:00;0;2;0;7;3;1;0;0;0;0;0
2020-04-28 03:15:00;0;0;0;3;3;0;2;1;2;1;1
2020-04-28 03:30:00;0;1;0;0;0;0;0;2;1;0;0
2020-04-28 03:45:00;0;1;0;2;1;0;0;2;0;0;0
2020-04-28 04:00:00;0;1;0;3;1;0;0;2;2;2;1
2020-04-28 04:15:00;0;2;0;1;2;1;1;4;4;0;0
2020-04-28 04:30:00;0;1;0;5;5;0;1;7;7;1;1
2020-04-28 04:45:00;0;1;0;5;4;2;1;9;5;2;2
2020-04-28 05:00:00;1;3;0;6;7;4;0;10;4;0;1
2020-04-28 05:15:00;3;6;0;16;11;6;3;25;20;3;3
2020-04-28 05:30:00;5;10;4;17;14;5;7;37;34;16;12
2020-04-28 05:45:00;3;24;3;32;15;6;6;48;65;23;20
2020-04-28 06:00:00;0;17;5;26;26;5;9;34;38;4;3
2020-04-28 06:15:00;2;30;4;39;23;5;17;59;59;14;6
2020-04-28 06:30:00;7;31;3;42;32;11;12;71;86;16;9
2020-04-28 06:45:00;6;24;5;46;22;3;20;74;90;19;13
2020-04-28 07:00:00;5;27;7;53;38;16;9;76;104;20;19
2020-04-28 07:15:00;6;32;16;49;19;4;23;96;140;29;27
2020-04-28 07:30:00;7;30;4;57;38;10;27;94;120;16;15
2020-04-28 07:45:00;18;35;7;64;48;6;19;85;108;25;20
2020-04-28 08:00:00;6;19;3;47;25;9;14;66;61;15;12
2020-04-28 08:15:00;10;16;6;53;27;7;12;57;64;17;12
2020-04-28 08:30:00;44;19;5;66;33;8;24;76;70;12;9
2020-04-28 08:45:00;14;21;3;57;26;3;18;70;67;13;8
2020-04-28 09:00:00;9;18;2;57;36;4;21;56;49;7;5
2020-04-28 09:15:00;9;19;5;53;39;7;16;62;54;9;7
2020-04-28 09:30:00;12;20;7;49;46;7;21;52;68;10;5
2020-04-28 09:45:00;5;12;3;54;36;12;16;58;48;7;6
2020-04-28 10:00:00;7;15;4;62;43;12;20;60;45;4;3
2020-04-28 10:15:00;7;20;7;61;49;16;18;64;45;9;9
2020-04-28 10:30:00;7;20;5;65;49;15;23;59;60;10;11
2020-04-28 10:45:00;6;10;6;74;45;9;22;55;45;6;6
2020-04-28 11:00:00;7;22;2;67;50;16;26;51;53;7;5
2020-04-28 11:15:00;9;19;6;79;50;16;23;53;61;10;8
2020-04-28 11:30:00;14;26;1;79;63;15;28;57;44;5;7
2020-04-28 11:45:00;6;22;9;99;57;9;30;49;48;7;4
2020-04-28 12:00:00;11;27;3;89;71;16;21;72;68;12;12
2020-04-28 12:15:00;14;24;5;80;66;16;29;60;46;6;7
2020-04-28 12:30:00;12;26;9;78;60;13;30;70;55;9;8
2020-04-28 12:45:00;15;17;6;110;86;21;26;62;60;8;7
2020-04-28 13:00:00;14;16;6;107;82;12;36;56;55;9;9
2020-04-28 13:15:00;11;18;5;79;73;23;31;55;53;7;6
2020-04-28 13:30:00;13;20;5;83;53;10;44;65;62;19;21
2020-04-28 13:45:00;9;21;5;79;58;31;29;62;74;14;7
2020-04-28 14:00:00;13;22;8;109;77;19;27;68;53;10;8
2020-04-28 14:15:00;7;23;5;106;78;17;33;73;70;18;13
2020-04-28 14:30:00;17;23;3;108;83;15;26;78;50;15;13
2020-04-28 14:45:00;9;24;4;105;74;21;25;48;49;16;13
2020-04-28 15:00:00;4;18;2;101;87;25;26;58;58;11;9
2020-04-28 15:15:00;8;18;2;99;64;12;28;61;64;14;9
2020-04-28 15:30:00;9;13;6;95;74;24;39;68;67;13;12
2020-04-28 15:45:00;8;19;6;101;85;17;17;74;59;14;10
2020-04-28 16:00:00;10;34;3;131;97;18;40;70;41;8;6
2020-04-28 16:15:00;12;27;6;120;92;21;26;71;50;9;8
2020-04-28 16:30:00;15;20;0;111;86;16;31;62;47;12;8
2020-04-28 16:45:00;10;17;6;98;79;20;29;76;69;15;13
2020-04-28 17:00:00;17;53;3;104;85;18;37;77;49;13;8
2020-04-28 17:15:00;11;25;1;106;80;16;30;86;71;8;5
2020-04-28 17:30:00;10;21;3;105;74;17;43;73;61;13;13
2020-04-28 17:45:00;13;14;3;86;56;18;31;63;48;12;11
2020-04-28 18:00:00;10;20;6;86;64;11;39;49;60;14;7
2020-04-28 18:15:00;6;15;4;67;48;10;30;49;43;12;10
